 Review_date , Main review , Rating , Emp, Pros , Cons , Helpful_count,
3/6/2016," ""this is for the warehouse in Baltimore. Liars"" ",1,Current Employee - Anonymous Employee, Pros I only did security for whelan security but was treated like trash. Great way to network. I've meet some good people. , Cons DRAMA DRAMA DRAMA! NOBODY KNOWS WHAT THEY ARE DOING. Not the boss or supervisors. The employees are grown little men. Gossip way to much and is very disrespectful ,0,
9/5/2016," ""Made a deal with the devil"" ",2,Current Employee - Assembly Line Technician, Pros Great hourly pay| paid shutdowns about 5 weeks off total throughout the year| able to lease vehicles for cheap. ," Cons I made a deal with the devil over 4 years ago. Nissan has given me every opportunity to afford everything I need to get stability in my life. 4 years later| I wish I could give it all back because they own me. You're treated like you're nothing to them. They expect you to put their needs before your own in all situations. If you're out of what little paid time you get| good luck being there for your children. They will have you're write up hot off the printer awaiting your return. I was literally given the ultimatum to choose which family member needed medical treatment more. They dont care about you or your family. They reallocate your pay to give the impression they're paying you competitively| ""profit"" share bonuses do not reflect the outcome of company performance| yet have the funds to drop tens of millions on a single advertising opportunity a week later. If you get hurt| they will find a way to push liability on you| even if it is just from wear and tear on your body. Take my advice| find something you're passionate about and roll with it. All this company can offer you is money and you will leave a lesser| more bitter person at the end of the day. ",-3,
22/4/2016," ""process control"" ",4,Former Employee - Anonymous Employee, Pros they have world class process control , Cons individuals are easily lost in such a big company ,0,
20/4/2016," ""Procurement"" ",4,Current Employee - Purchasing Engineer, Pros 1. Life & work balance2. Motor industry is stable & protected , Cons 1. Less competitive2. Conservative work style ,0,
30/3/2016," ""Credit"" ",4,Current Employee - Credit Analyst, Pros Perks of position. Overtime for salaried personnel. , Cons RotatingHours| competition. Saturdaye and Sunday work. ,0,
29/3/2016," ""excellent environment"" ",4,Former Employee - Manager, Pros travel| lots of responsibility| brilliant people to work with| exciting job , Cons long days and political issues ,0,
23/3/2016," ""Great place to work"" ",5,Former Employee - Anonymous Employee, Pros Freedom to work | great wage , Cons Too much of pressure| time durations are long ,0,
5/4/2016," ""Pricing"" ",3,Current Employee - Anonymous Employee, Pros Company is having queit international environment. People are from different kinds of countries. Good for experiencing multicultural working environment. , Cons Promoting or motivating employees scheme is really bad. People normally easily get frustrated after joining for a while. Therefore turnover of employees is quiet high. ,-1,
2/4/2016," ""Accounting Supervisor"" ",3,Former Employee - Accounting Supervisor, Pros great on-job experience - friendly work environment - strong reputation , Cons work load - rush requests - timeless deadlines - not take of professional employees ,0,
2/4/2016," ""Salary and experience"" ",3,Current Employee - Vehicle Distribution Coordinator, Pros Working environmentVery internationalVery young peoplePromotions almost every 2.7 monthsSalariesGood team buildingsNice leasing and purchasing schemeFlexible with working hours , Cons Lack of managementLong working hoursOffices very far away from ParisSometimes management do not motivate the teams enough for such a high workload ,0,
18/3/2016," ""Credit Analyst"" ",3,Former Employee - Anonymous Employee, Pros Great work environment| Subsidised Cafeteria and Gym| Good training and management| Good perks. , Cons No Fulltime employment| mostly contract opportunities. ,-1,
1/3/2016," ""Fairly Good"" ",4,Former Employee - After Sales Marketing, Pros Good brand to work for as its known for its reputable quality cars. Good location as its on the outskirts of London , Cons Very minimal level of diversity in the office. Takes a bit of a while to progress from one role to another. Very male dominated industry ,0,
29/2/2016," ""New Car Sales Manager"" ",4,Current Employee - New Car Sales Manager, Pros Never apologize for your product| the value or its quality! The service is exemplary and the technological innovations fail to seize. , Cons Branding and marketing issues have plagued the company for decades in the near luxury division. This forces consumers to buy inferior products| and sales to suffer. ,0,
14/3/2016," ""You can do better"" ",2,Former Employee - Warehouse, Pros It's a job ..other than that don't waste your time , Cons This is honest.. Underpaid and under appreciated .. A lot of tension at work because of the difference in pay . If you are a female forget it just awkward environment . ,0,
13/3/2016," ""Design Engineer"" ",3,Current Employee - Anonymous Employee, Pros Good company to work for| good bonuses , Cons Career plan is not clear| always work overtime ,0,
28/3/2016," ""Injured on the job"" ",1,Former Employee - Technician, Pros Nissan was a good company to work for fifteen years ago. , Cons Good luck if you're ever hurt. They will string you along until you're completely disabled and never get you the proper treatment. They pay a lot more money out trying to keep from paying for proper treatment than to fix the problem. If you think they care about you. .. you really need to think again! I would have retired from there but now I am barely able to walk. I would hear horror stories from other employees when I first started working there but I to was blinded and never believed the stories. I am now a firm believer until it happens to you it's hard to imagine the cruelty and inhumane way Nissan treats you. This company would much rather see their name plastered on football stadiums and music venues than taking care of their employees. Unfortunately Nissan can afford lobbyists and politicians in their back pockets that fight to change work comp laws to their advantage. If you want proof look at all the laws changed in the last five years in Tennessee and see who paid the lobbyists. All I ever wanted was to be healed I didn't want any compensation I just wanted to be able to continue to work. Thanks Nissan for crippling me at the age of thirty three and not caring!! I understand I was just another number to you but I am so much more than that to my family. I am unable to play with my children and enjoy life the way I should but you will never steal my strong will to live!! I may not be able to enjoy a lot of things I once did due to your negligence but I be damned if I will be your victim! For eleven years I gave you my life and as soon as I was injured you wheeled me around to the line knowing you were breaking every Osha violation there was. Your own doctors said I needed surgery asap but you would rather pay a doctor in California who has never seen me before to dispute the other seven doctors you made me go too. Wow what a waste of money!!!. I even tried to pay for treatment on my own but was told by medical and HR that to many people saw me get hurt that they had to be responsible for my treatment! All that being said Nissan is just another corporate monster who could care less about their employees. ,-1,
17/2/2016," ""Good company"" ",4,Current Employee - Junior Product Specialist, Pros - Very good Work/Life balance- Flexible hours- Possibilities to move abroad , Cons - Maybe too much cost and profit oriented ,0,
15/2/2016," ""Demanding but rewarding work environment"" ",4,Current Employee - Manager, Pros Challenging| innovative| fast moving company.Opportunities to travel regularly and foreign assignmentGreat product line up , Cons Company culture may not be a fit for everyoneHigh employee turn over ,-1,
28/2/2016," ""Product Manager"" ",3,Former Employee - Anonymous Employee, Pros That is your place| if you are willing to invest 80% of your time to political games. , Cons If you are ready to waste 80% of your time on political games| that is your place. ,0,
12/2/2016," ""Good"" ",4,Former Employee - Anonymous Employee, Pros Nice people| pretty cars to look at , Cons Low pay for office assistant position. ,0,
10/2/2016," ""Good to learn"" ",4,Current Employee - Design Engineer, Pros The company gives you big oportunity to learn how automotive industry works| all time is challenge your skills| always looks for a traning employes. , Cons Poor salary| dificult to get good position| slow promotions| sometimes to get budget to apply new ideas is a nigthmare| no big innovations ,0,
22/1/2016," ""Nissan review"" ",4,Former Employee - Production Operative, Pros good money n fairly easy job , Cons very hot in there it is ,-1,
23/2/2016," ""Poor leadership | repeating errors"" ",1,Former Employee - Sales &Amp; Leasing Consultant, Pros A great loyal customer base combined with some professional dealers , Cons Flighty changes to policy based on monthly numbers| no staff benefits| poor communications ,0,
13/1/2016," ""Regional senior specialist"" ",5,Current Employee - Anonymous Employee, Pros Its amazing the exposure is huge bnnjjjjjjjjjj hhhj. Hhhj jjj , Cons I don't see any they are great ,0,
4/1/2016," ""Financial Analyst"" ",4,Current Employee - Financial Controller & Analyst, Pros Multinational Organization that brings to you lots of knowledge in many different fields , Cons Salary is in average which is not in line with the company current position ,0,
18/1/2016," ""senior sales consultant"" ",3,Current Employee - Senior Sales Consultant, Pros great location great earning potential , Cons not a lot of room for advancement ,0,
14/1/2016," ""Nissan"" ",3,Current Employee - Production Operator, Pros Pay good for unskilled job| lots of overtime , Cons Long hours monotonous and uninteresting job ,0,
9/1/2016," ""Interesting"" ",3,Former Employee - Anonymous Employee, Pros Interesting| quickly can get lot of responsibility| cross-functional and very international| company faces lot of challenges (competition| technology evolution| ambitious financial objectives). Opportunity to change jobs internally every 2-3 years. , Cons Very lean (human) resource management| resulting in considerable overtime and frustrations. Either lack of processes or existing processes block creative ideas. High turnover's drawback is lack of real experts. ,0,
15/12/2015," ""Great company where you have a lot of responsabilities"" ",4,Current Employee - Anonymous Employee, Pros Lot of responsibilities and exposure to other countries and cultures. Great to learn about processes and car business , Cons Few clarity on career path and personal development ,-2,
8/12/2015," ""Loyalty Trainee| Customer Experience department"" ",5,Former Employee - Anonymous Employee, Pros This was not a typical internship. The tasks I undertook were much more diverse and interesting than any typical internship. It gave me the opportunity to think out of the box for even routine challenges and tasks.I was involved in cross-functional projects that gave me an overview of other departments and their functioning as a whole unit to make Nissan what it is today.I learned more than 150 abbreviations| met people from more than 15 different countries and worked with people from 8 different regional business units. , Cons Not clear the future career opportunities after an internship. ,0,
11/1/2016," ""Not very diverse or tolerant"" ",1,Former Employee - Anonymous Employee, Pros People don't get laid off pretty much ever , Cons Not diverse at all ,0,
2/12/2015," ""HR"" ",4,Current Employee - Project Manager, Pros Great| friendly open environment with plenty of opportunities to put forward ideas. , Cons More investment needed in offices to update the office environment. ,0,
9/12/2015," ""Nissan Europe SAS"" ",3,Current Employee - Aftersales Marketing Sectio N Manager, Pros Great environment| international exposure & team , Cons HR support is weak and process unclear ,-1,
2/11/2015," ""Big business with people flaws"" ",4,Current Employee - ENGINEERING SECTION MANAGER, Pros Very successful company and the hub of the north east. Great opportunities for global relocation on temporary basis due to links with mother plants etc , Cons Mixed skill base| poor pool for recruitment| Know it all outdated attitude ,0,
13/11/2015," ""Beware"" ",2,Current Employee - Car Salesman, Pros it is a job. Honestly| the owner has great hopes and ideas but the work ethic of everyone else is poor. EXCESSIVE gossiping and talking behind others back. i wouldn't recommend this place. , Cons just everything sucks. Few people actually try. but overall| their attitudes| and ethics NEEDS to be improved. Too much drama and too little work. ,-1,
4/11/2015," ""Very conservative Japanese Company"" ",3,Current Employee - Produkt Manager, Pros Job securityHighly motivated colleaguesEveryone very passionate to deliver more and more , Cons Old School Japanese Mentality : Follow the process| don't think- if there is no process| not possible to progressFace time / adherence of the process matters more than resultBusiness has no priority at Engineering Department ,0,
30/10/2015," ""CAR"" ",3,Former Employee - Anonymous Employee, Pros Employee appreciation and a lot of employee interactiongreat car/employee lease programOn site cafeteria , Cons HORRIBLE PAY!Management does not have college degrees and you're pretty much punished for having a degree by being blackballed on promotions and raises. ,0,
7/10/2015," ""online"" ",4,Former Employee - Line Worker, Pros I really like the benefiy , Cons not like the hour I was work ,0,
9/11/2015," ""Corporate marketing"" ",1,Former Employee - Anonymous Employee, Pros Good pay and benefits (e.g. company car). , Cons Very hierarchical| bureaucratic and political. Poor HR support. ,0,
7/11/2015," ""TERRIBLE BASIC| SHOCKING AMOUNT OF HOURS"" ",1,Former Employee - Car Salesman, Pros The only pro I can think of is only when there is a sale event or the new number plates come out| is when you can sell a decent amount of cars for that month| but you will have to use that money carefully over the next few months as the car industry has very quiet months.Company Car which is an ex Demo you dont get to pick I was given a juke in terrible rainbow colours. , Cons I had a nightmare experience working here| Its a 6 day working week| 60 - 70 hours a week is normal here| as they make you sign a contract which states you give your conscent for working more than 40 hours. I have never had my hour lunch break here ever. I always hide to eat a sandwich or take a few minutes maximum. They are always understaffed| so you will find yourself always doing two peoples job. Everyone is competitive and generally it was a terrible work ethic here. Everyone swears in front of customers| treat each other with no respect and constantly argue with one another| even the managers follow the same childish behaviour and talk behind backs also. ,-1,
7/10/2015," ""Nissan employment"" ",3,Former Employee - Director, Pros Great product... Fair compensation...risk not rewarded , Cons Success at any cost...intimidation is the management philosophy ,-1,
29/9/2015," ""compensation package"" ",3,Former Employee - NRDP, Pros Good salary| a lot experience across different division , Cons bad career advancement| rigid| cultural issue ,0,
24/9/2015," ""Promotion"" ",2,Current Employee - Information Technology Vendor Manager II, Pros The people are friendly to most. , Cons Promtions are slow and you can't skip levels for jobs no matter the experience or education. You can have more qualifications but you have to go from Analyst to Sr. Analyst to Manager| etc. They don't like to skip from a grade even if you have demonstrated that ability at another company. ,-2,
20/9/2015," ""Manager"" ",3,Current Employee - Anonymous Employee, Pros Loyalty at all levels both ways , Cons Company was sold without warning ,-1,
3/9/2015," ""Manager"" ",4,Former Employee - Anonymous Employee, Pros Respect diversity. Paid attention to employee health and welfare. Good working environment and encourage innovation. Teamwork is common at the company. , Cons Employee population is large and the company established long enough with positions filled by the seniors. Young and new comers need to wait for long time for manager positions. ,0,
11/9/2015," ""exterior designer"" ",3,Current Employee - Anonymous Employee, Pros can design various type of car. , Cons too many bosses| that organization is complicated. ,0,
18/8/2015," ""Great Company"" ",5,Current Employee - Applications Analyst, Pros Great team to work with , Cons Too much to do. Some work processes are too complex and inefficient ,-1,
18/8/2015," ""Great Place to Work"" ",5,Current Employee - Anonymous Employee, Pros The people from Management down to the Associates were great people. The Benefits were amazing as well. , Cons There were not any CONS that I can remember at this current time. ,0,
19/8/2015," ""exciting adventure"" ",5,Former Employee - Anonymous Employee, Pros Best company I worked for| good ambiance| positively challenging environment| great management style allowing self-development. , Cons Could be conservative on some topics. ,0,
31/8/2015," ""Former employee"" ",3,Former Employee - Anonymous Employee, Pros Friendly environment| compensation above industry average. , Cons Company`s organisational structure changed many times| there was no clear career plan and relationship with management was rather difficult as it was very informal and not committed ,0,
16/8/2015," ""Nissan dealer"" ",4,Current Employee - Lube Tech, Pros Working on cars and kept busy all day , Cons Management only cares for themselves ,0,
19/8/2015," ""Young and dynamic but crazy| at least Europen headquarter..."" ",2,Former Employee - Anonymous Employee, Pros Europen headquarter is very young and quite dynamic , Cons The salary level is definitely under the market value. Good and talented people never stay there longer than 3 years what explains the high turnover. Poor level of management and no moral within the company. However if you treat it only as a place to start with| you can have a lot of fun there!! I have never seen that many crazy people regrouped in one place! ,-4,
17/8/2015," ""Automobile Salesperson"" ",3,Former Employee - Anonymous Employee, Pros Owners care about their employees and try to do right by them. , Cons The environment is very unstructured| training is minimal and little focus is placed on it. You are essentially on your own| so it is best if you already have your selling skills down. ,0,
22/7/2015," ""NSM"" ",5,Current Employee - Internet Sales Manager, Pros its just a great company to work for! , Cons I cant think of any| if you are not driven you will not sucseed ,0,
29/7/2015," ""Review"" ",3,Current Employee - Anonymous Employee, Pros Compensation benefits| perks| bonuses| stability as it's very hard to be kicked from the company , Cons Politics are really hard to whithstand. Growth is limited and subject to friendship or top management recommendations. Hard to have balance due to Japan meeting on the afternoon or evening. ,0,
9/7/2015," ""VP Nissan Europe"" ",4,Former Employee - Anonymous Employee, Pros Truly international company| offers development opportunities globally and is a company that is not afraid of taking important decisions or take drastic actions , Cons Few downsides| just those coming from the need to reach global scale in order to compete long-term and afford product development resources. ,0,
6/7/2015," ""Not bad"" ",3,Former Employee - Marketing Coordinator, Pros Very international work environmentLots of young staff ," Cons ""SME feels like"" organizationPeople changing job every 2 yearsShort-term driven company culture ",-2,
27/6/2015," ""Not what they used to be..."" ",2,Former Employee - Maint Tech, Pros Great pay and benefits. Lease program was awesome. , Cons When I started in the mid 90's it was great. The company cared about the employee's. Sadly| that's no longer true. HR is out sourced and you have no voice| you're a number| period. Long hours and lots of OT have always been the Nissan way but at least they USED to make an effort to genuinly care about the individual. No more. ,-1,
8/6/2015," ""leasing manager"" ",5,Current Employee - Leasing Manager, Pros great financial products nissan offers to the costomers , Cons working hours| but it is typical normal hours in retail business anyway|. ,0,
22/6/2015," ""Innovation that does't excite"" ",2,Current Employee - Anonymous Employee, Pros > Great Team> Nice People , Cons > The slogan is innovation that excites but crazy ,0,
26/5/2015," ""Senior Manager"" ",3,Current Employee - Anonymous Employee, Pros Global business| international work engironment , Cons lack of investment to next gen technology ,0,
25/5/2015," ""Good pay| no career progress"" ",3,Former Employee - Manager, Pros Good pay| benefits| lease program. Affordable town. , Cons No career progress| no personal growth| and weak HR team. Employees are constantly pushed around and don't feel cared for. ,0,
24/5/2015," ""Production control"" ",2,Current Employee - Anonymous Employee, Pros Automotive industry leaderdynamic environmentopportunity to have an overall viewof the supply chain , Cons low skilled middle management and lifelong employeesno developement opportunitieslack of training ,0,
20/4/2015," ""Recptionist at Town Center Nissan"" ",5,Current Employee - Anonymous Employee, Pros Very understanding of students and schedules.Allows you to work on school work at workVery friendly coworkers , Cons Not very many shiftsWork every weekend ,0,
26/3/2015," ""Great place to work| Some Mandatory Overtime"" ",5,Current Employee - Assembly Line Technician, Pros Great co-workers| great management| positive work environment. , Cons Long hours| repetitive work| a lot of mandatory overtime ,0,
25/3/2015," ""Huge modern international company"" ",4,Current Employee - Sales and Marketing Coordinator, Pros Dynamic atmosphere| ambitious on the market , Cons Not always well-structured and organized| a lot of overtime work ,0,
8/4/2015," ""Supervisor"" ",3,Current Employee - Anonymous Employee, Pros Car benefit| coaching| teamwork| location , Cons Tenure of employees in hire positions| limited growth opportunities ,0,
7/4/2015," ""Good place to work"" ",3,Current Employee - Design Engineer, Pros Nissan as Japanese company used to look for take care of employees. , Cons Management not open to new ideas ,0,
27/4/2015," ""design eng"" ",1,Current Employee - Design Engineer, Pros Great Company| good salary.Good coworkers , Cons Long shift.You have to do more than your tasks assigned ,0,
13/3/2015," ""Ok"" ",5,Current Employee - Parts Deartment, Pros It's a okay job to be at beats fast food , Cons It's dirty and there's lots of driving ,0,
9/3/2015," ""Great place to work| many opportunities to grow your potential."" ",4,Former Employee - Senior Production Engineer, Pros Freedom to develop your self| innovative manufacturing technologies and production systems. There is great place to tackle many engineering challenges. , Cons Difficult to balance your work and family live when as getting closer to manufacturing functions (Manufacturing| Material Handling| Maintenance|...). Shift working pattern required in mid manager positions. ,0,
5/3/2015," ""Power 88"" ",4,Current Employee - Business Development Coordinator, Pros Cultural diversity| International mobility| Zero-Emission , Cons Long-term plan| short deadlines| salary ,0,
1/3/2015," ""Product Planning Executive"" ",5,Current Employee - Anonymous Employee, Pros Friendly environment| Great people| Great culture. , Cons Not available to share at present ,0,
20/2/2015," ""I loved the job. I still love it."" ",4,Current Employee - Maintenance Technician, Pros Great atmosphere. Great money. Great people , Cons Work rotating shifts. Very strict . ,0,
12/2/2015," ""Good management"" ",5,Former Employee - Anonymous Employee, Pros Benefits are really awesome to have , Cons Long hours but worth it ,0,
25/2/2015," ""Great company to work for!"" ",3,Former Employee - Manager, Pros Great benefits| corporate vehicle allowance| above average compensation for TN| open and welcoming teams| multi disciplinary cross functional opportunities and leadership training. , Cons Long hours and not a very Japanese company anymore. ,0,
11/2/2015," ""Worked for the distributor"" ",2,Former Employee - Sales Manager, Pros Good access to vehicles at reasonable prices , Cons no culture| no concern for staff ,-1,
13/1/2015," ""Overall great company"" ",5,Former Employee - Technician, Pros Some of the best coworkers I've ever had! , Cons Not much of a social life due to working so many hours! ,0,
3/2/2015," ""Terrible!!! Cheap management and the worst HR team!"" ",1,Former Employee - Anonymous Employee, Pros Learning experience. Things are such a mess that employees have to learn how to do all the things by themselves. , Cons Lack of ethics is the rule at Nissan. About the work| the system used at this company is...Excel. Tons of useless requests from management who doesnt understand the business. Ignorant management promoting people as ignorante as them| while the good employees suffer the consequences. Lot of expats at management level who have to be taught how to run the business. Talent Management is a joke - they even recommend dirty networking to get promotions or positions and openly say that employees are responsible to find new position by themselves - skills and knowledge aren't important. Key employees are leaving the company that makes things even worse! ,-7,
17/12/2014," ""Bleh"" ",3,Current Employee - Anonymous Employee, Pros You meet all kind of experiences. Interaction with customer and learning about cars and their offers managers were nice. , Cons I work for a year and never got promoted to full time I asked when we were short of a person or when someone quit but I was always over looked ,0,
26/11/2014," ""Exhausting| soul destroying| dead end job. Managed by bullies who expect too much."" ",1,Former Employee - Man Staff, Pros Working the line causes forced weight loss. Salary is ok but poor for level of work expected clean working environment. , Cons Micro managed by supervisors for petty things. Medical advice ignored by management following work related injuries. (Very common on trim) Can't get holidays off for anything as only one person can be off in 35 people team and always someone off sick through work related injury. Criticism for asking for toilet which they ask you if you need a number 1 or 2. Your allowed 2 minutes for number 1 and 5 for number 2 and they time you and record your toilet visit. Back pain| pain in knees. There is absolutely no career progression. The rare occasion someone gets team leader (usually supervisors mate / brown nose) The most skilled lads are left on hardest jobs sometimes for decades. No pay rise for promotion| they call it (standing in) and pay the same for up to 2 years and when your legally entitled to pay rise they stand you down and stand up the next mug. The easiest jobs are given out to people who brown nose. According to senior management your immediate supervisor can only give his staff 3/5 performance rating at the best since pay rise is related to performance. Most get 2/5. You spend the entire day running around to keep up and everyone under pressure. High pressure environment. Spending large parts of break getting back up line. Staff even refused holidays for funerals of grandparents. Being referred to as your station number. Work place politics. Propaganda pre pay deal. I could go on. Favouritism... ,-1,
19/10/2014," ""No future nor growth"" ",2,Former Employee - Logistics, Pros Fair salary. Free premium coffee| tea and chocolate from vending machine. Flexible work hours (if your manager is cool) , Cons Too many mangers.High turnover in people.Micro management.No place for future growth.Can be viewed as a high school in terms of environment. ,0,
21/10/2014," ""Hell| please sir can I go to the toilet| 6 day weeks| no job rotation| no prospects unless you like to brown nose."" ",1,Current Employee - Manufacturing Staff, Pros The only reason is the money and even that's not great. , Cons Slave labour| car per minute| no job rotation| killing everyone off slowly| only bothered about getting cars out as fast as possible ,-4,
26/9/2014," ""Expects too much of staff for what it pays."" ",2,Former Employee - Engineer, Pros Paid overtime (and plenty of it).Good overall package (car lease scheme| sickness benefits| private health care).Flexible working (depending on team).Training and development.Easily accessible. ," Cons Basic salary lower than comparable (less stressful) jobs at local companies.Pension below industry standard.Management expect too much from staff.Salary progression (linked to performance) woeful - no real reason to perform.The staff with a ""can-do"" attitude are loaded with work while the work-shy manage to avoid big projects / tasks.Insufficient funds made available for projects.Ageing plant and equipment - too much asked of 20 year old + equipment.Excessive amounts of overtime to meet project deadlines and production schedule.No real sense of comradery between staff / departments. ",0,
18/9/2014," ""Not all it's cracked up to be"" ",3,Current Employee - Senior Processor, Pros generous benefits| company likes to promote within| annual boom of growth opportunities| excellent company mission statement and growth plans , Cons far too frugal| out-of-touch leadership| salaries are ADMITTEDLY the worst in the industry| far too often| the company doesn't follow the excellent mission statement and growth plan they have in order| far too much emphasis on attendance and too little emphasis on quality and performance. ,0,
17/9/2014," ""Very goog enterprise"" ",3,Former Employee - Purchasing Manager, Pros Good bonus| great people| challenging company , Cons Lots of work| professionnals trips| ,0,
15/9/2014," ""Great Experience and too much to learn"" ",3,Current Employee - Supervisor, Pros multinational experience - Challenge - team work - friendly environment - stability , Cons too much work load average - Average benefits - ,0,
29/8/2014," ""Good company to work with"" ",5,Current Employee - Anonymous Employee, Pros A lot of opportunities to grow within a short period of time , Cons High work load compared to other industries ,0,
3/9/2014," ""nissan can be just driven or really enjoyed"" ",3,Current Employee - Advisor, Pros company has potential just needs fine tuning - automotive is exciting when promos and new products arrive. you have management that gives and employees that put in alot of there energy to make the experiance real enjoyable. , Cons communication a lot of people and lack off from top to bottom - lack of procedures can make for a lot of disorganization and wasted time. ,0,
11/8/2014," ""pretty nice place"" ",4,Former Employee - Car Salesman, Pros good training| always moving and can have something to do. good commisions , Cons long hours hardly any time off ,0,
29/7/2014," ""Experience at Nissan"" ",4,Former Employee - Sales Manager, Pros Nissan is flexable and dynamic and the ability to react in a truly changing environment by rotating and facilitating large volumes of work. , Cons It is tough to strive for a worklife balance in this type of environment with a constant change to practice every two to three months. ,0,
26/7/2014," ""Very nice place to work"" ",5,Current Employee - Sales Consultant, Pros Family owned store|No pressure from the managementBig support from the ManagersBig Potential on high income , Cons Crazy working hoursSat|Sun| and all the holiday work hours ,0,
22/7/2014," ""My experience at NTCNA has been beneficial with great experience in my field."" ",4,Current Employee - Accountant, Pros Life-work balance| great people| team atmoshpere , Cons Stressful at times| depending on the position there is little to no solid training ,0,
30/7/2014," ""Great working environment| little pay"" ",3,Former Employee - Internet Sales, Pros People are great to work with , Cons Pay and benefits are horrible ,0,
29/7/2014," ""nissan auto salaes"" ",3,Current Employee - Anonymous Employee, Pros opportunity to make a decent living if you put in the effort. , Cons long hours and upset wife| and kids. ,0,
15/6/2014," ""Design Engineer"" ",4,Current Employee - Design Engineer, Pros Diferent work| solving problems| all the time| between suppliers and Nissan.Doing testing to vehicles| and share that information to the responsibles , Cons Slow response from others| sometimes there is a poor management in related areas that stop your own job. ,0,
27/5/2014," ""Nothing special"" ",3,Current Employee - Officer - Production Control, Pros Leader in the automotive industryLots of learning every dayGood working environment , Cons Not a company for leadersVERY slow long term developmentManaged by old people with old ideasSalaries are low ,0,
23/5/2014," ""Analyst"" ",2,Current Employee - Analyst, Pros Good place to get experience , Cons Contact terms| low employee morale| too many politics ,0,
14/4/2014," ""Can Learn many function| boost your career but high level of office politics"" ",4,Former Employee - HUMAN RESOURCE EXECUTIVE, Pros Good brand image and quality , Cons Maybe in Kerala|all the dealership rewarded employees badly as in remuneration ,0,
11/4/2014," ""An excellent progressive company"" ",5,Current Employee - Supervisor, Pros Opportunities and support. well rewrded , Cons demanding and at times difficult to satisfy ,0,
27/3/2014," ""Great company| and product"" ",5,Current Employee - Car Salesman, Pros A great learning environment| with great opportunity for who ever wants to work hard. , Cons Not for the person who is not willing to put everything into this job. ,0,
14/3/2014," ""Car sales can be good"" ",4,Current Employee - Anonymous Employee, Pros It is a great way to make a living and get to meet new people all the time. The money can be great if you are willing to work for it. It is a fun and interesting way to make a living if you enjoy talking with strangers and getting to know them. , Cons The hours will suck| and the customers do not always care if it is not a good time for you. So you wind up eating some crap from them unless you want to give up part of your commission and have someone else help them if you are off. Sometimes the people you work with are not the best but that is everywhere. ,0,
7/10/2013," ""Everyday is a new adventure and the people are amazing."" ",5,Former Employee - Express Lane Service Advisor, Pros Good pay| benefits. Always new and exciting things happening. Awesome Co-workers. , Cons Large turnover of employees. Long hours. ,0,
21/10/2013," ""Worked very hard from 7-6pm and every Saturday 7-4pm"" ",2,Former Employee - Service Representative, Pros The people I worked with were really nice and friendly. They had great personalities. , Cons Worked all day doing my job subbing for others when they were out and did more than was expected with no appreciation. ,0,
16/9/2013," ""Marketing Director"" ",5,Current Employee - Marketing Director, Pros Amazing experience. Lots of responsibilities| good leadership development| on the job training| fantastic team ( well done to the recruiters !)| and off course very international. , Cons Can always improve but would invest more in the great brand ! ,0,
10/9/2013," ""NISSAN is a school of business"" ",4,Current Employee - Human Resources Manager, Pros Hight learning curveHigh exposureCross Functional activitiesChallenging tasks , Cons Promotions are not easySlow in taking decisionsVery systematicA litle bit traditional management style ,0,
21/9/2013," ""It has gone terribly down hill... Quality and caring about employees are no longer the concern."" ",2,Current Employee - Anonymous Employee, Pros Leased vehicles. That's it at this point. , Cons The best days as a place employees enjoy and are proud to work at are long gone. ,-1,
9/8/2013," ""Engineer| develop and test vehicle components"" ",3,Current Employee - Engineer, Pros Location is in a good area of greater Detroit area. Non union manufacturing , Cons No carrer opportunities. One engineer is asked to do the job of 2-3 people. Long working hours. Defined pension plan was cancelled and bonuses reduced. Big disconnect between what the upper managment wants and what the company can deliver. ,0,
24/7/2013," ""My experience at Nissan has been overall rewarding. I have learned much about the manufacturing industry in my position."" ",3,Current Employee - Manufacturing Associate, Pros Great benefits and time off are offered| as well as insurance (health| dental| vision)| life insurance| 401k| etc. Work environment relatively clean and friendly. ," Cons Promotion selection could use some work. I am by nature a fast grower/learner| and have felt stagnant in my job for quite some time. Opportunities seem to be given to others in a loose ""good-ol-boy"" system to people who are sorely underqualified for their positions. ",-1,
1/6/2013," ""great company to work for..."" ",4,Current Employee - Anonymous Employee, Pros excellent benefits...401K| pension| profit sharing. , Cons low to mid range salary...difficult to move upward into management (due to average employee tenure of 10 - 15 years) ,0,
29/5/2013," ""Parts development engineer"" ",3,Current Employee - Engineer, Pros Respectful for leadership of CEO. , Cons Many information are also shared by English| but it is sometimes not enough for non-Japanese. ,0,
17/5/2013," ""Nissan"" ",3,Current Employee - Finance Manager, Pros very dynamic and solid company , Cons no HR support| you need to create you opportunities ,0,
30/4/2013," ""One big lie. Co-Workers were great but the Management was terrible"" ",2,Former Employee - Anonymous Employee, Pros The atmosphere between the sales team was the best part about being a car salesman. , Cons They paint a pretty picture but its all a lie. ,0,
9/4/2013," ""Gerente"" ",4,Former Employee - Manager, Pros leading global company with excellent portfolio of automotive products| where innovation and technology are the key to success , Cons One distributor of the brand in Colombia both for sale and in aftersales| which means there are no competition and improvement efforts are minimal ,0,
6/3/2013," ""company profile"" ",4,Current Employee - Design Engineer, Pros good company to work with good oppurtunities to visit global suppliers , Cons no cons as far as i experienced ,0,
