 Review_date , Main review , Rating , Emp, Pros , Cons , Helpful_count,,
24/1/2017,Great Company,4,Current Employee - Customer Experience Specialist,Pros- great company to work for- good job security,Cons- no cost of living adjustments (even if they place you somewhere)- corporate mentality| slow moving,0,,
7/2/2017,OK,3,Former Employee - Anonymous Employee,ProsBig company resources. Reasonable culture. Work Life balance is probably a bit too-lifey in my honest opinion.,ConsNormal big company stuff. Delayed advancement for younger workers.,0,,
5/2/2017,good work life balance but not a place to seek career development,3,Current Employee - Financial Analyst,Prosflexible working hoursgood work life balance,Conscooperate culture/system not reward for performancelimited opportunity for career advancement,0,,
20/1/2017,supplier technical asistance,4,Former Employee - Anonymous Employee,Prosgood pay and benefits laid back,ConsYou can get bored and stagnated,0,,
3/2/2017,assembly line worker,3,Former Employee - Assembler,Prosgreat pay and great benefits,Conslousy hoursvery monotinousduring summer too hot,0,,
2/2/2017,Purchasing Manager,3,Current Employee - Anonymous Employee,ProsVery flexible in working with schedule and great teams,ConsDoes not pay competitively based on contributions,0,,
2/2/2017,Thing move too slow,3,Former Employee - Purchasing Intern,ProsFamily atmosphere and pretty laid back,ConsVery bureaucratic and took a very long time to get anything done.,0,,
1/2/2017,A for effort,3,Current Employee - Anonymous Employee,ProsThere are a lot of opportunities for both personal and professional growth.,ConsSome levels of management don't seem to understand expectations of the current workforce. Very bearuacratic| but trying hard to change.,0,,
16/1/2017,Cost Analyst,5,Current Employee - Anonymous Employee,ProsGreat company to work for| there are a lot of various groups within Ford so it is at least possible to do something different if you get tired of doing the same thing over and over.,Conscan be challenging but a good challenge teaches you how to handle more. Workload can be high in the wrong area but for the most part work load is not bad.,0,,
29/1/2017,Corporate Fire and Security,2,Current Employee - Anonymous Employee,ProsDecent salary| decent people poor management,Consno movement| no chance for advancement,0,,
14/1/2017,Old School Corporate,4,Former Employee - Anonymous Employee,ProsPay and benefits were good,ConsGood old boy dominated,0,,
29/1/2017,Good environment,3,Current Employee - Product Development Engineer,ProsVery good working environment|job satisfaction in engineering field|training opportunities,ConsSalary|benefits|lack of communication with upper management|unbalanced work and life |no flexibility,0,,
13/1/2017,Excellent experience and a nice place to work,5,Current Employee - NVH Engineer,ProsIs a Transnational Business and multi national corp| also the benefits of working in| are very attractive to the employees,ConsMexican salaries are low in comparation with other countries. But in general is a good company. I recommend to improve the new models for being competitive in the tendency of full electrical vehicles,0,,
28/1/2017,IT Analytics Review,3,Current Employee - Anonymous Employee,ProsRelaxed and friendly environment. Sometimes interesting work.,ConsHard to get high reviews (top 10% of people). Morale can be low.,0,,
10/1/2017,Family first.,4,Former Employee - Anonymous Employee,ProsGood fair work and pay .,ConsSame Management should look elsewhere for new hires. Not just college graduates.,-1,,
12/1/2017,Great Place,5,Former Employee - Anonymous Employee,"ProsThe culture at Ford was a pleasure to be a part of. I am impressed that it is a culture of collaboration as opposed to a completely top down ""thou shall"" environment.",ConsManagement| supervision| and union representatives witnessed my work sabotaged yet I was continually| progressively| and methodically disciplined by labor until I eventually lost my job. I was continually accused of missing installation of parts.Many of my coworkers witnessed the discriminatory aggression I dealt with from managers and coworkers.,0,,
12/1/2017,FoMoCo,5,Current Employee - Anonymous Employee,ProsGreat company to work for.,ConsLocation in Dearborn not ideal.,0,,
9/1/2017,Powertrain controls engineer,4,Current Employee - Anonymous Employee,Prosgood projects| good supervisor| teammates are easy to work with,Conssometimes slow in execution| and promotion is rare,-1,,
11/1/2017,Engine production,5,Current Employee - Anonymous Employee,ProsExcellent salary and benefits system,ConsShift work and repetitive,0,,
11/1/2017,Co-op Student review,5,Current Employee - Co-Op Student,ProsGreat company with some cool people,ConsCan be difficult working for such a large organization,0,,
11/1/2017,PD,5,Current Employee - Anonymous Employee,ProsGood company to work for.,ConsNothing bad about this company,0,,
10/1/2017,Excellent place to work,4,Former Employee - Purchasing Manager,ProsOne of my best experiences. Worked for the years and had the opportunity to advance in my career.Very well organized in terms of interaction of departments,ConsTons of bureaucracy!!!! Millions of approvals to get things done. I don't think they realize how much money they lose by inefficient process managament,0,,
10/1/2017,Good overall,4,Current Employee - Anonymous Employee,ProsGood benefits| stable and safe| most people are friendly and good coworkers| great work life balance| taking PTO is not frowned upon. Though my cons may make you think twice (depending on your personality)| I would still recommend working here.,ConsNo idividuality| you have to play the political game to get ahead. Sometimes the work culture is bad.,0,,
9/1/2017,Controls Engineer- FORD Motor Company,5,Current Employee - Controls Engineer,ProsMany Avenues to pursue for career oppoutunities,ConsNot easy to switch careers from manufacturing to Product development or vise versa based on initial career focus choice.,0,,
9/1/2017,BOSS,5,Former Employee - Anonymous Employee,ProsI enjoyed working at this company,ConsIt was silly dynamic sometimes,0,,
7/1/2017,PD Engineer,5,Current Employee - PD Engineer,ProsThe company really treats employees like extended family. Ford is developing some of the best product on the market. Extremely high level of performance of coworkers.,ConsPay is not as high as some other employers. Overtime levels and pay can vary| and salaried employees can expect not to be paid for overtime.,0,,
22/1/2017,Process Coach,2,Current Employee - Anonymous Employee,ProsPay is good and provides a good living.,ConsLack of defined career path,0,,
7/1/2017,Industrial Engineer,4,Current Employee - Anonymous Employee,ProsTreats employees fairly| good benefits,ConsIt has limited growth capability,0,,
6/1/2017,Manufacturing Engineer,5,Current Employee - Anonymous Employee,ProsFast paced| exciting| good work/life balance,ConsStressful| competition| distance| non us| canadian,0,,
6/1/2017,Geart company,5,Current Employee - Engineer,ProsFord Motor Company has excellent culture and great people,ConsAs with other large corporation| growth can be slow,0,,
6/1/2017,Marketing Intern,4,Current Employee - Anonymous Employee,ProsWork Life Balance is very good,ConsSlow processes| old systems that need renewing,0,,
5/1/2017,I ve just got an internship at Ford Motor Company at Turkey and it was great.,5,Former Employee - Anonymous Employee,ProsYou can develope your imagine and creativity limiteless.. Thats the point. And i really need it for my carrier and life.,ConsTempo and busyness can be hard but its okay. The challenges are need to improve yourself. Everyone need it for whole life.,0,,
5/1/2017,Very great,5,Current Employee - Customer Service Representative,ProsGreat work environment and staff. It's a pleasure going there. I thoroughly enjoy everything that Ford has done and everything the continue to do.,ConsUnfortunately there are some cons. It can be hard to deal with customers when the get mad and you have to stay upbeat and try to make them happy.,0,,
19/1/2017,Good opportunity with a great company,3,Current Employee - Anonymous Employee,ProsGreat working for an American company overseas.,ConsToo much red tape to ever get anything productive done in a timely matter.,0,,
4/1/2017,Executive Director,4,Current Employee - Anonymous Employee,ProsGenerally strong management with experience in the industry.,ConsVery competitive industry with playing field that isn't level depending on which market you're in.,0,,
4/1/2017,Product Specialist,5,Current Employee - Product Specialist,ProsIs the best Company who can give us more than a good future.,ConsI work in Ford Romania,0,,
3/1/2017,Research Engineer,4,Current Employee - Anonymous Employee,"ProsThe flexible work atmosphere in research| coupled with the ability to lead your own projects is a huge plus. Often encouraged to start and begin my own projects and asked ""what would you like to work on"" during objective setting reviews. There is sometimes the possiblity to have flexible work arrangements.",ConsThe big company politics do show up every now and then.,0,,
17/1/2017,Apparite your work force,3,Former Employee - Team Leader,ProsGood paying job and benefits,ConsBad supervisor's| not a happy environment,0,,
6/2/2017,Get Ready for Bureaucracy and Favoritism at All Levels,1,Former Employee - Low Level Manager,"ProsRotation opportunities| if you know the right people.Family culture| if you are local Shanghainese or you are an expat from some other location.Transparency| if you are ""well connected"" and are willing to talk behind other's backs.","ConsWhere do I start| perhaps the fact that internally| FMC is not Ford Motor Company| it's Ford Meetings Company.No person wants accountability or responsibility| when the fertilizer hits the fan| who ever took the responsibility is made to pay.Don't care about employees' work life balance or impact to health.If you are not from mainland China| you are subjected to random policies that reduces salary by 20% just to win favors of local government.HR teams and Finance teams treat others like dirt under the foot| if someone were to call out their mistakes| they are made to pay the price by claiming you are lacking in ""One Ford "" values.Immature management that works more on gut feel than on data| keep your manager happy and you get the best travel opportunities and best annual reviewsManagement publicly says something and does something else in the organization.No proper processes or procedures",0,,
1/1/2017,RN,4,Current Employee - Staff RN,ProsBeing union and all of the off days.,Consnot always being treated fairly by management,0,,
31/12/2016,Chief Designer,5,Current Employee - Chief Dsigner,ProsExcellent leadership| strong portfolio of Global vehicles .,ConsBureaucracy| budget constraints| tends to follow not lead - needs to take more risks and set trends| be a design leader.,0,,
31/12/2016,I love working for Ford.,5,Current Employee - Ford College Graduate,ProsFord is an amazing company to work for:-high salaries-vacation days start around at 10 per year with 5 personal days and 5 sick days (more after 3 years)-401k match at 3%-Management encourages you to own your career and create your own path-Rich history-Cool products-Tier II Driver Training (funnest day of my life)-It is a large company and possibilities exist to switch to another department/function-Michigan and Dearborn are great places to live-Campus is undergoing renovations-Great company culture (people are professional and helpful),Cons-some buildings are older and need renovations (will be taken care of by campus renovation announced in 2016)-training can be slow,0,,
14/1/2017,Nice place,3,Former Employee - Anonymous Employee,Prosgood pay| good benefits| Nice people,Consbad hours| old plant| bad bosses,0,,
12/1/2017,Analyst,3,Current Employee - Financial Analyst,ProsCulture varies within company| but my group is fun to work with.,ConsAccepted into FCG program| but it has been a very underwhelming experience. Should have taken one of my other offers post grad.,0,,
29/12/2016,Product Specialist,4,Former Employee - Product Specialist,ProsGood working environment| career opportunities| international colleagues. There are training opportunities sometimes to develop yourself. Predictable carrer path if you are willing to do more than expected.,ConsOld IT systems are used in many cases. Slow decision making due to the size of the organisation. Hiring process sometimes takes ages but only with one round of interview which leads to hire not the best fit for the job.,0,,
27/12/2016,Product Development Engineer,4,Current Employee - Anonymous Employee,ProsGood work life balance and lot of learning opportunities.,ConsNo Promotions| lack of upward mobility.,0,,
7/12/2016,Family First Company!,5,Current Employee - Software Engineer,ProsManager are very flexible with your current life schedule involving family related matters! This is a employee first company and they treat every individual the same! Keep it up Ford.,ConsOnly cons I would have is the distance between multiple building in Dearborn when attending meetings. This should be better once the Dearborn campus gets built.,-5,,
7/1/2017,DTP,3,Current Employee - PFA,ProsGood benefits 4 day work week,ConsEverything is backwards at my plant. Management/engineers do not listen to the people who do the jobs everyday when it come to re-balancing. Or anything else. Just because you think it looks good on paper 1/2 the time it's impractical and will eventually injury people. Sometimes the lowly hourly know what they are talking about,0,,
6/1/2017,Industrial Electrician,3,Current Employee - Industrial Electrician,ProsGreat pay and profit share. Ford pays medical dental and vision.,ConsPoor Union| Representation sucks in trades. International Union over rules local. complete goat rope.,0,,
6/1/2017,Graduate Scheme,2,Former Employee - Anonymous Employee,ProsGreat Salary and commutable workplace,ConsTerrible company culture| average age is very high and so hard to relate to a lot of people,0,,
21/12/2016,Design and release engineer,5,Current Employee - Design Release Engineer,ProsFlexible work arrangement| work from home option.,ConsLong performance review cycle| too many management hurdles.,0,,
21/12/2016,Great company!,5,Current Employee - Engineer,ProsI am thinking that Ford Motor Company is the best company in Russia also do not exclude that it the best employer in the World.,ConsI did not find disadvantage,0,,
5/1/2017,Product Development,2,Current Employee - Product Development Engineer,ProsGood if you want some Automotive experience out of college.,ConsNo career growth opportunities. They post openings for HR only where they all ready have someone planned for the position. Disgusting and dirty office buildings. They are updating small rooms| but not the office areas that need it. Recent plan to update campus| but will take 10 years to complete. Not worth the wait. Find a company with clean and modern offices.,0,,
24/1/2017,Removing Foreigners from Shanghai -- 20% - 25% Salary cut,1,Current Employee - Finance Manager,ProsThere are some great people in the company to work with. Unfortunately| these are not the ones who are promoted to management.,ConsAs of 2017| the company recently cut the salaries of all 'locally hired foreigners' in the company about 20% - 25% claiming government policy. The local-hires and the expensive expats are not impacted by this change. I've personally been with the company 6 years and been in the workforce for 12| and this is the single worst thing I have ever witnessed a company do to their employees. In discussion with HR| they even admitted that they expect half of those impacted to quit. It's an interesting tactic to cut down on the workforce during a hiring freeze,-1,,
19/12/2016,Awesome company.,5,Current Employee - Electrician Apprentice,ProsCompetitive wage. Company shares in the profit. Work hard and be rewarded.,ConsSecond tier management. Ford land.,0,,
24/1/2017,Hourly Worker,1,Current Employee - Anonymous Employee,ProsSome of the coworkers are great people and always willing to help out. The pay is hard to beat for no degree needed.,ConsVery long days and doing the same thing 600+ times a day can be a very boring job after a while. Very hard on your body constant standing and moving.,0,,
18/12/2016,Vehicle Integration,4,Former Employee - Anonymous Employee,Pros- Great pay and benefits- Lots of room for growth and advancement- Exciting to see projects you work on in the field.,Cons- Lots of paper work and red tape that slow down implementation of changes.,0,,
18/12/2016,Innovation is priority,4,Current Employee - Product Development Engineer,ProsGreat work environment| flexible work schedule| great cars!,ConsWorkload is not distributed equally on the team| accomplishments are not always recognized by management,0,,
19/1/2017,Assembly,1,Former Employee - Anonymous Employee,Prosgreat pay and great benefits,Conslong hours and dirty work,0,,
14/12/2016,That culture though,4,Current Employee - Information Architect,ProsThis culture is likey no other| not a little of yelling| embrace change and new ideas. Great environment and great work life balance and schedule flexibility.,ConsWish mgmt would splurge now and then to take employees out to lunch or something. Everything has to be employee funded,0,,
13/12/2016,Good Company,4,Current Employee - Global Program Analyst,ProsGreat Pay| Great People| Great Benefits| Great flexibility,ConsDifficult to move from contract to permanent position,0,,
12/12/2016,Great place for advancement,5,Current Employee - TOOLMAKER,ProsTake care of employees Most of the time.....,ConsPretty much dictate our schedule and hours.A Lot of bird dogs and people climbing over each other to get to the top.Other than that it is a great company to get valuable experience.,0,,
12/12/2016,Great adventurous family,5,Former Employee - Various,ProsA great place to learn and grow your skills and as an individual. Being capable is as important as having values. Opportunities are endless as the company's breath covers every imaginable profession and place in the world.,ConsIt is a very demanding environment that will reject you if you don't step up and carry your own.,0,,
17/1/2017,Atmosphere of non-productivity,1,Former Employee - Business Analyst,ProsHmmm. Twenty words about this place which says something positive about my experience here. I can't think of ONE word.,ConsIn a word - BORING. Two words - BORING| FRUSTRATING. Three words - BORING| FRUSTRATING| CHEAP. Can't believe I stayed this long,0,,
30/11/2016,Electrical Systems Engineer and former FCG,4,Former Employee - Electrical Systems Engineer,Pros- Great work life balance- Relaxed culture- Comprehensive benefits- Very competitive pay- A lot of opportunity due to aging engineering workforce,Cons- Promotions are entirely determined by politics and how willing your manager is to argue with other managers. There are only a finite amount of high-rankings to award| so these are awarded to those with 25 years experience and nothing is left for employees under 30.- Working remotely is not a serious option| no one respects it in the culture.- Software used by engineers is extraordinarily outdated. Ford as an organization refuses to outsource any engineering tools| preferring to make and maintain their own versions.- Case in point AVBOM: a tool designed to improve a legacy DOS screen (that somehow still gets used everyday...)| instead of being a sensible software tool| is a visual basic macro-filled excel spreadsheet that works more slowly than DOS itself. All engineers must use this single tool for part number management everywhere in the company| despite its errors and limitations.,-4,,
9/12/2016,Very happy with my life at ford,5,Current Employee - Corporate Planning,ProsFriendly environment to work in. Good pay and benefits . Management support and training is provided when the need arises,ConsTo far a drive from my house . Winter driving can be difficult. Long hours and schedule is an issue.,0,,
7/12/2016,Team leader,5,Former Employee - Anonymous Employee,ProsGreat pay and benefits stability a company that's growing and will be around for the long haul,ConsHard work long hours steady,0,,
11/1/2017,Ford Brazil| low salaries and difficult to have a promotion,1,Former Employee - Product Development Engineer,ProsSupervisor promoted without doing competent work| only being politician.,ConsWhen you are a MSX employee working as Senior Engineer very difficult to be converted to Ford in Brazil. You are not promoted by your work competence but by going to chief parties.,0,,
18/12/2016,Process Coach,3,Former Employee - Process Coach,ProsGood fast paced manufacturing management experience,ConsI found the work environment to be very negative an overall lack of teamwork with people spending way more time pointing fingers instead of communicating and working together to resolve challenges.,-1,,
5/12/2016,HR associate,5,Current Employee - Human Resources Associate,ProsVery positive corporate culture. People from different teams and departments are very willing to help you out. Everyone seems very down to earth.,ConsNo cons so far. Very satisfied with all aspects.,0,,
4/12/2016,Form Employee Experience,4,Former Employee - Program Management Engineer,ProsLarge company| great learning opportunities| great teams and company values| innovative company. Good Pay and strong HR department.,ConsA lot of pressure| complex processes| typical American way of working: Transactional leadership| not a flat structure| pressure to launch products on time.,0,,
3/12/2016,Financial analyst,5,Current Employee - Financial Analyst,ProsFord is a great company to work for. They look out for you and pay competitive salaries and benefits. Great place to learn and grow,ConsProbable the only bad thing I can think about is the workload. The company is very demanding and requires many extra hours,0,,
7/1/2017,Job review,1,Current Employee - Project Manager,ProsGreat atmosphere and culture| awesomw coworkers,ConsLong hours stressful salary time management,0,,
30/11/2016,Digital Marketing Manager,4,Current Employee - Anonymous Employee,ProsNice culture| nice working environment and lots of training and supportive mentoring system.,ConsToo many meetings| and in the process of transforming into a mobility company which nobody knows what that is,0,,
29/11/2016,Research Engineer,5,Current Employee - Research Engineer,ProsCompetitive peer group| cutting-edge research| excellent mentors| Family-like environment| excellent pay with reasonable benefits,ConsNot any that I can think of. Things move at a moderate pace and setting up things as a new hire can take up to a month. The process is a little tiresome and has to go through several levels of hierarchy for granting access.,0,,
29/11/2016,SMT Coordinator/Six Sigma,5,Former Employee - SMF/IMF Coordinator (Retired),ProsFmc is a leader in automotive design and technology. As such FmC has the ability to care for both customers and employees| both current and retired. With their ongoing contract with The United Autoworkers together this alliance promotes safety| proper training| respect; not only of the personal/human level| but also and the product level.FORD looks for continued improvement of the manufacturing contingent as well as non manufacturing thru continued education at ALL levels.,ConsThe major con would be the repetitive nature of the industry. However the trade off of time to compensation is well worth the effort.,0,,
13/12/2016,Just looking for better opportunity,3,Current Employee - Anonymous Employee,ProsLots of training options available,ConsHR has much control and is disconnected from the worker,0,,
14/12/2016,Shared Service Life in Hungary,2,Current Employee - Financial Analyst,ProsGood salaries compared to the average in Hungary. Sadly the country is not in a good place| so even above average is pretty bad on an international (or even national) scope.,ConsSame old shared service center problems:Jobs are very linear and unengaging. Only utilizes motor skills. Even though a business degree is required| there's really no need for one.Jobs are being taken over from around the world (US| UK| GER). What I saw during my handover was that the people were comfortable and unmotivated in the UK. 3 senior employees do what one new graduate could manage. They just don't care about professional development or moving forward.The team dinner and christmas party was financed by the employees. I frankly don't understand how a company can be so cheap.,0,,
28/11/2016,Good company,4,Former Employee - Anonymous Employee,ProsFlexibility| good work experience| global.,Consinformation and training for beginners is a mess.,0,,
12/12/2016,Ford employee,3,Current Employee - Associate,ProsThe company has great benefits.,ConsShifts start at odd times.,0,,
27/11/2016,Very Good Benefits,5,Current Employee - Product Development Engineer,ProsFord offers a 401K matching plan as well as a retirement savings pension plan that Ford contributes to. Ford treats their employees very well.,ConsMax vacation you can earn in your career at Ford is 5 weeks.,0,,
2/1/2017,Fraud Motor Company,1,Former Employee - Assembly Line Worker,ProsPay good| profit sharing well deserved by employees| opportunities for low income people that they hire and the felons.,Conshostile environment| not safe environment going into work| leaving work and working there. felons work next to you without your knowledge. racism rampant against white people.,0,,
8/12/2016,Engineer and Site Leader,2,Current Employee - Plant Site Leader,ProsAlot of nice people work here.,ConsToo much work| lack of career advancement.,-1,,
6/12/2016,Work/Life balance.,3,Current Employee - Industrial Engineer,ProsPay is very good| especially with overtime. Great experience with latest technologies.,ConsExcessive work hours. Minimum days off. Terrible work/life balance. Inconsistent working experience with Union,-1,,
7/12/2016,Shift supervisor,3,Former Employee - Production Coordinator,ProsPay| time off| working with the UAW,ConsEquipment| training| safety put more money into quality.,0,,
20/11/2016,Good corporation to work for| reasonable pay| easy work| very stable,4,Current Employee - Anonymous Employee,ProsStable job| easy hours| global reach| lots to learn at first| good culture for a corporation| pay is OK considering cost of living| work life balance is decent| LOTS of company holidays| product touches a lot of live| process to protect the learning phase.,ConsExperience can vary widely depending on department / local management. Pay is not as competitive as GM (so I hear). Chance to move up in management are very difficult and require long hours / high stress. Management stress levels are high. Slow to innovate. Culture overall is diverse compared to the location. Can be clicky and some pessimism. Lots of process| which stumps innovation.,-1,,
6/12/2016,Production Supervisor,2,Current Employee - Process Coach/Supervisor,ProsSalary is pretty good as well as the overtime,ConsWork life balance is very difficult,-1,,
22/11/2016,Program Manager,4,Former Employee - Program Manager,ProsGreat people| great company. Solid process driven company where you can learn how to do it right.,ConsVery process driven; very slow to change. Very risk averse.,0,,
21/11/2016,Good company,5,Current Employee - Anonymous Employee,ProsPays well for an hourly production jobRight off the highwayWorking midnights pays an extra dollar for premium shift,ConsThe place gets way to hot in the summer| way to cold in the winterlong walks to cafeteria because there is only one cafeteriashort breaks| 20 min lunches is way to short,0,,
30/11/2016,It's a living,3,Current Employee - Product Development Engineer,Pros- Get to be a part of producing an exciting end product that you can point to everywhere- Get to use almost every engineering tool available,Cons- Inter-departmental politics.- Bureaucracy and overly complicated systems mean that things get done slowly.- You have to live in Michigan.,-2,,
2/12/2016,Auto emperor,3,Current Employee - Test Engineer,ProsFlexible and easy work environmentOpen for discussion anything you wantGood benefits.,ConsPeople live in a less competitive environment.People get too conservative due to out of dated knowledgePolitics go everywhere which cause talent people get scared off or credit raped off.Not many people cares about the company| more themselves.Relatively low work efficiency| it will be real disaster if there is fair competition between North American and Asian car makers.,-1,,
2/12/2016,Nice working environment,3,Former Employee - Software Supplemental Engineer,ProsGreat working environmentLarge amount of paid vacation daysWork from home flexibility,ConsNot a lot of opportunities to rise through the ranks,-1,,
19/11/2016,Great employer.,5,Current Employee - Assembly Line Worker,ProsThe pay is great and works on a scale so every year you go up a certain amount. The benefits are amazing. Fully paid health insurance| vision and dental| sub pay| A plan| retirement contribution and matching| life insurance for a couple bucks a month| ect.,ConsPeople complain about the union dues (about $40/mo)| but they're nothing when compared to the benefits| which are listed above| there aren't really any cons.,0,,
19/11/2016,Good employer,4,Current Employee - Anonymous Employee,ProsGreat experienced engineersComfortable work environmentGood rate on company lease carsFlexible working hours,ConsPoor canteen and food selectionIt seems difficult to get pay raise unless you get a job promotion,0,,
18/11/2016,Finance analyst,4,Former Employee - Financial Analyst,ProsLots of opportunity at this global company. Loved the rotational program and the learning experiences were unparalleled.,ConsOffice politics are strong. Some stronger managers than others but little is done to address problem leaders - they simply rotate.,0,,
17/11/2016,Great Career!,5,Current Employee - Material Handling,ProsFord takes care of you & your family. It's a hard job but they pay you good with good benefits to make up for the long hours & tedious work. You meet a lot of great people that become like a second family. If you are lucky enough to get on it will be hard at first but stick with it & it will be worth it in the end. Also if you are lucky enough to get past your probation period always go above & beyond even after your 90 days your teammates will appreciate it even if they don't always tell you| trust me they recognize it!,ConsReally the only cons are the hours or shifts if your not lucky enough to get A crew you have to stick with it & put in your time you will get there.,0,,
22/12/2016,Uhh Contract,1,Former Employee - Anonymous Employee,ProsNone good at this time,ConsAlways downsizing to save a buck,0,,
30/11/2016,PVT Engineer,3,Current Employee - Anonymous Employee,ProsWork life balance at CAP is the best thing about working here. Ford is a very good company to work for with some great benefits.,ConsNo movement within company at the plant level. It is very hard to get anywhere unless you move back to Dearborn Michigan. Plant itself s also very hard to deal with?,0,,
15/11/2016,Stuff,5,Current Employee - Security Guard,ProsNice interaction btw my boss and employees,ConsBeing called in can be problematic,0,,
15/11/2016,Engineering Manager,5,Current Employee - Engineering Manager,ProsRelaxed and friendly work culture,ConsReducing their operations in Australia limits the opertunities,0,,
15/11/2016,Very Good Company,4,Former Employee - Anonymous Employee,ProsExcellent hourly pay. It is a strong company. The Union provides long term stability| bargaining for best possible working conditions and competitive pay.,ConsThe work schedule is ten hour days with little or no over time. It is difficult to achieve changes to improve ergonomics for better physical endurance to complete retirement.,0,,
14/11/2016,Manager - Ford Power Products Business Unit,5,Former Employee - Chief Engineer,ProsPositive Team Culture and Flexible Hours,ConsLimited positions within the FPP business unit,0,,
13/11/2016,Ford Motor Company,5,Current Employee - Anonymous Employee,ProsGreat people| broad career path| infinite development opportunities,ConsStuffy corporate culture| lots of red tape to get things done,0,,
27/11/2016,Quality engineer,3,Former Employee - Anonymous Employee,ProsRelia ility solid planning relialable future,ConsPressure brand power v travdl timming,0,,
12/11/2016,Summer Intern,5,Former Employee - Anonymous Employee,ProsLots of support and intern events. They pair you up with a supervisor and a few different mentors. It was a meaningful experience where I received real work not time fillers.,ConsThey were in a hiring freeze so a lot of interns did not receive full time offers.,0,,
7/11/2016,Parts counter person,5,Current Employee - NM - New Mexico,ProsMy position never gets old. There's always something new to learn and different challenges to face which I enjoy.,ConsNot to many cons if I had to choose it's knowing how to do something In my department but not having the proper tools or accessibility to do my job Wether it's on a program used at the dealership or networking issues from Ford servers.,0,,
4/11/2016,A fantastic place to work among big old companies,4,Former Employee - Product Development,ProsI learned so very much. It can be a truly mind-blowing enhancement to anyone coming in with a fundamental business education. If you understand why things are done the way they are done here operationally| you will be a genius in operational best practices no matter where you go.,ConsUltimately| the product portfolio and product strategy are nonsense and demonstrates a lack of understanding of cars| customers and profitability. Jac Nasser tried to fix this| but was crucified for it (partially| he deserved it| for taking a pure M&A approach). Alan Mulally took the organic approach and made operations bulletproof (it was so awesome to work there during his era)| but he didn't touch product strategy.,-1,,
20/11/2016,paint,2,Former Employee - Team Leader Utility,Prosthe pay and benefits were excellent,Consvery confining and not rewarding,-1,,
6/11/2016,Assembler at Ford Motor Company,4,Current Employee - Anonymous Employee,Prosgreat benefits and you get paid every week. I think everyone likes that.,ConsI'm having a hard time moving up within the company.,0,,
5/11/2016,hourly / supvision,5,Former Employee - Assembly/UAW Representative,Prosgreat money | great benefits|,Consbad hours | long hours| bounced shift to shift even when your enrolled in classes they make you quit | you are a punching bag for hourly | and upper management,0,,
6/11/2016,Factory work,5,Former Employee - Laborer,ProsGood environment fast pase work great pay and benefits union,ConsSome of the management team don't like you they will look for reasons to get you out of the plant,0,,
30/10/2016,Production,4,Former Employee - Anonymous Employee,ProsGood work environment if you were one who enjoys co-workers who genuinely had your best interest at heart. You could look forward to going to work.,ConsWork ethics not consistent within supervisors as compared to the production crew workers. There was a lack of integrity in supervisory positions.,-2,,
30/10/2016,Good| not Great,4,Current Employee - Anonymous Employee,ProsWork Life Balance is very underrated,ConsOld| aging management| very little opportunity for upward growth if you are not in an engineering role,-2,,
4/11/2016,Program manager,4,Former Employee - Anonymous Employee,ProsGreat Company to work for,ConsStay away from internal polictics,0,,
31/10/2016,Calibration Engineer,4,Former Employee - Anonymous Employee,ProsFlexible hours| great benefits| forward moving company that is at the forefront of powertrain design.,ConsDifficult to move within organization. Long hours without full overtime compensation during test trips. Compensation and pay not very competitive depending on position.,-1,,
3/11/2016,Delivery Manager,5,Current Employee - Anonymous Employee,ProsThe best company work for,ConsNo complaints against by any chance,0,,
16/11/2016,Service Advisor,2,Former Employee - Whiteoak Ford,ProsStaff and customers are great,ConsHours not suitable for a single mom,-1,,
16/11/2016,New Model Program Implementation Manager,3,Former Employee - Anonymous Employee,ProsCoworkers at Ford Motor Company are very professional.,ConsCompany tends to release employees with extended tenures and high salaries.,0,,
1/11/2016,Product Designer,5,Current Employee - Product Designer,ProsMultinational| Recognized |work of ambient| features| culture,Consworkload| opportunities of career| benefits,0,,
15/11/2016,Research Engineer,2,Current Employee - Research Engineer,ProsSome good coworkers| work-life balance is assuredly better than many companies. For better or worse| there is a procedure for everything.,ConsLots of complacency| very political| not the best culture for minorities in the automotive industry. Multiple instances of unfair distribution of benefits (that's the one star on compensation/benefits). The mindset to change things for the better is not welcome--much more valued are keeping the status-quo and not making waves.,-1,,
28/10/2016,Engineering Technologist,4,Former Employee - Test Technician,ProsGreat pay| opportunity for growth| good benefits| overtime,ConsPoor Management| poor feedback| job reviews| pressure,-1,,
29/10/2016,Great benefits,5,Current Employee - Sales Representative,ProsGreat spin money from FMCC,ConsLots and lots of hours,0,,
11/11/2016,A good learning experience,3,Former Employee - Anonymous Employee,ProsYou can find your own opportunitiesFlat hierarchy (or) open door policyExcellent learning opportunities,ConsYou need to find your own mentorsMoving around isn't very easy,0,,
10/11/2016,Large Company,2,Former Employee - Software Engineer,ProsCompany is large and many opportunities,ConsEmployees treated like a number,-1,,
