 Review_date , Main review , Rating , Emp, Pros , Cons , Helpful_count,
2/4/2016," ""Great company - feels like a family rather than a job"" ",5,Current Employee - Anonymous Employee," Pros We all hear about ""Just in Time"" and ""Toyota Way""| but they don't describe the difference between Toyota and ""other companies"". The biggest difference comes in respect for people; Toyota put an inordinate amount of effort into looking after people. I have seen people go through long term injuries and be supported as if they were family| I have been to funerals of staff members where dozens of employees have turned up| and managers have been asked (by the family) to speak. Whilst I've always enjoyed good social relationships at work| I've never seen the extent of it that I do at Toyota.Career opportunities are also excellent| the company puts a big focus on moving people into new roles that challenge them. An annual cycle of promotions and rotations gives people regular opportunities to change career paths and develop as individuals. ", Cons Despite the focus on doing the right thing by people| Toyota is still a large company and suffers from many of the challenges that all large organisations do. Silos do exist| (some) politics does exist| and the general management challenges of communication and bureaucracy exist. Genuine efforts are made to tackle these| but don't expect utopia. ,0,
28/3/2016," ""Great Place to Work"" ",5,Former Employee - Credit Analyst, Pros Great Pay and benefits| friendly environment. , Cons Nothing as such to mention ,0,
3/5/2016," ""Contract analyst"" ",1,Current Employee - Contract Analyst, Pros Good health care is the only positive| nothing else is positive about this place! , Cons They micromanage you like crazy and I feel like I'm going to an adult day care every day not a place of employment. If you don't the open a system the way they want you to you get talked to. If you don't make your numbers you get talked to. They preach that TFS has a great work life balance but it's awful and they don't care about your personal life they just want their numbers. The training that was given was a joke and management can't understand why people can't make their numbers. ,0,
27/3/2016," ""Management opportunities"" ",4,Current Employee - Manager, Pros Lean organization with a lot opportunities to grow. , Cons High dependency to a few key employees. ,0,
24/3/2016," ""Sharepoint Administrator"" ",5,Current Employee - Sharepoint Analyst, Pros Employee Friendly| Flexible work| Cultural and good ethical value , Cons Nothing as such to mention ,0,
30/3/2016," ""Contract Analyst"" ",3,Former Employee - Anonymous Employee, Pros The work is always available , Cons No permanent positions ever offered ,-1,
17/3/2016," ""Great company| great people"" ",4,Current Employee - Anonymous Employee, Pros Excellent people| solid agencies| good support from management. It's a great brand to work for| learning the Toyota Way and processes is invaluable to career growth. Currently great opportunities as they are moving the sales and marketing operation to Melbourne| so plenty of vacancies in sales & marketing. , Cons There is a fair bit of bureaucracy which results in slow decision making and plenty of iterations of strategy papers. It's a big company| people are very busy and tend to stick in their silos instead of communicating the bridge the silos. Biggest downside for me is that they are moving to Melbourne and I am not willing to move. ,0,
9/3/2016," ""It was a great experience and self improvement on conversational and marketing skills."" ",4,Former Employee - Marketing Professional, Pros I was making a pretty good money! Six digit income is a pretty good money for an employee in the Philippines.. Lots of travel incentives for top car sellers. Free airfare|5 star hotels and 3x a day buffet! Great experience! , Cons The demand of loads of paper work| processing documents and demanding clients needs became unbearable in 2 years time ,0,
18/3/2016," ""Sales Program and Fleet Management Senior Analyst"" ",3,Current Employee - Sales Program Analyst, Pros Good circumstance to work| a lot of opportunity and project to learn. The salary for fresh graduate is good enough compared to other companies in Indonesia. , Cons The work-hour could be more 10 hours a day when you have project or deadline of work. The organization of management is quite complex and you have to spend a lot of time to report to single of management. ,0,
17/3/2016," ""kindergarten with good benefits!"" ",2,Former Employee - Anonymous Employee, Pros Good Benefits . Some managers know their job. , Cons Management is to cheap to provide water fountain in the lunch room. No Tv in the lunch room either. Same location every year for employee appreciation day/Christmas party show that management is stagnant about any changes. ,0,
4/3/2016," ""Generally Good Corporate Culture"" ",3,Former Employee - Anonymous Employee, Pros Benefits package is highly competitive , Cons Slow to change and ineffective at change management ,0,
3/3/2016," ""Challenging yet comfortable"" ",3,Current Employee - Anonymous Employee, Pros Work life balance| good pay| good hours| nice people , Cons Lack of opportunity to rise the corporate ladder| promotions are very delayed ,0,
29/2/2016," ""Great Comoany"" ",3,Current Employee - Anonymous Employee, Pros Management helps with your gps. friendly co workers. Great benefis. Flexiblity with balancing life and work. Easy to get a promotion within the company. , Cons Pay needs to increase for the work that is being done. more trainings for team leaders to learn the job| Need more opportunities for relocation to TX. ,0,
19/1/2016," ""Good Company"" ",4,Current Employee - Anonymous Employee, Pros Benefits| PTO| Flexibility with time off| Work/life balance , Cons Management interaction with employees| opportunity for growth ,-1,
23/2/2016," ""Soulless and without having any empathy"" ",1,Former Employee - Manager, Pros Great interest rates of sorts , Cons Poor employee benefits| poor values| poor implementation | poor value of employees ,0,
14/1/2016," ""Credit Analyst"" ",4,Former Employee - Anonymous Employee, Pros Great learning opportunity and chance to branch out to finance. , Cons Management did not care about employee advancement. ,0,
4/1/2016," ""Big| Comfortable Company"" ",4,Current Employee - Consumer Credit Risk Manager, Pros Work/Life Balance; Community Involvement and Service; Well respected Company with Leading Products; job-for-life... , Cons Moving to Dallas; Massive work silos; (same) job-for-life ,-3,
24/1/2016," ""FP&A"" ",3,Current Employee - Anonymous Employee, Pros Work life balance| great benefits| in US you have opportunity to grow professionally| Top notch multinational , Cons Most of the procedures and works are in the head of people| poor training ,0,
4/1/2016," ""Contract Specialist"" ",5,Former Employee - Analyst/Credit Investigator, Pros Good company! Great benefits...Exciting job , Cons May 2015 Toyota relocated to Arizona ,0,
15/1/2016," ""Old and slow"" ",2,Former Employee - Product Specialist, Pros Stable Friendly Relax Work with car Travel , Cons Really Japanese Slow Low-pay Bosses Career growth ,0,
11/1/2016," ""Rigid Japanese company"" ",3,Current Employee - Specialist, Pros Good learning opportunities and systematic training . Not much office politics at the working level and colleagues are generally friendly. Good benefits and fat bonous. , Cons Very strong Japanese culture. You have to clock in and clock out| with management checking your time sheet every month. People have rigid mind set and are resistant to new ideas and changes. SOP is king! Everyone here seemed to love to engage in long winded and fruitless discussions and meetings| causing meaningless long working hours. Some training such as report makings and system knowledge are company specific and not useful outside toyota. Toyota called itself an international MNC| yet many meetings and reports are still conducted exclusively in Japanese. Worse of all| there is unspoken gender and nationality discrimination. 95% of middle to top management are Japanese. And If you are a female and a non-Japanese| its difficult to even get a management position. Basic pay is super low. All in all| this company kills individual creativity and what it need are just sheep which obey to management instructions without questions. ,0,
2/1/2016," ""heads up"" ",3,Current Employee - Bilingual Client Associate, Pros nice working atmosphere with friendly staff and great team spirit , Cons there needs to be incentive through vertical growth rather than lateral movement ,0,
22/12/2015," ""Asset protection analyst"" ",3,Former Employee - Asset Protection Analyst, Pros Great benefits and work life balance. , Cons very competitive environment. It takes years to move up in the company. ,-1,
11/1/2016," ""Customer service"" ",1,Current Employee - Anonymous Employee, Pros Overall good company. Benefits are dropping. , Cons Asking to much from employees not enough compensation. ,-1,
1/12/2015," ""intenship"" ",4,Former Employee - Anonymous Employee, Pros Good cultural and harmonious relationship with people , Cons No enough pressures for a starter ,0,
16/11/2015," ""Company Review"" ",4,Former Employee - Anonymous Employee, Pros Strong heritage| Excellent product| Great employee benefits , Cons None i can think of ,0,
11/11/2015," ""Great company with great people."" ",4,Current Employee - Anonymous Employee, Pros Everyone is nice and great to work with. The company lease program is great if you like to lease. The culture and values are great! , Cons With the change in the health insurance market due to the Affordable Care Act| the insurance is not as good as it use to be. Some individuals in team lead or management positions do not contribute to the greater good. Communication is lacking from Team Leaders and local management. ,-1,
10/11/2015," ""Great culture"" ",4,Current Employee - Senior Business Systems Analyst, Pros Professional work environment and amazing people to work with , Cons Very process driven and not a lot of room for flexibility ,0,
24/11/2015," ""Sr. Mgr"" ",3,Current Employee - Anonymous Employee, Pros Great company| respectful culture| stability and great befits , Cons Moving to Plano and slow growth. ,0,
31/10/2015," ""Excellent Company"" ",5,Current Employee - Anonymous Employee, Pros Strong associate development| must be self motivated | the opportunities are there| but you must place yourself in a position to be noticed , Cons The company is in the process of relocating to Plano Texas. So if you are willing to live and work in Texas| you will love it! The facility will be 100% new| being built now and completed in 2017 ,-1,
12/11/2015," ""Not a great place during the transition"" ",3,Former Employee - Anonymous Employee, Pros Flexibility| most people are professional and great to work with. , Cons Slow decision making| legacy people who make or break your career based on their personal relationship with you. Morale very low in Torrance| but great in Plano. ,-3,
29/10/2015," ""Product Quality Support"" ",5,Former Employee - Product Quality Support, Pros Great organisational culture| great pay| great car scheme| great bonus scheme| great people| great managers.Quite a lot of benefits such as private axa healthcare| good company car scheme. , Cons sometimes job satirisation can really depend on what area your in and who your report to. They encourage getting involved but sometimes your can take too much on and it bdcomes an expectation. ,0,
23/10/2015," ""customer service rep"" ",4,Current Employee - Anonymous Employee, Pros great culture| a lot of freebies| auto leasing| flex time| celebrated holidays| bonuses/incentives| great training and benefits kick in first day , Cons downsizing with the benefits| no more pension| not so great health insurance anymore| inability to discuss changes or agreements in annual review ,-1,
18/9/2015," ""funding department"" ",1,Former Employee - Anonymous Employee, Pros TFS used to be a great company until 5 years ago. Benefits used to be great.....this all changed in the last 5 years , Cons Headquarter executives don't care about employees....only their bottom line. ,-1,
4/8/2015," ""TFSUK"" ",5,Current Employee - Anonymous Employee, Pros Friendly supportive work environment| great benefits| staff initiatives - summer and Xmas parties. Fair treatment of staff| fair pay. Open door policies. , Cons More up to date technology would be a bonus ,0,
9/9/2015," ""good"" ",1,Current Employee - Regional Sales Manager, Pros pay good entitlement and excellent working place , Cons very rigorous workplace but it worth it ,0,
16/8/2015," ""CSR"" ",2,Current Employee - Anonymous Employee, Pros good Pay| co-workers| vacation time , Cons management| profits before employees and customers ,-1,
10/8/2015," ""-"" ",3,Current Employee - Pricing Specialist, Pros Global exposure| respect for employee's work| very experienced top management , Cons Traditional japanese firm and culture| cross cultural communication with counterparts from other countries| etc ,0,
1/8/2015," ""Chaotic and Unruly"" ",2,Current Employee - Anonymous Employee, Pros Benefits are awesome and they pay well. The BRAND is a household name... , Cons The people are unruly and 9 times out of 10 no one knows how to perform their job or what they should be doing for that matter. There are a few knowledgeable individuals that end up doing EVERYTHING only because they are known to get the job done. Horrible!!!!!!! ,-4,
31/7/2015," ""Valet"" ",2,Former Employee - Anonymous Employee, Pros Fast paced work environment| friendly coworkers| full-time. , Cons Severely understaffed and constantly found myself alone during the busiest times. With that being said| the work load is very unevenly distributed. No one is held accountable for their actions. ,0,
12/7/2015," ""Stable Company"" ",5,Former Employee - Contract Analyst, Pros Great Benefits| great place to work , Cons changing with the times and consolidating operations ,0,
8/7/2015," ""Great company"" ",5,Former Employee - Anonymous Employee, Pros Good benefits. If you are at HQ or are willing to relocate to HQ (currently LA| soon to be Dallas) then you can move around and move up and provides good opportunities. , Cons Only OK pay. If you are at a DSSO (field office): unless you're an Area Sales Manager your time is probably limited. TFS seems to be downsizing/moving positions to more central locations. ,-1,
12/8/2015," ""Poor Customer Satisfaction"" ",1,Former Employee - Anonymous Employee, Pros Work/life balance is appreciated.Onsite cafeteria.Pays well. , Cons Mediocrity abounds. It's astonishing how incredibly average people get promoted. In the meanwhile| customer satisfaction is at an all-time low. ,-2,
6/7/2015," ""Great life balance"" ",4,Current Employee - Anonymous Employee, Pros Flexible work schedule| possibility of remote working up to 2 days a week| good benefits| overtime paid at time and a half if required| family oriented| gym| pool. , Cons May take a long time to get promoted. HQ moving to Dallas in 2016. Need to log time daily. Los Angeles is expensive to live in. Need to find another job title within company to get promoted. ,0,
6/7/2015," ""Awesome"" ",4,Former Employee - Anonymous Employee, Pros Great place. Has lots of benefits and you get to work with great cars and people. Always gaining knowledge , Cons Can be long hours and weekends ,0,
8/6/2015," ""Dream Job/Company.. Until Plano news."" ",4,Current Employee - Senior Risk Analyst, Pros TFS is a fantastic company to work for. They are all in on creating a good work/life balance with the flex works program now available company wide. The big ones for me are the 9/80 schedule| working from home (up to 2 days a week)| 50% tuition reimbursement and a decent benefits package. They are also heavily invested in community involvement and philanthropy so there is constantly a reminder that this company isn't just concerned with the bottom line. It was the first company I worked for in the auto sector where I felt that the upper management really cared about the employees.They have 5 band levels below the Corporate Manager level but those are being replaced with many more job levels to give the ladder a few more rungs with the same height. It should allow for more visible promotion opportunities and consistency between TMS| TFS and TEMA which will all be at one campus after relocating to Plano| TX in 2015-3017.They use a standard 1-5 scoring system for reviews without decimals and 5's being rarely dished. For band 3| if you are middle of the pack| you can expect a consistent 2-3% raise each year and a 10% bonus. If you are consistently over delivering and getting noticed for your effort then the raises can get up in the 7% range and the bonuses can get up in the 15-20% range.If you started working here before the end of 2014| you have the pension which vests after 5 years. Now they have an enhanced 401k for new hires where they contribute an additional % (I've heard it was 8%) of your salary to your 401k instead.If you make the move to TX they have a really generous relo pkg and if you were hired before the decision you get a big relo bonus on top with half paid at the move date and half 2 years later. Salaries are staying the same so you get the cost of living raise along with no state taxes. , Cons The company is moving their corporate offices to Plano| TX in 2017 with a decent chunk going earlier to get the headcount up enough to score some incentives from the state and city.Expectations of attrition are high so there is a fear that the workloads will get tough in certain groups once more people bail. ,-9,
12/7/2015," ""TMAP-MS"" ",3,Former Employee - Anonymous Employee, Pros - Numerous of travel opportunities;- Numerous of kaizen opportunities;- Numerous of training;- Excellent benefits;- Great advancement| if you know the way and behave in a way that is appealing; &- Focus on teamwork instead of individual excellent.- Good in cutting internal cost| but bad in overpaying suppliers , Cons - Despite their problem solving techniques (PDCA| A3| TBP| Genchi Genbutsu| Kaizen)| some problems were caused because they blindly follow the SOP;- They prefer loyal employee| anything else is just a bonus; &- They believe everyone (especially junior level) are replaceable| because there will be plenty of graduates queuing to join Toyota. ,0,
25/6/2015," ""Secure employment"" ",4,Current Employee - Technician, Pros Secure| stable employment with excellent benefits. On the job training along with continuing education courses keep you current on technology and industry trends. , Cons Some positions require extensive travel. Most jobs require a Bachelor degree or higher in order to apply for the position. ,0,
25/6/2015," ""Quality Experience!"" ",4,Former Employee - Anonymous Employee, Pros You will be able to see first-hand how quality is being valued and maintained in the company that promotes continuous improvement and customer satisfaction. Be trained by good mentors! , Cons Not all bosses are as receptive and open to interns or newcomers ,0,
20/6/2015," ""Love this company"" ",5,Current Employee - Customer Service Representative, Pros Amazing co. To work for. Benefits are the best I have ever had. Would recommend to anyone , Cons Systems are not the most up to date. ,0,
5/7/2015," ""Great company to work for!!!"" ",2,Former Employee - Hard Worker, Pros Company car lease| company paid health insurance| 401k , Cons Company in transition. May take a few years to level out. Company moving to call center style. ,0,
16/6/2015," ""Slow and steady"" ",4,Former Employee - Anonymous Employee, Pros Great Benefits and the people that you work with make the environment a great place to work. , Cons Large corporation which similar to large ship| takes a long time to change course. More focus on diversity rather than having the best person in a position. ,-1,
23/6/2015," ""Overall"" ",3,Current Employee - Field Officer, Pros Long term benefits| vehicle purchase plan| work travel benefits| opportunity to work with different people from rank and file to top management , Cons Low pay| overworked| no work and life balance| slow growth and to move up in the career ladder it will take at least five years to get to a higher position ,0,
20/6/2015," ""Good compensation. Not so good on communication"" ",3,Current Employee - Anonymous Employee, Pros Pay rate is above the average , Cons Its the good ol' boy system. ,-1,
1/6/2015," ""Strong company"" ",5,Current Employee - Anonymous Employee, Pros Good culture and benefits with consistently strong results. Employees are generally respectful of one another. Strong support of charitable organizations. Dress for your day opportunities (jeans). Numerous resources for employees to access. Car benefits. ," Cons Bureaucracy and politics. Like most larger companies. Some areas may be trapped in a ""this is the way we have always done it"" mentality. ",-1,
1/6/2015," ""Automotive"" ",5,Former Employee - Technician, Pros The Company is incredible| nice and it always moving forward to the future. Toyota is best in sales and services and they are offering affordable cost of units. , Cons I have no downsides about Toyota. ,0,
15/6/2015," ""Do not work here unless you are only looking for great pay"" ",2,Current Employee - Anonymous Employee, Pros Pay rate is wonderfull! Work on your own without managment always on your back. , Cons Management is hossiable| no communication what so ever! If you are a temp business Partner they never give you credit on your work or a raise either. No pay sick or hoildays. ,-1,
13/6/2015," ""Bilingual Financial Advisor"" ",3,Current Employee - Bilingual Customer Advisor, Pros great health| vision| dental. amazing employee vehicle lease discounts. , Cons software out of date| management out of contact with employees. ,-1,
25/5/2015," ""GPTW"" ",5,Former Employee - Human Resources/Talent Specialist, Pros Great place to work & good benefits , Cons did not have complaints while i was there ,0,
7/6/2015," ""PPSA clerk"" ",3,Current Employee - Anonymous Employee, Pros 35hr/weekaccessible location with free parking , Cons no benefits| only 45mins for lunch. not flexibe ,0,
28/5/2015," ""Work Environment"" ",3,Current Employee - Anonymous Employee, Pros Appreciation for work life balance , Cons The right person is not in the right place ,-3,
31/5/2015," ""Contractor"" ",3,Current Employee - Anonymous Employee, Pros Pay| schedule flexibility| favorite corporate brand , Cons The common complaint for contractor is being treated like second class citizens. Contractors do most of the work| and get minimal if any recognition. Working there gets name recognition but some times you put your career on hold because there is absolutely no chance for advancement. ,0,
13/5/2015," ""Toyota Financial"" ",5,Current Employee - Anonymous Employee, Pros Great benefits| good work environment , Cons So far so good. No complaints ,0,
11/5/2015," ""Supply Chain Intern"" ",4,Former Employee - Operations, Pros Fantastic place to start your career| fantastic encouragement and training. , Cons There is a big gap between the current employee's and the new ones coming in| due to the lack of recruitment during the economic downturn| so there is a lack of social side at the company. ,0,
7/5/2015," ""15 years"" ",4,Current Employee - Credit Supervisor, Pros Work life balance good benefits , Cons A lot of work and stress ,0,
6/5/2015," ""Credit and Operations Manager"" ",5,Current Employee - Anonymous Employee, Pros Very good company to work , Cons No cons to this company ,0,
4/5/2015," ""A decent place to work."" ",4,Former Employee - Anonymous Employee, Pros Benefits| work/life balance are really good. , Cons Moving / Reorg / Slow in recognition. ,0,
3/5/2015," ""Decreasing our benefits"" ",4,Current Employee - Customer Service, Pros Discounts on cars| decent health insurance| 90% in vetro| adoption expenses , Cons They took away the employee pension plan without any increase to other benefits or pay. 401k match is lower than average. ,0,
21/4/2015," ""It was an eye-opening experience."" ",4,Former Employee - Customer Service Representative," Pros Benefits were great| one of the best in the city!On site cafeteria was really good and cheap!Lots of ""employee"" appreciation days! ", Cons Micro-managed A LOTConstant change and very slow at itManagement all sang different tunesNo advancement unless you wanted to move across states for the same pay! ,-4,
9/5/2015," ""Contract Analyst"" ",2,Current Employee - Contract Analyst, Pros Associate Leasing Program and Benefits package overall. , Cons Management shows favoritismPolitics no room for growth too much tenure and recent graduates that have tenure still can't advance unless a manager just so happens to like you. Company moving to Phoenix and Plano Texas. In addition| Pay is below industry standards. ,-2,
11/5/2015," ""Toyota Morocco"" ",3,Former Employee - Human Resources Business Partner, Pros Nice people to work with. good team work , Cons Bad Management. the decision are too much centralized. ,0,
24/4/2015," ""Marketing administrator"" ",3,Former Employee - Corporate Marketing, Pros Very stabile and comfortable working environment. Most of the people are nice and want to do good work. ," Cons It's hard to get ahead if you are not part of the ""in"" crowd. Management is more focused on politics| not helping their employees advance in their own careers. ",-3,
8/4/2015," ""Unbeatable benefits and good work/life balance"" ",4,Current Employee - Anonymous Employee, Pros Good working environment. Friendly people. Lots of perks including car discounts. Great benefits. Reasonable and flexible work hours| Onsite dinning centers. , Cons Too internally focused. Lots of politics and managing up. Slow to change and rush to catch up. Lack of clear roles and responsibilities. ,-2,
8/4/2015," ""Sr. Financial Analyst"" ",4,Current Employee - Anonymous Employee, Pros Great perks| flexible work schedules| telework options| fun place to work , Cons Nothing that jumps out| would like to see the company stay in California ,0,
7/4/2015," ""All around great company to work for"" ",5,Former Employee - Anonymous Employee, Pros Toyota Financial Services has great benefits and employee perks. If your willing to relocate there is ample opportunity for advancement. , Cons The pay scale is average. Depending on the position there is the requirement to work on weekends. Sometimes there is favoritism ,0,
6/4/2015," ""Great Training"" ",4,Current Employee - Team Member, Pros Give job stability.. Continuously improve its operation and organization.. Provide good incentives especially those related with sales , Cons No cons at the moment.. ,0,
30/3/2015," ""Great people| vibrant."" ",4,Former Employee - Anonymous Employee, Pros Vibrant workplace - lots of experience in working with people of different types of backgrounds. Vibrant atmosphere of 'electronic-doorbell' type music playing in the midst of the sounds of vehicle assembly. , Cons Shame that automotive manufacturing industry is winding down in this country - for this reason| job security may not be the best at companies like this. ,0,
26/3/2015," ""Several manual functions| change and improvements are in the near future."" ",4,Current Employee - Wholesale Analyst, Pros Constant learning opportunities and best benefits I have ever had in my career at financial institutions. Work from home options. , Cons Low head count and manual functions are unusual for a Fortune 500 organization. Saturday and Holiday hours are long. ,0,
24/3/2015," ""Secure"" ",3,Current Employee - Engineer, Pros Impact of the product is huge. , Cons Heard to recognize the impact in daily life. ,0,
2/3/2015," ""Great company with amazing capabilities but a tricky management group and hard to grow beyond senior level"" ",4,Former Employee - Composite Design Engineer, Pros Possibly the best opportunity for end to end manufacture all under one roofFast pacedEndless capabilitiesAmazing test and manufacture facilitiesGood holiday| company gym| personal trainer| casual dress code| good cheap restaurantHigh salary , Cons Management structureOverly high pressure and expectationsHard to grow beyond senior levelNo overtime pay as with direct competitors ,0,
18/2/2015," ""Pretty decent"" ",4,Former Employee - Customer Service Representative, Pros benefits|vehicle perk| and 5 day work week(no weekends) , Cons The shift changes every 6 months| the schedules are not made to balance work/life. Systems are slow and always going down. Communication between different departments is awful. ,-1,
12/2/2015," ""Responsible for all document and system related transactions for the Dealer Credit Depart as it related to day to day op"" ",4,Former Employee - Anonymous Employee, Pros Great company with unique| products and services| opportunities in a wide range for advancement and growth within the company| with great benefits. , Cons Head quarters is relocating to Plano| Not enough jobs and advancements opportunities in Regional offices ,-1,
28/1/2015," ""Stable company| flat organization| lower morale with the relocation"" ",4,Current Employee - Anonymous Employee, Pros - good benefits- general friendly and colleagial place- flexible hours , Cons - company relocation- compensation- flat organization with less upward mobility ,0,
11/2/2015," ""Financial services suck"" ",2,Former Employee - AREA SALES MANAGER, Pros Very few if any I can think of , Cons average conditions| high work demands poor home work balance ,-1,
25/1/2015," ""Its a great company."" ",4,Current Employee - Technology Lead Associate, Pros if you end up reporting to a good boss| you are lucky , Cons Some of the management is horrible ,0,
15/1/2015," ""Collections"" ",5,Former Employee - Collector, Pros Pay was good in comparison to other company's , Cons There really isn't much room for growth within the company ,-2,
30/1/2015," ""A job that becomes a dead end if you don't keep yourself on the cutting edge."" ",3,Former Employee - Anonymous Employee, Pros Fair compensation of time off. Energetic atmosphere at company Headquarters. , Cons Nearly all departments and teams consist of sub contracted labor. Too much like working with a union. Management can be unscrupulous. ,-3,
21/2/2015," ""Not the company it used to be"" ",1,Current Employee - Anonymous Employee, Pros Good salary and benefits| including special rates for auto loans and leasing opportunities. Decent| flexible hours. Relaxed dress code. , Cons Associates are micro-managed. Upper management change has led to many dissatisfied associates. Company is reducing benefits and staff| eliminating pension plans and displacing or relocating hundreds of seasoned employees - replacing them with new and unqualified associates who are paid less. ,-3,
13/1/2015," ""Older environment"" ",4,Current Employee - Anonymous Employee, Pros Nice people| Pretty good management , Cons Stuck in their ways| Change is slow ,-1,
27/1/2015," ""Nice Work"" ",3,Current Employee - Anonymous Employee, Pros Great Benefits and the car , Cons Relationship Building is hard and that is basically why people are in positions they are in. ,0,
5/1/2015," ""Customer Service Floor"" ",3,Former Employee - Customer Service Representative, Pros -Some of the nicest people I've worked with are on the Inventory Control Floor. They just improved their building so I guess it is nicer than it was...just looks like they added some new carpeting and a few changes to the paint. Supposed to be getting new chairs. I feel they try to make everyone feel valued.-Customer Service there is a tough job| but the benefits are pretty good. , Cons -high school-like cliques (depends on your team). My team was highly competitive...my team leader only focused on my weakness and she took me to the floor manager every chance she could. Despite my scores being 10/10 customer feedback most of the time and my Quality Assurance evaluations being 93% and improving my call-time from 4 to 6 calls an hour I was not getting warm and fuzzies from anyone there.-You will not get a day off until 6 months after starting. ,-1,
22/12/2014," ""Good Learning"" ",4,Former Employee - After Sales Manager, Pros Stay in touch with the best automotive brand. Learn the Toyota Way. , Cons Poor communication between the dealership owners and the manager staff. ,0,
15/12/2014," ""Excellent place to work"" ",5,Current Employee - Anonymous Employee, Pros StabilityHQ interested in making associates happyGood compensation packagesGood career movement if you are active and apply yourself , Cons Going through a lot of changesSome of the merit programs and associate movement path isn't clearly markedMany associates take the high touch environment for granted - some negative associates/some who don't try as hard anymoreMoving to Texas ,-1,
2/12/2014," ""Cares about people!!"" ",5,Current Employee - Anonymous Employee," Pros I have worked for a few corporations| and this is not like any of them! TFS actually cares about people. Also it is like a family and people really respect each other. Also| the benefits are great and the pay seems competitive. Best company I've worked for! Also| I love their ""safe to speak"" culture because it gives everyone a voice. ", Cons The recent announcement of the US head quarters relocation from CA to TX has not been great for employee morale| but the company is giving a really great relocation package to help. In general| I don't have many complaints. ,-1,
11/11/2014," ""Good place to work"" ",4,Current Employee - Band IV Manager, Pros Great people. Great giving back culture. , Cons Change is very....very slow. Innovation often stifled. ,-1,
10/11/2014," ""As big corporations go| this was a good place to work"" ",4,Current Employee - Anonymous Employee, Pros I worked in Collections| so since there's always someone who can't/won't pay their loans| that industry is pretty stable. As a larger corporation| we had very good health coverage| training on-site at corporate headquarters| monthly birthday celebrations| and very nicely done corporate events. I worked there nearly 11-1/2 years before the collections departments were consolidated and our office moved out of state. , Cons As a company/employer| not a lot; I did find that there was a lot of tolerance given to a couple particular managers who were very hard on some of their employees| and thought that they should have been more hands-on with protecting the plebes. ,-1,
20/10/2014," ""Customer Service Rep"" ",5,Former Employee - Anonymous Employee, Pros Great company| they take care of there employees very well. , Cons Its hard to get hired on permanently. ,0,
27/10/2014," ""The demise of a good company"" ",2,Current Employee - Business Analyst, Pros Free coffee? Free water? Free parking?Free cups for the coffee? , Cons Company moving to Texas. I have heard that less than 40% of current employees will move from Torrance - that includes TMS.That means that Toyota will hire people in Texas.. Less quality people will be hired to replace current employees - ofcourse the new employees will be paid much less than Torrance employees - quality of work will decline. No more pension offered.It's a bad decision by Toyota to move to Texas..If Toyota really cared about their employees they would not be moving - this is all about moving to an 'employer' State| giving them an excuse to cut benefits (bye bye Pension)| cut salaries| change PTO policies (bye bye sick/vacation time). Get rid of alternate schedules (bye bye 980 Fridays off)..Now I get that Toyota wants to make MORE money - since 40 + billion in the bank isn't enough... But they are going to be HURTING once they realize that NO ONE wants to go to Texas (less than 40% is a lot of people to replace).. Everyone knows it takes Toyota 4-6 months to hire 1 person - which is GOOD as it means they really look for the right person for the job.... However - they can't do that when they need to replace 60% of people to run the operation in Texas.. That means they have to speed up their hiring practices - basically change their 'requirements' so that people can be hired at a fast pace.. That's where the 'lower quality' of associates comes from... They will be hiring people from 'job fairs!' The employees that go to Texas are going to have to PICK up their game because it is possible that they will be doing the job of 3 while Toyota hires their replacement co workers - and knowing that they are hiring people who are less qualified the Toyota employee has to 'put up with' working with people who are less qualified.. It's going to be a tough road for those associates who are going to Texas... Sadly - those same 'loyal' associates are going to get everything cut| wages| benefits| quality of life.. And have to work very very very hard to maintain their job department until the new under qualified people get up to speed..Toyota promotes 'Respect for people'.. But no one knows what that means - it's merely a 'motto' that has no definition. There is no onboarding program to teach the Toyota culture - or 'respect for people'. It is just lip service. Toyota just expects people to magically know what the Toyota culture is.. But the 'culture' and 'respect for people' does not exist... I really wish it did exist and that Toyota put some efforts and money into teaching their culture.. It is very evident that 'respect for people' is non existent... Especially the managers don't understand or practice respect for people and if you complain to HR about your boss who belittles you in front of other associates or talks negatively about you to other people (departments) - or treats you like a criminal - HR will protect the manager.. And say 'your manager has not broken any policies or laws.. ' and if you argue about the fact that your boss is belittling you - HR will say 'sometimes bosses jerks'. And you say 'what about the company motto respect for people'. - HR will redirect you and tell you 'maybe you should worry more about your job and less about company mottos!'It's sad that Toyota had become this company that lies about what they stand for - and they have trained their HR staff to protect their managers and the company..The move to Texas is the ultimate slap in the face regarding 'respect for people'Good luck to those that are loyal and go to Texas.. You will find out that Toyota isn't loyal to you in return. ,-8,
31/10/2014," ""Great Company to Learn!"" ",3,Current Employee - Department Chief, Pros 1- Average salary2- Nice environment to work (people are very helpful excluding some japaneses)3- Continuous learning and improve culture4- Very Stable company , Cons 1- Management positions takes a long time. (growth are poor)2- Most of top managers and executives are Japaneses3- Employees don't have opportunity to apply for job positions in others affiliates4- Much| much paper in everywhere ,0,
9/10/2014," ""Amazing company| values associates."" ",5,Current Employee - Anonymous Employee, Pros Amazing benefits| great work life balance| a lot of support from management and leadership| great opportunities for advancement and development. , Cons Some regional offices are very small and there is little turn over so there may be little advancement opportunities without willingness to relocate. ,0,
