 Review_date , Main review , Rating , Emp, Pros , Cons , Helpful_count,
4/4/2016," ""Service Consultant"" ",3,Former Employee - Service Consultant, Pros Good money and friendly co-workers. , Cons High stress environment with lots of pressure to succeed. High employee turnout rate ,0,
18/3/2016," ""Business Analyst"" ",4,Current Employee - Functional Consultant, Team Lead, Pros Approach-ability of Seniors.No cubical cultureRespect for IndividualJob Security - They wont fire you unless you commit a crime , Cons Corporate employees also need to follow the Manufacturing working hours.Lot of travelling time - Corporate Office cum Plant is in Greater Noida.Saturation level in terms of Experienced Staff - 70 % people began their career with Honda and will retire from Honda ,0
9/3/2016," ""Xx"" ",4,Former Employee - Anonymous Employee, Pros Exciting place to work| great people. , Cons Slow advancement. Management will hire a uneducated| unqualified canidate over a contractor who has superb engineering skills and experience. They will always hire within. ,-1,
9/3/2016," ""Honda of Columbia"" ",4,Former Employee - Sales Consultant, Pros Decent money can be made for those with good work ethic. , Cons Long hours. No time off ,0,
1/3/2016," ""great"" ",5,Current Employee - Anonymous Employee, Pros Good pay| Benefits| hours| experience and work environment , Cons hours| cut throat environment| rude managers and customers ,0,
5/3/2016," ""Engineer"" ",3,Current Employee - Engineer, Pros To learn production systems like 5S| lean production| kaizen , Cons Company is not competitive enough in Europe region ,0,
21/2/2016," ""Good"" ",3,Former Employee - Anonymous Employee, Pros Good company to work for , Cons No cons at this conpany ,0,
21/1/2016," ""Great"" ",4,Former Employee - Anonymous Employee, Pros Good environment for learning and growth , Cons Could pay more to employees who perform ,-1,
12/1/2016," ""internet sales"" ",4,Former Employee - Internet Sales Representative, Pros Lot of good training. Clear expectations , Cons We worked off the same phone script every single call. Very repetitive and competitive. ,-2,
18/2/2016," ""The out look for Honda"" ",1,Former Employee - Associate, Pros For the type of work the pay and benefits are good , Cons The management is a click| the turn over rate is out of sight (40%) and if your hurt you can count on being let go and 10 % of the employees get hurt. Stay away ,-1,
23/1/2016," ""Supervisor"" ",3,Current Employee - Anonymous Employee, Pros Building relationships throughout the supply chain in order to support Honda production , Cons Limited opportunities for career growth and lack of leadership from top management ,-2,
11/1/2016," ""They're great"" ",5,Former Employee - Honda Automotive Detailer, Pros Fun time| great money| awesome people| however you will learn how to get people to buy cars , Cons I didn't know how to get people to buy the car and sometimes they said ,0,
4/1/2016," ""Interesting Place to work"" ",2,Former Employee - Recruiter, Pros Great benefits| good people| great campus. , Cons High school mentality within the business units| far from a regular city| ,0,
19/12/2015," ""Car Business"" ",5,Current Employee - Anonymous Employee, Pros Opportunity to make money quickly is available depending on how hard you work. , Cons Long hours| can work up to 14 hours a day! ,0,
7/12/2015," ""Honda"" ",5,Current Employee - Service Technician, Pros Good likelyhood of repeat business , Cons Horrible management that s never present| horrible benefits| you aleays have to watch your pay because it's always getting cut. I can't even get workmans comp. very shady bussiness ,0,
20/12/2015," ""Porter"" ",3,Former Employee - Anonymous Employee, Pros You have a job that is a high turnover rate. , Cons Watch everyone around you drop like flies. ,0,
10/12/2015," "".Great for people seeking stability and long term career"" ",3,Current Employee - Buyer," Pros 1) Emphasis on what ""you"" want to do and not on what your manager would like you to do2) Freedom of choices and decision3) Work-life balance. Very easy to take normal leaves| flexible timings and zero overtime is encouraged ", Cons 1) Career progression is experience based and very slow2) Even though they begun to recruit globally| Company's policies are very Japanese oriented ,0,
14/11/2015," ""Weld Process associate| weld Engineering Leader| New Model Leader| Plant Leader"" ",5,Current Employee - Plant Manager, Pros Honda's Philosophy enforces teamwork and allow a non rigid path to advancement and success. Honda is a company that creates products for a global community that we desire to exceed their expectations. , Cons Honda has a lean nimble organization that is constantly developing and launching product lines that sometimes creates a high workload that can create seasons of daily and weekend overtime requirements. ,0,
6/11/2015," ""Data entry"" ",4,Former Employee - Anonymous Employee, Pros relaxed atmosphere| flexible hours| understanding management| , Cons communication| other than that everything was okay ,0,
26/10/2015," ""A good place to learn"" ",4,Former Employee - Anonymous Employee, Pros It is very professional to work here in Honda Vietnam. Especially to those who are fresh graduate| the Japanese culture will equip you necessary quality to work in any other organization. , Cons Working in Honda requires strictly follow designed process and tons of paperwork. The promotion takes lots of time too. ,0,
27/10/2015," ""Ok if you have no desire to do anything"" ",2,Current Employee - Engineering Coordinator, Pros Large company can bring big projects , Cons Any attempts to do anything are met with scorn. There is no reward for good work and no punishment for horrible work. All they want is lemmings. ,-2,
9/10/2015," ""Equal opportunity"" ",4,Current Employee - Anonymous Employee, Pros Great pay for part time employees and great training. They do a wonderful job at making sure the employees are satisfied. , Cons Very strict| which isn't all that bad. Rotating shifts is horrible. ,0,
1/11/2015," ""Mechanical design engineer"" ",1,Current Employee - Anonymous Employee, Pros It is an automaker. , Cons Racist| bad people management| no training| no benefit for contractors ,0,
6/10/2015," ""Honda"" ",3,Former Employee - Administrative Coordinator, Pros Working with a team of good people , Cons Company losing their core values ,-2,
4/9/2015," ""service cashier"" ",4,Former Employee - Anonymous Employee, Pros Very patient co workers training me.closed on sundays and 3 days off , Cons 10 hour shift and able to take 15 minutes break .Lot's of phone calls|just need to get use to it ,0,
17/9/2015," ""director of purchasing"" ",3,Former Employee - Director of Purchasing, Pros good company| good products| good governace corporative , Cons japanese culture| high level for protecionism ,0,
2/9/2015," ""Honda Drivers"" ",5,Former Employee - Driver II, Pros Great people| great hours 3 different shifts| 4 during summer. , Cons Lead drivers that lie to keep their job & u lose yours. ,0,
2/10/2015," ""Don't bother"" ",1,Current Employee - Sales, Pros Great product| good coworkers. Honda makes an excellent car and it's looking better every year| the technology is really nice and the safety is tops. ," Cons The challenge is getting paid... you sell a car and your ""gross"" (comision) gets cut more and more. They expect 1000 and pay for 10. ",-1,
24/8/2015," ""Sales"" ",5,Current Employee - Internet Sales Representative, Pros Great company to work for , Cons Hours are awful and always work weekends ,-1,
10/8/2015," ""Great Company"" ",4,Current Employee - Anonymous Employee, Pros flex time| good benefit| open space , Cons parking space| work schedule| workload ,0,
2/9/2015," ""You'd better run:)"" ",1,Former Employee - Sales Department Manager, Pros Good place for stuck in mud for many years but better be in Nissan :) , Cons No Honda philosophy| everything only for Japanese staff| Honda Family is just a fake words ,0,
30/8/2015," ""Mobbing Company"" ",1,Current Employee - Manager, Pros Nothing else then den Niedergang von Honda. , Cons Stop Mobbing. Stop Philosophy which is only a lying story. ,0,
21/7/2015," ""dcharless resume"" ",5,Current Employee - Information Systems Manager, Pros This has been a Great place to work , Cons Not a bad comment to add here ,0,
18/7/2015," ""Good company"" ",4,Current Employee - Anonymous Employee, Pros We can enjoy developing vehicles. , Cons Location| tochigi| is not interesting. ,0,
25/7/2015," ""Quality Control/ Machine operator"" ",3,Former Employee - Machine Operator, Pros The type of work it was. , Cons Some people just didn't know how to talk to other people. ,-1,
10/8/2015," ""Cost Planning Commodity Leader"" ",1,Current Employee - Anonymous Employee, Pros Good medical benefit. Very stable. Good 401K retirement plan. , Cons Very disorganized. Very non-intelligent challenging. Very disappointing. Pay scale is not competitive at all. ,-1,
4/7/2015," ""Big multinational company| full of processes but great place to learn."" ",4,Current Employee - Public Relations Manager, Pros Great products and philosophy. Good place to learn| as everything needs to be proved and aligned with connected areas to be approved. , Cons Full of processes| too much hierarchic and slow. With the necessity of consensus to go ahead on every subject| there are too much meetings. ,0,
30/6/2015," ""Honda"" ",5,Current Employee - Anonymous Employee, Pros this company was a great place to work for , Cons i did not have any cons ,0,
2/7/2015," ""Just ok to work for"" ",2,Former Employee - Anonymous Employee, Pros Car scheme and nice offices to work in , Cons Management don't seem to care for employeesPoor salary increases ,-2,
30/6/2015," ""It is what you make it."" ",3,Current Employee - Anonymous Employee, Pros Good benefits.Fair pay.Good job security. , Cons Lots of overtime required.Unrealistic expectations set for employees.Employees must make up for other employees bad scheduling and poor work ethic. ,0,
15/6/2015," ""good job"" ",4,Former Employee - Anonymous Employee, Pros great people to work with , Cons hours and holiday work schedule ,0,
11/6/2015," ""ACA"" ",4,Former Employee - Management, Pros Solid company. Great for Ohio. , Cons The auto business is incredibly competitive| far more than most people would suspect. ,0,
9/6/2015," ""Review"" ",4,Former Employee - Anonymous Employee, Pros A very Process oriented organization with streamlined operations. Quality is a prime focus and the products deliver top notch performance. , Cons Employee engagement is very less. Seniors are not easily accessible. The employees are confined to the process| they can't innovate. ,0,
17/6/2015," ""Honda Brazil"" ",3,Former Employee - Human Resources, Pros Good benefits| good bonus and profit division ," Cons ""let it be""culture..nobody cares about a problem. If the person is my friend| it's ok... ",0,
2/7/2015," ""Only a good brand. Work in the company| it's not a good a idea"" ",1,Current Employee - Anonymous Employee, Pros Salary and health insurance paid by company , Cons Company is a complete mess. ,0,
19/5/2015," ""Very good company to work for"" ",4,Current Employee - Electrical Engineer, Pros Culture| very open minded and able to work with , Cons Location is in the middle of nowhere ,0,
31/5/2015," ""Good pay and benefits"" ",2,Current Employee - Equipment Service, Pros Good pay and benefits| most people are nice. , Cons I've been in maintenance over 20yrs. Line 2 weld department is the worest managed place I have ever worked. From top to bottom. Its the only place I have ever worked| that I thought would benefit from a union. Very bery bad management. ,0,
10/5/2015," ""Relaxed and easy going atmosphere"" ",5,Current Employee - Technical Specialist, Pros I have a personal interest in the honda brand and that led me to this company. The quality speaks for itself. , Cons Has the typical corporate nonsense as everyone goes through in all corporate levels. There is management that shouldn't be in those levels despite the years of employment at the company ,-1,
20/5/2015," ""Plaza"" ",3,Former Employee - Anonymous Employee, Pros Ok staring base with ok bonus , Cons Bad management bad schedule also ,0,
11/5/2015," ""Ok"" ",2,Former Employee - Sales Consultant, Pros Easy employmentYou at least get paid-- minimum wage. , Cons stigma| long hours| overflow| bad management ,0,
7/5/2015," ""Good Entry Level Position"" ",2,Current Employee - Engineer Associate, Pros Competitive Salary + overtime pay. good benefits , Cons The facility is not near a major city. Lean manufacturing leads to a heavy work load with unclear roles and responsibilities. ,-2,
15/4/2015," ""great company"" ",5,Former Employee - Coordinator, Pros Good people to work for and I liked the japanese , Cons Discriminate against minorities getting promoted ,0,
13/4/2015," ""Cashier/ Receptionist"" ",5,Current Employee - Anonymous Employee, Pros Fun easy and good hours. Like the environment , Cons People can get upset with the money they need to spend.. But car repairs are what they are so. ,0,
27/3/2015," ""Long hours| fair pay"" ",3,Current Employee - Internet Sales, Pros Money| establishing long term relationships with clients ," Cons End of the month| ""unique"" personalities from customers| management| management| management| ",0,
20/3/2015," ""Supplier Quality Engineer"" ",3,Current Employee - Supplier Development Engineer, Pros Good benefits| OT plus salary until promoted to a certain level| job security , Cons Constant micro management| little flexibility with hours| strong reliance on mother company in Japan which does not promote self learning and independence| salary ,-1,
9/3/2015," ""Good"" ",4,Current Employee - Sales Consultant, Pros good they like me. they feed me. I like working for Honda , Cons a lot of trust issues a lot of middle management and sometime budgetary issues they really sweat you for pennies ,0,
4/3/2015," ""This is a place to make easy money"" ",5,Current Employee - Car Salesman, Pros Get along with everybody here , Cons Too much work and too many skaters ,0,
15/3/2015," ""Way too many people promoted beyond their ability."" ",2,Current Employee - Equipment Service, Pros The plant is close to where I live and money is ok.I work 12 hr shifts so I'm off half the time. , Cons Too many people promoted beyond their ability.Almost no raises in over 10 years.Most of the good management has gone and replaced by the butt kissing jerks that Honda management loves so much.There is absolutely no trust in the current management staff.They fire or make it so hard people have to quit.You feel as though you won a mini lottery just swiping in at the turnstiles and you card still works.I had a choice of Alabama power and Honda and most defiantly made the wrong choice . If you just want to build a resume its fine for a few years and bail out for a good job.If you are a career person don't even think about wasting your time at this place. ,-1,
1/3/2015," ""Good job"" ",5,Current Employee - Anonymous Employee, Pros Good pay...you can learn to talk to people a lot more , Cons No time to go on vacation ,0,
25/2/2015," ""Great interview took about two weeks to get hired."" ",4,Current Employee - Honda Automotive Dealer, Pros I think the family oriented environment and the money that can be made , Cons Very Long hours but very well worth it . ,0,
18/2/2015," ""BDC Sales"" ",3,Current Employee - BDC Sales, Pros management and employers are great. , Cons There is no room for growth growth ,0,
29/1/2015," ""porter"" ",4,Former Employee - Porter, Pros Flexible hours| And good and understanding management. I had school at the time so my schedule was very tight and they managed to work around it. , Cons pay wasnt that great| and even though they were flexible with my schedule they always wanted me to close on school days which was a dilemma put i managed and was not that bad ,0,
9/2/2015," ""Valet"" ",3,Former Employee - Anonymous Employee, Pros Relatively little micro management by managers , Cons Boring at times| poor scheduling ,0,
1/3/2015," ""Associate Engineer Recruitment"" ",1,Current Employee - Anonymous Employee, Pros good place to start off your career. they have hostels where you can stay and have good employment benefits , Cons very very unprofessionalMakes you wait 3 months to reject!They are not clear about what kind of associates they want ,0,
24/1/2015," ""Its a great place to work"" ",5,Current Employee - Assembly, Pros They give you opportunities for advancement| good pay| great health insurance. Everything you would want in a company , Cons The only thing i can think of is it gets not in the summer time. There's nothing really i can complain avout ,-1,
15/1/2015," ""Lot Port at Honda"" ",4,Current Employee - Lot Attendant, Pros Great benefits after 90 days. Stress free job. Free food once a month and saturdays. The morning routine is putting flags up| organizing pre owned and new car lots. The rest of the day is small tasks like replacing light bulb| picking something up from the store| applying buyers guides to vehicles. , Cons You will get yelled at for things that arent your fault here and there. ,-2,
19/2/2015," ""Very fast paced| lousy work mates. Bad influence of people"" ",1,Former Employee - Sales Associate, Pros Flashes of lot of money per day. , Cons Many days you walk away with nothing! Like weekdays typically. ,0,
14/1/2015," ""Good experience"" ",5,Current Employee - Anonymous Employee, Pros Great sale with tean and management , Cons Sales a lot of cars and have fun ,0,
5/1/2015," ""Great company"" ",4,Current Employee - Anonymous Employee, Pros Good benefitsgreat people to work with and work aroundgreat hours and vaction time , Cons there were not manyt cons when working with Honda| If I had to have a con I would say it was the fact that it was a corporation and its tough to work for corporations sometimes ,0,
12/1/2015," ""Procurement leader"" ",3,Former Employee - Project Leader, Pros No overwork. Work life balance. , Cons Low salary. No career opportunities. ,0,
7/1/2015," ""Short placement on project"" ",2,Current Employee - Anonymous Employee, Pros Easy access to M4. Pleasant offices. , Cons Chaotic management and project implementation - very political. ,-1,
8/12/2014," ""Great job Security. Women non friendly."" ",3,Current Employee - Mid Level Management, Pros Long-term employment. No layoffs. Great job security long-term. , Cons Promote very few women. ,-1,
15/10/2014," ""Supply Chain/ Materials Processor"" ",4,Former Employee - Materials Processor, Pros Compensation and working with schedule. The staff are very friendly and extremely helpful. The breaks are also nice and there is a ping pong table and plenty of food prep/cooking equipment in the break room kitchen. , Cons The actual work is boring| tedious and tiresome. The hours aren't the best either but really no choice when in school. ,0,
23/10/2014," ""Overall good working condition"" ",3,Current Employee - Warehouse Operations Manager, Pros Equality based environment. From top managers to even small workers all get the same treatment| Japanese culture followed. Salary is good. Good place to learn and grow. , Cons The rules are very strict but that too which are needed for the company. The working place is located 1 hour distance from the capital| which while doing up and down gives lot of fatigue. By the end of the day not enough energy to have fun. ,0,
23/10/2014," ""HPE"" ",3,Current Employee - Anonymous Employee, Pros Good money for the work and area , Cons Career opputunities are very limited ,0,
8/10/2014," ""BDC at Honda"" ",4,Current Employee - BDC Assistant, Pros Decent money| friendly enviornment| laid back , Cons No room for advancement| my department is not taken as seriously as I wish sometimes. ,0,
18/10/2014," ""Great place to work| but you better speak Japanese if you are a foreigner"" ",3,Former Employee - International Sales and Marketing Associate, Pros . Very supportive people| the culture in general is very supportive. Relatively modern with strong labour protection rules in place which are strictly adhered to. Ample opportunities to contribute to the business and learn , Cons . Everything is useless if you are not well versed in the language. Too much of unnecessary reporting ,0,
16/10/2014," ""Owner is cool"" ",3,Current Employee - Anonymous Employee, Pros The used car manager is a dbag , Cons No training at all low commission percentage ,0,
14/10/2014," ""It's pretty chill"" ",3,Current Employee - Anonymous Employee, Pros Always new things and meet with different people , Cons Overtime and kind of annoying ,0,
6/9/2014," ""Stable company with great benefits"" ",4,Current Employee - Anonymous Employee, Pros Total compensation is pertty good because the benefits (both medical and retirement) are very good. Professional salaries are average for the region. Co-workers become a second family. ," Cons Professional associates spend a lot of time in meetings and you need to be able to ""fight fires"" and ""grow the business"" at the same time. ",0,
8/9/2014," ""Sales Consultant"" ",3,Current Employee - Sales Consultant, Pros Competitive opportunity to make good money , Cons Difficult fighting fellow employees for customers entering the parking lot ,-1,
21/9/2014," ""Honda Ohio sucks"" ",1,Former Employee - Product Engineering, Pros None. Ohio engineering center is a jail full of idiots. , Cons Bunch of freshly graduate engineering comunityes| with no understanding of vehicles design. They just blindly follow a process created 15 year ago| that is mo longer valid.Expect to work 60 hours in 5 day with 40 hours pay.Everithing is by the book . And the book is poorly done.Management flexibility is zero.Forget about the word Promotion.Never ever unless your Japanese from Japan. ,-2,
22/8/2014," ""If you are looking for a career ladder position this is not the place"" ",2,Current Employee - Anonymous Employee, Pros Salary;There is much to learn that you can either use at Honda or at another company to bring real value to their organization. ," Cons These are some of the characteristics of the Financial area I work in:Poor management communication. Superiors don't make what they want very clear| changing their minds all the time. This leads to the second problem: if something happens because you did something your superiors told you to do| they will throw you under the bus to save them even though its not your fault.Feedback system is in negative format - ""this is why this didn't work""| leading to bad moral|.They emphasize being on ""one team""| but actually they strongly encourage unhealthy competition and no co-op;Poor job/career mapping. No one knows how to advance| outside of ""do very well"" for your performance review| but they give you vague goals and no direction or guidance;You do not feel like you are a vested interest within the company. Also| there are no true interest in technical employee advancement| so they will not pay for you to go back to school| with no plans on ever doing so;Mandatory overtime (if you don't like working overtime). ",-3,
10/8/2014," ""No leadership| horrible environment."" ",2,Current Employee - Senior Account Representative, Pros Salary and Benefits. Some coworkers are nice. , Cons The systems and work rules are old.The culture is soul crushing.Management only care about bonuses. ,-1,
15/7/2014," ""Great place to work"" ",5,Current Employee - General Associate, Pros Set hours with possible overtime| job security and lots of extra's i.e. gym| holiday shutdowns| and family days at amusement parks , Cons mandatory overtime (if you don't like working overtime) ,0,
7/7/2014," ""Unlimited Learning Experiences"" ",3,Current Employee - Anonymous Employee, Pros Career growth| Bonuses| learning opportunity like manage and leading a project or activities. , Cons Too much of revision on presentation slide and proposal. It will demotivate associates. ,0,
29/6/2014," ""Overall a good experience"" ",3,Former Employee - Anonymous Employee, Pros steady hours and decent pay , Cons over analyzing everyday task on a daily basis ,0,
13/6/2014," ""You can learn alot"" ",3,Current Employee - Quality Project Leader, Pros You can get a lot of expierence , Cons Salary is not so good ,0,
25/5/2014," ""Freat opportunity"" ",4,Current Employee - Anonymous Employee, Pros Great place to learn what you want. , Cons Manegement is very poor.Japanese culture is strong too much. ,0,
15/5/2014," ""Good place to work"" ",4,Current Employee - CG Designer, Pros great people| great pace| easy deadlines| job security , Cons Not the most stylish or cool. Some managing schedule issues. Could be more amenities. Location not ideal in my opion but there are worse locations around LA. ,0,
29/5/2014," ""Great potential| but ..."" ",2,Former Employee - Anonymous Employee, Pros Never the less| I can't expain why but people like to work there ! , Cons Great philosophy| but lack practice. ,0,
17/5/2014," ""Arrogant....and lost"" ",2,Current Employee - Assistant Manager (American Honda Corporate Headquarters)," Pros Discontinued employee pensions but| according to a senior executive| ""Honda's decision wasn't as bad as that of other companies?""Still have health benefits.....for now. ", Cons Certain vital administrative functions are denigrated and de-resourced to the point of nonexistence.Spending half a billion dollars on HondaJet. Good luck making a profit on that...Spending hundreds of millions on F1...again.Obsolete enterprise systems patched together with standalone spreadsheets makes effective project management and coordination virtually impossible. ,-3,
9/5/2014," ""finance manager"" ",3,Current Employee - Finance Manager, Pros new build| nice store and location , Cons long hours| under paid| late night customers ,0,
8/4/2014," ""Competitive and hard work"" ",3,Former Employee - Salesperson, Pros you can make a LOT of money very fast if you are willing to work for it. Commission based = the harder you work the better the results in your pocket. , Cons Very competitive which equals to fighting amongst your coworkers for those customers. Hours are very long. Lots of outdoor work. requires a certain personality ,0,
26/3/2014," ""good company"" ",2,Former Employee - Anonymous Employee, Pros good company and good co workers work wasn't too difficult , Cons sometimes getting time off could be challenging unless planned well in advance of the specified time ,0,
21/3/2014," ""review"" ",3,Current Employee - Mechanical Engineer, Pros it is very fun to work at , Cons harder as hell to work at ,0,
12/3/2014," ""Quite an ""interesting"" place to work.."" ",3,Current Employee - Sales Representative," Pros Good compensation in the ""busy"" months (December and April through August).Personable coworkers and friendly atmosphereExcellent customers who will give you referrals if they like you. "," Cons Long hours| long days. Some days up to 12 hour shifts with 30 minute break or lessVery little money made in the ""slow"" months (winter is rough!)Angry customers every once in a whileNo room for growth into a new position - just growth in your own position ",0,
9/3/2014," ""Was good but questionable now"" ",2,Current Employee - Leasing, Pros Great perks| car incentive| valuable learning skills , Cons Management| sometimes mundane tasks can be a drag ,-1,
9/2/2014," ""great place to work"" ",4,Current Employee - Assembly, Pros pay and benefits are good , Cons they do work you. busy from start to finish ,0,
6/2/2014," ""its been less then a year but i dunno i have mixed feelings"" ",3,Current Employee - Anonymous Employee, Pros -good multinational environment| great people and epic food , Cons -no guidance at all for the new associates| you are just dumped on your new job and are expected to learn along the way. ,0,
12/1/2014," ""Robotics Programming Engineer"" ",4,Current Employee - Robotics Programming Engineer, Pros Good team work. Working with very smart and driven people , Cons Travel a lot. Not good for long term careers. ,0,
12/1/2014," ""Honda has lost it's mojo"" ",2,Current Employee - Senior Engineer, Pros Very secured job. Having Honda helps with being on your resume , Cons No job growth potential| Doesn't give employees a good discount for cars like other car companies. Too many hours. ,-2,
9/1/2014," ""Requires great commitment"" ",3,Current Employee - Engineering Technician, Pros -Job security. This company will take care of you in that aspect as long as you take care of it.-Pay. The pay is good...not great but good. Sure you could make more in Michigan but if you want to stay in central Ohio| the pay is good for this area. , Cons Hours. As others have stated the hours can be long and brutal. Also| it is very hard to plan your personal life with these schedules. ,0,
8/12/2013," ""Overall positive outlook"" ",4,Current Employee - Anonymous Employee, Pros Freedom of new ideas in some areas , Cons Lack of Mgt involvement at times ,0,
18/12/2013," ""Originally part of American Honda Motors. Re-orged into part of Honda North America."" ",3,Current Employee - Lead Projects, Pros Stable work. Friendly atmosphere. This is primarily a Windows development shop| but AIX| AS400| MVS| and some Mac application development. , Cons Technology is not leading edge. Very conservative adopting new IT technology. IBM is primarily used for backend support. IBM India needs to improve responsiveness and skills. ,0,
24/9/2013," ""Not Good for me."" ",1,Former Employee - Budget Analyst, Pros Pay and benefits are good. They make a good product but have manufacturing problems they should have resolved by now. Well known name and quality. , Cons Don't ever work in Accounting. Work area may have Carbon Monoxide contamination. Very strict work conditions and structure. Can't miss much work for any reason the first year or you will get fired. Poor training and management communication. People are overloaded in their jobs. Bad moral. Too much stress. ,-2,
25/7/2013," ""good company"" ",4,Current Employee - Anonymous Employee, Pros great people| long hours| ok pay. Good if you enjoy working with people , Cons little opportunity for advancement. Very few layers of management| if your looking for a career ladder position| this is not the place ,0,
25/6/2013," ""design engineer"" ",5,Former Employee - Designer, Pros job security job security job security job security job security job security job security job security , Cons cornered in job no place to move up quick. Very specialized which sucked ,0,
23/6/2013," ""Great"" ",4,Former Employee - Design Engineer, Pros World class company| great processes| passionate people , Cons Career growth is slow at Honda ,0,
21/5/2013," ""Long Term Employee"" ",4,Former Employee - Anonymous Employee, Pros A great company to be able to move up. There are numerous methods to improve your abilities but you need to find them and work with them. , Cons Normal issues of big companies that treat everyone the same and have the same policies for all levels of employees. Promote just past peoples abilities and never admit that someone got moved to far up. ,0,
20/5/2013," ""Honda - Kuwait"" ",5,Former Employee - Senior Systems Analyst, Pros Stability| Consistency| Growth| Security| Cultural diversity , Cons Lack of challenges| Outdated Information Technology| Unprofessional Management ,0,
14/6/2013," ""Terrible experience"" ",1,Former Employee - Engineer, Pros -They clean your laundry for you-Honda name looks good on your resume-get to smell of ATF everyday-Stable job , Cons -base pay is 20% off of Industry or other OEM's| unless you work ridiculous overtime-very strict| not receptive to new ideas (can't even have drinks at the desk!)-3-5 years til first promotion| raises are small ,-2,
21/4/2013," ""A good experience"" ",4,Former Employee - Anonymous Employee, Pros Good work environment| enjoyable company with a good salary and a lot of knowledge.Company is really big but you usually work with the same people| there is no much difference in levels so that is really nice. , Cons I found that the lack of benefits and perks for the employees could be something bad but it may depend on yourself.Also they sometimes have outdated hardware/software that can make working with them quite hard/boring if you are a geek. ,0,
24/4/2013," ""Good intentions| but slow moving and conservative."" ",3,Former Employee - Anonymous Employee, Pros A genuinely well-intentioned company filled with good people. , Cons Salaries are not competitive. Priorities for hiring are not in line with previous company values. Increasing reliance on contractors. Less focus on retaining core engineering talent| attracting and educating new engineering talent. ,0,
18/4/2013," ""Don't decide to go into car sales"" ",2,Current Employee - Car Salesman, Pros The pay is ok. There is a lot of time spent talking to people and fresh air , Cons Having to deal with dishonest people consantly. Managers who are constantly in your pocket. Work crazy hours and don't know if your going to get paid for it. ,-1,
3/4/2013," ""Great place to begin your career"" ",4,Former Employee - Electrical Engineer, Pros Freedom to learn new technologies , Cons Not enough opportunities for growth ,0,
9/4/2013," ""Power Of Dream"" ",3,Former Employee - Anonymous Employee, Pros Great place for gaining experience| enrich knowledge and improve problem solving skill. , Cons Staff not treated fairly enough and equally enough eventhough the ,0,
23/3/2013," ""Insane."" ",1,Current Employee - Production/Assembly, Pros It's a paycheck-average pay| but not worth the insane pace you have to keep up with. The only good reason to work here is for medical benefits. , Cons Insane pace of production line. You literally do not have the time to wipe sweat from your brow| much less get a drink of water-even when the fountain is only 10 feet away. I honestly believe| because of the speed of the line| they dont't care if you live or die. Yet some people have jobs where they spend half their time leaning on car hoods and talking. I see almost half the people on these hectic lines-who are at least 50 years old. And then| they disrupt your family life-by rotating your shift every 2 weeks. ,-3,
19/2/2013," ""service manager & DMS operator"" ",5,Current Employee - Service Manager Or Computer Operator, Pros There are quality work with honestly , Cons Company sales & service Area incharge ,0,
21/2/2013," ""Ok money but High School all over again."" ",3,Current Employee - BDC Representative, Pros Money is not too bad and they are flexible with hours. , Cons Not very prefessional| Management is petty and not willing to work with you. Learn on your own kind of environment where they dont know your last name. ,0,
12/2/2013," ""A Big Let Down"" ",2,Former Employee - Technical Specialist (Electrical Engineer), Pros Structured| secure| good for resume , Cons Very low pay| no opportunity for advancement| salary workers are treated like production workers ,-2,
19/11/2012," ""HMIN Engineer"" ",4,Former Employee - Engineer, Pros Newer facility| no union headaches| company pretty open about business outlook and plans| ability to move laterally to learn multiple areas| salary plus overtime , Cons Depending on area of engineering limited growth| open office environment| project work always done on off shifts and over holidays ,-1,
19/11/2012," ""Great benefits| but not exciting"" ",2,Current Employee - Research Analyst, Pros Great benefits| social contribution| social activities within work , Cons No communication between managers and employeesUnclear goalToo many reports in PPT formatUnproductive meetingJapanese Executives care only promotion when they go back to Japan ,-2,
2/12/2012," ""It was horrible"" ",1,Former Employee - Anonymous Employee, Pros Never ever work with Honda Motorcycle , Cons Manner of working| Management| Culture| Co-Employees ,-1,
23/10/2012," ""Good pay and bennies but watch out"" ",2,Former Employee - Anonymous Employee, Pros Good pay| good benefits| bonuses| most jobs are physically pretty easy| discounted admission to zoos/aquarium and amusement parks| good job security , Cons Management looks out the employees that are lazy and inept but know how to use the employee handbook against their fellow employees. If you're hired onto the production floor| your chances of ever getting off are EXTREMELY slim unless you play golf with the right person. If you're a veteran| your chances of getting anything besides production are almost non-existent| especially if you're hired into production ,-2,
2/9/2012," ""Honda Malaysia Sdn Bhd"" ",4,Former Employee - Human Resource Clerk, Pros Good benefit| equality(e.g Even CEO eat what operator eat during annual dinner|wear same uniform;)| moderate flexibility| active in sport especially football and netball| a lot of activity (e.g team-building| training| sports carnival|family day)| good facilities(e.g laundry for uniform|cafeteria|football field|training centre building) , Cons favorable employee by superior during performance evaluation and bonus| interference by manufacturing management in administration and human resource management| ,-3,
12/9/2012," ""The best company i worked"" ",4,Current Employee - Customer Service Representative, Pros standard operating and well organized company that has a goal towards better future. , Cons hectic schedule and too far area assignment ,0,
9/9/2012," ""No accountability"" ",3,Current Employee - Quality, Pros Pay benefits and job security , Cons No accountability. If people are not doing their jobs there is no real drive from management to correct the real problems. ,-2,
