 Review_date , Main review , Rating , Emp, Pros , Cons , Helpful_count,,
3/5/2017,Workplace of choice,5,Former Employee - Senior Buyer,ProsGreat culture| get to know a lot of people| driven by results,ConsLearning curve is difficult if you come from other industry| no continuity,0,,
3/5/2017,Java Software Developer,4,Current Employee - Software Developer,Pros-Great place for Junior developer to start since most teams have developers with 10+ years experience.-Cant complain about the benefits (100% match),Cons-Company has a lot of red tape whenever trying to use new technologies to solve issues.-Huge company so attention is hard to receive from upper management.,0,,
3/5/2017,Good Entry Salary,4,Former Employee - Anonymous Employee,ProsGood pay| interesting work| lots of room for advancement| good benefits and generous bonuses,ConsLong hours| poor cross functional communication| lack of corporate organization| some management is out of touch with reality,0,,
3/5/2017,Competitive benefits| good work environment,4,Former Employee - Electrical Controls and Systems Developer,Pros- Innovative mindset- Willingness to trust junior employees with large projects- Plenty of opportunities to tackle interesting problems and learn new skills.- Great people- Competitive compensation package,Cons- Large bureaucracy often makes it difficult to acquire the necessary resources to meet deadlines.- Projects can be agonizingly slow moving when realistically they should take much less time.- Experienced some requirements creep.- Working in multiple time zones can mean many late nights and early mornings. The line between on and off the clock time can become blurred. Not uncommon in the industry| but still not ideal for maintaining a good balance.,0,,
3/5/2017,R&D Engineer,4,Former Employee - Anonymous Employee,ProsGreat research; great people,Conssometimes can get bureaucratic and slow,0,,
28/4/2017,GM is just GM,5,Current Employee - District Sales Manager,ProsWork life balance is ok,ConsVery low salary for experienced new employees,-1,,
2/5/2017,GM review,4,Former Employee - Anonymous Employee,ProsGood pay| friendly coworkers| safe environment,ConsNo cons to report for this job,0,,
1/5/2017,Finance Manager,4,Current Employee - Finance Manager,Pros401(k) matching is outstanding| health benefits are strong| and salary is above-average given the CoL,ConsLimited upward mobility unless someone retires / is fired / etc,0,,
30/4/2017,Quality Engineer,4,Current Employee - Quality Engineer,ProsA great oppurtunity to learn| get familiar with the process of launching a new car regarding design| build and sell.,ConsLong working hours| high pressure to meet launch deadlines,0,,
1/5/2017,GM,4,Current Employee - Anonymous Employee,ProsRotation is encouraged so employees get a chance to experience different roles.,ConsHard to get promoted without rotations.,0,,
29/4/2017,Design Release Engineer,5,Current Employee - Design Release Engineer,Prosgreat work culture| new open space office| recongition,Conschallenging| at times hard to balance work-life| often eating lunch at desk,0,,
29/4/2017,HR Specialist,4,Current Employee - Senior Human Resources Specialist,ProsMost people are nice and the culture has improved. They are more flexible now e.g.| work from home. Good solid benefits. Vacation begins at 20 days and 16 days of holiday for salaried.,ConsSlow pace in promotion to manager due to rare opportunity. Most people stay until they retire.,0,,
29/4/2017,Senior Manager,4,Current Employee - Anonymous Employee,ProsWorking to hard to lead change in the auto industry,ConsSometimes administrative tasks take precedent over execution,0,,
12/5/2017,OnStar Planning & Program Manager,3,Former Employee - Project Manager,ProsChallenge| Passion for the brand and Teamwork,ConsOpportunity| Vision and lack of strategic planning,0,,
27/4/2017,Team,5,Current Employee - Anonymous Employee,ProsLittle pay need more pay benefits,ConsLong hours a lot of standing,0,,
1/6/2017,Awful work environment,1,Current Employee - Team Leader,ProsThe money is good| however still not enough to compensate for the abuse you will take from management,ConsHorrible people all around. Shoves company policies down your throat and then never follows them. If you are willing to work hard and follow the rules| they treat you like garbage and harass you. If you slack off and whine a lot| you tend to get your way.,0,,
10/5/2017,Good company with competitive benefits| needing to adapt to a changing culture,3,Current Employee - Anonymous Employee,ProsCompetitive benefits| excellent corporate culture| comfortable work environment.,ConsPoor training| poor organizational & communication skills.,0,,
10/5/2017,GM Review,3,Current Employee - Software Developer,ProsNo experience required| low expectations,ConsBoring| too political| not competitive.,0,,
25/4/2017,Design Release Engineer,5,Current Employee - Lighting Designer,ProsFlexible schedules| relaxed working environment| and nice facilities.,ConsOnly issue is trying to find parking some days.,0,,
25/4/2017,Production worker,5,Current Employee - Production Worker,ProsGreat career opportunity for retirement purposes,ConsPart time employment not enough work hours,0,,
25/4/2017,Best company!,5,Current Employee - Supplier Performance Leader,ProsGreat culture and great people,Consnot applicable at this time,0,,
31/5/2017,zone manager,1,Former Employee - Anonymous Employee,ProsI liked the role as zone manager,ConsDisagreed with management view points,0,,
10/5/2017,Software Developer (Mostly web applications),2,Current Employee - Anonymous Employee,ProsGreat work / life balance. Good exposure to multiple stacks (Java web apps| ASP.NET). Not bad as far as a first software development job out of college.,ConsDevelopers are often stretched over too many projects| and cannot focus on developing quality code for just a couple of projects. Access to modern frameworks / open source is lacking. User stories for projects are often vague| which allows management / the business to ask for too many changes late in the development cycle. Developers often end up doing other IT employees work. Working with Oracle Siebel leads to slow applications / too much downtime during critical periods in the development cycle. Promotions / career advancement are limited.,0,,
25/4/2017,Porter,4,Former Employee - Anonymous Employee,ProsGood hours| great people,ConsBad pay| low hours less than 30 a week,0,,
24/4/2017,Excellent work culture,5,Former Employee - Anonymous Employee,ProsSharing best ideas| open work environment. All employees strive to develop correct and honest solution.,ConsCyclical company due to exposure to car market,0,,
9/5/2017,Throw money at all the problems,2,Current Employee - Network Engineer,Prosgreat compensation and benefits for the area| low cost of living| insane job security,Consunion regulations effect everybody| no real meaningful work| forced lateral movement constantly| all leadership came from the same contractors before the insourcing/bailout,0,,
24/4/2017,would recommend,4,Current Employee - Manager,Prosgood work life balance and retirement savings,Constoo big of a company,0,,
24/4/2017,Director,4,Current Employee - Anonymous Employee,ProsExcellent compensation and benefits. Leadership going through a transition phase| to align better diversity. Good work life balance. Potential opportunities for young workforce,ConsVery old and outdated bureaucratic work culture. Not very innovative and contrary to leadership's message| the business is not very open to change. Very slow transformation process and the technology is 15 to 20 years behind the industry,0,,
23/4/2017,Not the GM of yesteryear,4,Current Employee - Anonymous Employee,ProsCompany has really evolved over the last five years and is involved| and sometimes leading| cutting edge technologies such as alternative propulsion| autonomous driving| and others. Overall pay and benefits is very competitive.,ConsThere is never a dull moment and at times you are pulled in many directions simultaneously.,0,,
22/4/2017,Overall great| hope that culture improves,4,Current Employee - Anonymous Employee,ProsExcellent work/life balance| friendly and helpful coworkers| great pay| vacation| and benefits,ConsResistance to new ways of thinking can be really annoying| there are some people who work really hard and others who take their jobs for granted,0,,
21/4/2017,Vacation is good,5,Current Employee - IT Software Developer,Prosaround 15 days Holidays and 15 vacation days first year| 20 second Year. Work is pretty flexible. Tons of technologies to learn if you willing to spend time to learn.,ConsHired lots of Seniors which have lots of unrelated work experiences.,0,,
21/4/2017,Decision management solutions,5,Current Employee - Anonymous Employee,Prossavings plan| profit sharing bonus,Consgreat company to work for| no cons,0,,
13/4/2017,Recruiter,4,Current Employee - Recruiter,ProsI have been at GM for over a year and have had a great experience. Leadership at all levels is stepping out of prior mindsets that US auto companies were criticized for. You know something is changing when every employee with 20+yrs exp is talking about how the company is changing in positive ways. Better designed vehicles. Safer Vehicles. More technology in the vehicles. More technology in planning and manufacturing the vehicles. More fiscal responsibility as a company. More in tune with the customer.,"ConsGM is a big company and while that provides endless opportunity it does narrow job roles. You probably won't ""wear as many hats"" as you would at a smaller company. It creates great opportunities if it fits who you are.",-3,,
22/4/2017,Good company,4,Current Employee - Systems Engineer,ProsSalary and benefits are good and company believes in treating employees fairly.,ConsLike any big corporation it has lot of different organizations and lacks clear structure. Assignments can be confusing at times which does not help job satisfaction levels.,0,,
19/4/2017,Passion in General Motors today,5,Current Employee - Anonymous Employee,ProsPeople have great passion for the products,ConsNot enough women in the industry,0,,
19/4/2017,General Motors - A great place to work,5,Current Employee - Anonymous Employee,ProsGreat innovation| new exciting areas of development,ConsNo Cons for work at General Motors,0,,
18/4/2017,Assembly Tech,4,Current Employee - Anonymous Employee,ProsGreat Pay| good benefits| and bonuses,ConsWorking for a union that doesn't really care about its workers,0,,
2/5/2017,Working in GM Manufacturing,3,Current Employee - Anonymous Employee,ProsComparative pay and benefits| good profit sharing plan| can progress in career,ConsRidiculously politically focused executive management in fear of losing own jobs| must work off-shifts and change locations for career advancement really hard on family life.,0,,
17/4/2017,Great place to work,5,Current Employee - Anonymous Employee,ProsGreat benefits| great pay. Care about safety very much,ConsWork many weekends| little coverage,0,,
28/4/2017,Compensation is competitive however if you're not ready to retire and a senior you can get really dragged down.,2,Current Employee - Senior UI Developer,ProsCompensation and benefits. If you like oversized teams| you'll fit in.,ConsOversized teams| bad management of technical debt| horrible integration between distributed systems.,0,,
12/4/2017,Process Driven Company,5,Current Employee - Market Research,ProsProcess Driven| Employee retention| Scientific approach| Invest in employee development,ConsLoses some agility due to processes,0,,
12/4/2017,Senior Safety Manager,4,Former Employee - Anonymous Employee,ProsOpportunity for diverse career path,ConsEasy to get lost in a large organization,0,,
11/4/2017,Safety Supervisor,5,Current Employee - Anonymous Employee,ProsFlexibility of hours| ability to work from home.,ConsDepending on the type of plant dictates if you get overtime,0,,
10/4/2017,Financial Analyst - Product Development,5,Current Employee - Financial Analyst,Pros- Strong management support (mentors| advisors| etc.)- Many employee engagement groups/advocacy groups (LBGT| African-American| etc.)- Many different jobs within one functional area (Engineering| Finance| etc.)- Good benefits and competitive pay for the area- Networking is required to be successful| so meeting people is easy when you work with many different people,Cons- Large organization can have bureaucracy and be slow moving- Networking is required to be successful with some job roles| can be difficult for some- GM is acronym laden| and acronyms can be different between functional areas (Engineering| Finance| etc.),0,,
24/4/2017,Great only if you get into the right click at Design,2,Former Employee - Anonymous Employee,"ProsI got really good raises- went from $53 to $73 in 6 years. This is not true for everyone. My husband| who also worked there ""chased the carrot"" for 17 years and performed leadership duties and only got a level increase once| during his 2nd year.They go out of their way to promote women and minorities. This is good if you are one of them| not really fair if you're not. Unfortunately| I saw many unfit women get promoted and be allowed to poorly manage people for years and years. This reflects poorly on women in general.I worked in Design and it was an exciting environment to be allowed access to confidential and world-changing work.If you got to work in a nice studio with windows| it offset the creativity-killing cubicle lifestyle that every studio mandates. If you got stuck in the basement| it was torture. They seem to shift everyone around every few years. Although this makes for a nice change of pace| I became convinced it was because you would need to start all over with proving your abilities to a manager and earning the next raise.","ConsLittle opportunity to travel or encouragement learning in your field. I was always trying to hide my internet research because it might be misconstrued as ""goofing off"".Life is great if you get into the right social click and a dead end if you do not. Nepotism runs wild like an unstoppable disease.",0,,
14/5/2017,HR Generalist,1,Former Employee - Anonymous Employee,ProsGreat benefits| pay| merit increases,ConsToo many levels| too political,0,,
7/4/2017,Great Company,5,Current Employee - Assembly Line Worker,ProsGood pay| benefits| great co-workers and supervisors| overtime opportunities,ConsOdd shift times| sometimes work weekends,0,,
12/5/2017,Great place to learn how to be an engineer| not a great place for a career,1,Current Employee - Anonymous Employee,ProsThere is a great diversity of technologies| from hybrid to diesel| from Cruze to Escalade| from conventional to autonomous transportation. Because of that| it is a good place to learn if you are just out of school.,ConsThe company is very bureaucratic and hierarchical. My observation is that the extroverted narcissists seem to excel into management. Do not have a good process for selected people leaders. Careers tend to be based on who you know rather than what you have accomplished,-1,,
6/4/2017,Great Company,5,Current Employee - Anonymous Employee,ProsI have great autonomy in my role and have enjoyed the the projects I am part of.,ConsYour experience will be really based on type of management you receive,0,,
6/4/2017,Culture,4,Current Employee - Anonymous Employee,ProsDiverse work force| my opinion counts| able to make a difference| teamwork,ConsFinance driven decision might impact long term product development and brand positioning.,0,,
6/4/2017,Sales,4,Current Employee - Sales,ProsGreat inventory and very enthusiastic staff,ConsTough location to get to,0,,
5/4/2017,Leading Global Employer with Excellent Perks,5,Current Employee - Global Program Manager,ProsEmployee Perks and Benefits are world-class,ConsNext 5-10 years are critical to relieve the older generation of GM Employees| to truly move forward and become a Workplace of Choice for college grads in Engineering| Manufacturing| Software| Cyber Security| Business and other key areas.,0,,
5/4/2017,great place to work,4,Current Employee - Team Member,ProsEQUAL OPPORTUNITY EMPLOYER that cares about our families,Consno future outlook for employees,0,,
19/4/2017,Is good hard work but it's fine could be better.,3,Current Employee - Auto Worker,ProsBenefits an experience working in a Manufacturing production business. Have some camaraderie with your fellow employees it helps a lot getting through today.,ConsSupervisors problems don't listen to the employees about improving the production of the job need to listen more. The job will be better.,0,,
4/4/2017,Marketing,5,Former Employee - Anonymous Employee,ProsPeople you work with everyday. Enjoyment of the environment.,ConsThere isn't any. Best place to work at. Everyone is just super friendly.,0,,
4/4/2017,Great Benefits,5,Current Employee - Anonymous Employee,Pros-flexible schedule-great benefits-lots of growth available,Cons-company politics-corporate training-downtown traffic-new to the IT industry,0,,
4/4/2017,General Motors,4,Current Employee - Anonymous Employee,ProsLarge organization with many divisions ranging from product development to sales service and marketing. Moving towards a more integrated and collaborative company.,ConsCultural progression is slow but on the move,0,,
3/4/2017,Great place to work.,5,Current Employee - Anonymous Employee,ProsGreat place to work. Lots of opportunity. Very good life balance.,ConsNothing much to say. No remote options.,0,,
3/4/2017,Human Resources,5,Current Employee - Anonymous Employee,ProsGM is doing progressive things such as a Relaunch program for people who have had a career break| partnering with Girls who Code| to name a few.,ConsLots of opportunity for people who want to be involved and make a difference.,0,,
2/4/2017,Group Leader,4,Current Employee - Group Leader,ProsPay| benefits| problem solving.,ConsUpper management| fluctuating work schedule| shift assignments.,0,,
30/3/2017,It has been a fairly good one.,4,Current Employee - Operator Technician,ProsTop out pay is very good. Benefits are better than most companies. The hours are good. Advancement opportunities are readily available for those who want to move up.,ConsLower seniority will keep you on a certain shift until one builds up time (3 to 5 years). Some jobs are overloaded but manageable.,-1,,
5/5/2017,Lies| lies| lies,1,Former Employee - Information Security Analyst,ProsGreat benefits while you are there| HSA contribution| 401k matching| bonuses,ConsNo upward mobility or chances for promotion Say that the college new hire program is a development program| but it is impossible to change positions and odds are you will be put on shift work,-1,,
30/3/2017,Program Purchasing Buyer,5,Current Employee - Buyer,ProsGreat Pay| Great work life balance| 15 days vacation which goes to 20 after 2 years| winter shut down and summer shut down| good discount on cars| 8% 401k match if you put in 4%,Conssystems are a bit outdated| management seems lost at times.,0,,
30/3/2017,finance mgr,5,Current Employee - Finance Manager,Prosgreat place to wortk with,Consno room for promotion if that's what you like,0,,
30/3/2017,GM overall,4,Former Employee - Director,Proslarge company which provides many diverse opportunities for varying assignments,Conslarge company which limit flexibility,0,,
29/3/2017,Great learning environment for a new employee,4,Current Employee - Controls Engineer,ProsGreat benefits and pay for a recent graduate. Vacation time is amazing.Everyone I've worked with directly is competent and helpful.Mobility within the company - If you don't like where you are| it's easy to research other groups within the company and move around. Seems like no one stays in one place for more than 5 years| and often less.,ConsCorporate sluggishness -I'd imagine this comes with most companies the size of GM| but it's frustrating how much documentation and review is required for even small software changes. This definitely puts us at a disadvantage when trying to remain on the cutting edge of innovation.Upper management feels distant - Again| it's a huge company| but I've never even seen any of the upper execs. Milford is definitely isolated from the rest of the company and in some ways treated as inferior (neglect for facilities| etc),0,,
12/4/2017,Good starting job| hard to move up,3,Former Employee - Design Release Engineer,ProsGreat coworkersExciting field to work in (hybird automobiles),ConsHard to move up in the company| especially if you are not located in south eastern Michigan.,0,,
12/4/2017,Systems Architect,3,Current Employee - Systems Architect,ProsBooming Auto IndustryOpportunities for lateral growth,ConsNo significant disadvantage that I can think of,0,,
23/3/2017,General Motors,5,Current Employee - Director of Business Intelligence,ProsSize| internal mobility| training| balance. Prior to GM I would only be at a job 2 to 3 years. The bankruptcy days where ugly but I believe we have the right leadership to avoid major mistakes in the future,ConsIt's a job. It is hard to fully understand a single individuals contribution. Sometimes we get in our own way with policies| etc,-1,,
25/3/2017,A hard working,5,Current Employee - Assistant Manager,ProsI have always wanted to work for General Motors. I can learn anything,ConsThere is no downside. I love this company,0,,
24/3/2017,Great Culture & Positive Changes,5,Current Employee - Manager,Pros- good work / life balance- top of market compensation- opportunities to work with the product- going in the right direction culturally,"Cons- some employees ""too comfortable"" / waiting for retirement- silos still exist",0,,
22/3/2017,Great Benefits,4,Former Employee - Anonymous Employee,ProsGM offers great benefits that really make the company stands out as one of the best company to work for,Conslimited opportunities to move up,0,,
22/3/2017,Excellent work environment| constant challenges,4,Current Employee - Anonymous Employee,ProsInnovation| and develop work under pressure,Conslack of career opportunities| no work/life balance,0,,
21/3/2017,Production Shift Leader,4,Former Employee - Anonymous Employee,Prosfast paced| plenty of opportunity for career advancement,Conslong hours & work life balance,0,,
21/3/2017,Great company,4,Current Employee - Software Test Analyst,ProsExcellent benefits| relaxed work environment| great vacation| great bonuses,ConsSlow to change| very siloed job assignments,0,,
20/3/2017,Internet Sales Manager,5,Current Employee - Internet Sales Manager,ProsStrong management team and general manager,Consmiddle of the road pay plan,0,,
25/4/2017,Supervisor,1,Former Employee - Anonymous Employee,ProsLow responsibility for the position.,ConsLow Pay for the position.,0,,
24/4/2017,Code of Conduct| Winning with absolutely NO Integrity,1,Former Employee - Anonymous Employee,ProsI enjoyed working there. The pay and benefits were good. After that everything seemed to go downhill.,ConsI am just starting to deal the mess GM has actually made of my life.General Motors would not release any of my pension money after being approached several times. It is your right to do whatever you wanted to with these funds because it is YOUR money. They always told me that I was coming back and that they would find placement for me. This never materialised like all their promises. I find this extremely unethical and a breach of your basic human rights. To make matters worse they actually lost me in their system for the next 18 years. Its been a nightmare!,0,,
24/4/2017,GM finance is bad for your career,1,Former Employee - Anonymous Employee,ProsThe GM Treasurer's Office (GMTO) is viewed internally at GM as a prestigious place to work.,"ConsTO has an incredibly arrogant culture. I've heard from managers here that it is the ""best place to work in GM""| and that it is ""GM's elite organization"". I'm sorry| but Treasury is a risk mitigating department| and its purpose is to protect the company from financial turmoil by managing cash flow. The ultimate failure of a treasury department is bankruptcy. The organization does nothing innovative and really does not contribute to the bottom line| but the impression I've gotten is that this organization thinks it is the brains of the company| and that the company would fail without its expertise. Some of the work might sound interesting at a high level| but in actuality boils down to 1. following the rules and 2. managing bureaucracy.",0,,
23/4/2017,They dont pay enough,1,Current Employee - Anonymous Employee,ProsLaid back| easy work. Can make new friends,Consdon't pay enough. Really would like to have more hours,0,,
18/3/2017,Great Company / IT Operation Some Growing Pain,4,Current Employee - Anonymous Employee,ProsOverall| GM is a great company to work for. Amazing benefits - ample vacation| affordable health care and great 401k match & bonuses.In GA| most people seem to have great work/ life balance though there is a huge discrepancy in those who put in a lot of hours and those that don't.They try to put ppl in the position they want to be in| allowing them to pursue their interest.,"ConsThey hire A LOT of college grads. There are very talented ones but this is putting a lot of pressure on kid-career people. Maybe this will go away ones the college grads ""grow up"".",0,,
14/3/2017,Great place to work,4,Current Employee - Financial Analyst,ProsGreat benefits| amazing work-life balance,ConsNot many opportunities to move up,-1,,
16/3/2017,Great Opportunity,5,Current Employee - Quality Engineer,ProsVery Dynamic Environment| very very much respect for the employee and care for the gender equality. Managment is interested in the feedback and wellness of employees.,ConsAs every big company there is a lot of bureocracy and changes takes a lot of time.,0,,
15/3/2017,This has been my dream job,5,Current Employee - Anonymous Employee,ProsGeneral Motors is fair| and treats their employees well. I was able to work from home| make my own hours| and use my unique skills and personalize my work day to do the best job I could GM really gave me room to flourish.,Consthey cut out my position... but they did replace me in the company,0,,
26/3/2017,Marketing Team,2,Current Employee - Anonymous Employee,ProsLots of budgetLots of responsibilitiesDecent pay| until you break it out on an hourly basis given workloadLots of actionYou have an agency team at your disposal that's usually pretty good.,ConsLots of micromanagement| esp. on Chevy teamUnprofessional leadership in some casesUnrealistic expectations of staff that often lead to burnout and stressLeadership has caused agency team to largely leave and now stuck with significantly less than what used to be there for quality and quantity,-3,,
30/3/2017,General Motors,2,Former Employee - Anonymous Employee,Prosgood pay and benefits employee discount,ConsIt is very hard to advance in this company,0,,
29/3/2017,Meh.,3,Current Employee - Test Cell Technician,ProsGood future and career with countless opportunitieis to grow and advance.,ConsLeadership is misdefined and distant.,0,,
14/3/2017,Excellent company,5,Former Employee - Anonymous Employee,Prosgood place to work|Leadership is very collaborative and professional,Consfor gmv the cons are the economic situation in venezuela,0,,
19/4/2017,Use and abuse people| especially temps....,1,Former Employee - Anonymous Employee,ProsNo pros worth mentioning| sorry.,ConsSeniority meant lazy there. Pay was not worth the bull you had to put up with. Ran 2 or more machines at a time and union didn't care.,0,,
28/3/2017,data scientist,3,Former Employee - Data Scientist,Prosthe coworker are very nice| the working environment is good. the pay is reasonable,Consas contractor| you are not treated as GM employee. They can kick you out any day without any previous notice. I am not allowed to use all my skills in the job which are required in the job description including coding language and toolbox| and I am forced to use one fixed toolbox which felt like repeating feeding data| no technical skill needed after 3 months. Do exactly what the boss want| can have objection.,0,,
28/3/2017,Quality group leader,3,Current Employee - Anonymous Employee,ProsThe salary range is competitive with the market and they have a decent work/life balance,ConsGood luck ingredients moving up in the company without brown nosing. It's all about who you know| not what you know.,0,,
27/3/2017,The robots place| treaded like a number.,3,Current Employee - Customer Advisor Consultant,ProsBig company| good values| multilingual place| flexible workplace| many short brakes| normal working hours.,ConsLow salary| HR very very poor,0,,
26/2/2017,No Brainer For College Hire To Work Here... DO IT!,5,Current Employee - Software Developer,"ProsHonestly| I don't think you can get much better as a college hire to work here from what I have seen so far. I was hired out of college and have been here a year and a half so far and I don't have anything to complain about it at all. Compared to my fellow students who worked at consulting firms mostly| it really seems like GM cares way more about people and has more perks.I work in software dev| but it has been great| some of the perks:- Raise every 6 months for first 3 years as a new college hire. (this is huge| no one else gets raises like this and they have competitive starting rates as other companies for sure)- very good health insurance| it's $30 a month| but it's the kind where you don't need a referral to see a specialist. there's a $1500 deductible| but the company gives you a $1500 health savings account every year to use towards it when you do a physical| so basically no deductible| not sure how it would be for families though- everyone on earth knows GM| huge resume booster. when you tell people you work here| you always hear ""ooohhh| cool"" and stuff like that. it's a really respectable thing to say you work here.- 401k matching| up to 8%. they give you 4% right off the bat of your salary every month| then they match up to 4% on top of that. so if i put in 10% into 401k| and they put in 8%| it would be as if i'm saving 18% of salary each month. the 401k vests in 3 years| so you need to stay for 3 years in order for the money to become officially yours once you work there.- able to rotate| you can rotate jobs every 1 year if you want as a college hire| in a company this big| you can pretty much do any job you want once you are in. i know they are big on training people so i think you can go into any other vertical too if they need people.- very willing to teach and help you learn more| like sending you to training events and the likes- bonus every year based on company performance. the bonuses are pretty decent| as a college hire| then they will put money on top of that if company performance is good. it really depends on company performance though| but so far this year has been a record breaking year so we did pretty good on bonuses.- multiple innovation centers to work at. they have people in austin| tx| chandler| az| warren| mi| detroit| mi and atlanta| ga- if you have a masters degree... DO IT. you get a higher starting salary then other college hires| and you are locked into the raises every 6 months. once you stay at the company for 3 years| you get promoted into the next level| and that also comes with it's own raise. also| make sure to do an internship or have some kind of experience related to your job before starting| they will start you at a higher salary as well for experience that you've had. my starting salary matched my friends who i went to school with| but they didn't have raises like this.- if you have a bachelors| you can start working towards your masters degree and they will pay for it right when you start. they give you enough to cover 1 or 2 classes per semester| which is honestly enough because working full time and doing the degree can be really intense| especially in a graduate degree.- if you move from another state| they will give you money to relocate| which is honestly way more then you need as a single person- of course| really good experience and really building a strong skillset. i would probably consider working here for a very long time. many people i work with have been working with the company for 10+ years which shows how good it is.- this is one i didnt think about| but free parking. it seems like many of my friends who don't work here actually have to pay to park to work at their companies. GM has garages that they cover you on which is nice.- the whole company in general is really big on helping it's people. many automotive folks have worked here for years and years and retire here| so I think the old union focus is still here. as opposed to trying to trim down the bottom line for everyone and only care about boosting profits| i really feel like they try to help people out with their benefits compared to other companies i've been to.",Cons- honestly| i've had no cons from my experience. i think it really would depend on what team you are on. the management and where you sit make your experience. i've only heard good things from other co workers. but if you don't like your team| you do have the option of moving around as i said before.,-4,,
12/3/2017,Project Manager,4,Former Employee - Anonymous Employee,ProsVery respectful company with the personal time| many opportunities to grow.,ConsSome process are very bureaucratic,0,,
26/3/2017,GM,3,Current Employee - Anonymous Employee,ProsNo matter which office in the world you visit the staff at GM are extremely friendly,ConsFrequent changes in strategic direction,0,,
24/3/2017,Relaxing job| Easy work. Great Benefits. Too many meetings with business.,3,Current Employee - Anonymous Employee,ProsGreat work/life balance. Flexible hours.,ConsThey call it the innovation center| but I don't see anything that comes close to innovation. They group all the new college hires as inexperienced| regardless of internships|major| or school| which means substantially lower pay than average. Need good connections to move up| otherwise apply elsewhere for better pay.,0,,
9/3/2017,Design Engineer,5,Current Employee - Anonymous Employee,ProsWork life balance is good.,ConsNo possibility of promotion at all. Way too many people but very limited opportunities,0,,
2/3/2017,CAE Engineer,5,Current Employee - CAE Engineer,ProsGenerous time off (Holidays) nice benefit package. High performers are rewarded and promoted and put on good projects. GM will sponsor permanent residency for motivated employees. I only spend 40 hrs a week and not expected to be answering emails at all hours of the day. Very good work/life balance. Don't forget that GM employee discount on cars.,"ConsStill remnants of the ""good old days"". Senior employees that show up very early to avoid work and leave early. GM will not fire them outright| but they still take up space and the spot of a person who would gladly show up and work.Because of the size of GM you really have to work hard to stand out. Otherwise you're lost in the hustle and bustle of daily operations.",-2,,
8/3/2017,GM,5,Current Employee - User Experience & Middleware Software Developer,ProsGreat benefits and learning environment with upward movability possibilities for recent grad students.,ConsNone| other than being stuck in a tan cubicle...,0,,
13/4/2017,Finance - Poor management,1,Current Employee - Anonymous Employee,Pros- Work life balance - meaning less than 9-5| very simple responsibilities that don't take much time| often coworkers are surfing the net or doing personal things- Compensation on par with market| arguably quite high for responsibilities expected,ConsVery unprofessional senior management in the Finance function. Senior management is often unable to demonstrate the level of professionalism due to promotions that are not based on abilities. Most senior members of the Finance organization respond very emotionally are very defensive| they often respond to those that disagree with them provide criticism in a mocking tone.Not recommended for professional growth unless you plan to stay here for life| you will pick up bad habits that are not acceptable in other professional environments.,0,,
7/3/2017,Design Engineer,5,Former Employee - Anonymous Employee,ProsOpportunity to work in multiple roles,ConsThings did slowly and there is administrative red tape,0,,
12/4/2017,Sr Financial Analyst,1,Current Employee - Senior Financial Analyst,ProsWork/life balance| pay and benefits,ConsBeware: positions advertised as seniors are only hired as analysts which lower pay rate and bonus payoutNo hope for advancement. Unclear and undefined promotion process. Not seeing room for advancement.Managers treat analysts like little kids,0,,
7/3/2017,Production Group Leader,4,Former Employee - Production Group Leader,Prosgood pay| room to grow| good hours| good support,Consmanufacturing is very numbers based| need to know how to deal with people| stressful environment at times,0,,
6/3/2017,Qality Analyst,4,Current Employee - Quality Assurance Analyst,ProsIts a great company to start your career with out of college. Gives competitive offers coming out of college. Better offer if you have a Masters or greater degree.,ConsIt can be difficult to change positions.,0,,
16/3/2017,Engineer,3,Former Employee - Anonymous Employee,ProsGood atmosphere overall| most people willing to help| some company events,"ConsPeople from the ""old GM era"" (pre-2009) and HR usually have a terrible mentality| focus more on how to look good to their management rather than getting the job done and solving the issues.",-2,,
20/3/2017,Validation Engineer,3,Current Employee - Anonymous Employee,ProsLots of opportunity for growth,ConsThey throw you in to sink or swim,0,,
10/4/2017,Where Is The Rest Of My Employer Contribution Money????,1,Current Employee - Journeyman Electrician,ProsThe 2015 GM UAW Contract states they will make a 6.4% employer contribution to my 401k based on my 40 hour wage,ConsThey shorted me over $300 for 2016 employer contributions.....Call clueless Fidelity.....they have no answers.....Fidelity acknowledges they shorted meThe reason I have an employer 401k contribution? GM refuses to continue my Gm Pension because I was employed with Delphi for 10 years when it went bankrupt...even though I have 23 years with Gm for a total of 33years seniority as a journeymen electrician........still working for a GM CCA parts operations.,0,,
5/3/2017,Senior FP&A Analyst,4,Current Employee - Anonymous Employee,ProsJob rotation; Performance Review; Internal Training,ConsDomestic culture; work-life imbalance;,0,,
7/4/2017,Don't waste your time,1,Current Employee - Assembly Line Worker,ProsDecent wage| fair to decent insurance,ConsHorrible Union that stands up for nothing| rude employees & supervisors| strenuous work| long hours with no consideration for the people which in turn produces a terrible product for the customer because the employees don't care,0,,
1/3/2017,I love it,5,Current Employee - Engineer,ProsExciting projects. An iconic company. GM is America. Children dream of working for GM. Awesome cars and trucks. I just love it. Most days at least.,ConsSome leaders have no engineering experience. They don't understand their jobs. Some plants act first and then ask for a deviation.,0,,
1/3/2017,GM is cool,4,Current Employee - Software Developer,ProsGood work environment| positive outlook.,ConsNot as up to date with current/progessive technologies,0,,
