website_name,company_name,Author_name,Article_Name,date,rating,pros,cons,review_rating,expert_remarks,remarks 
www.autotrader.co.uk,Dacia',Andy Pringle,Dacia Logan range to expand with new Stepway model,First published: 22nd February 2017,,,,,,"The Dacia Logan MCV Stepway gets a more rugged, crossover-esque look than the standard Logan."
www.autotrader.co.uk,Bentley',,Bentley Continental GTC convertible (2006 – 2011) review,Last updated: 13th November 2014,3.8,"Solid build quality,Vast performance,Even better with the roof down","Can feel cumbersome in tight spaces,Weight can be felt in slower corners,High running costs",,"
The Bentley Continental GTC is the consummate luxury convertible. Incredible craftsmanship, style and power makes it feel special.
","Read the Bentley Continental GTC convertible (2006 - 2011) car review by Auto Trader's motoring experts, covering price, specification, running costs, practicality, safety and how it drives."
www.autotrader.co.uk,Bentley',Ivan Aistrop,Bentley Continental Saloon (2005 - 2011) review,Last updated: 4th November 2014,3.5,"Engine gives thunderous performance,Interior is simply beautiful,Lots of luxury kit provided","Costs crazy money to buy and run,Ride and refinement could be better,Bentley’s reliability record is of slight concern",,"
The Bentley Flying Spur is one very expensive car to buy and run, but it delivers enough interior quality, performance and dynamic ability to justify the price. If you can afford it, there’s no good reason not to.
","Read the Bentley Flying Spur (2013 -  ) car review by Auto Trader's motoring experts, covering price, specification, running costs, practicality, safety and how it drives"
www.autotrader.co.uk,Dacia',Rachael Hogg,"New Dacia Logan MCV Stepway to cost from £11,495",First published: 2nd May 2017,,,,,,"The more rugged version of Dacia's bargain-priced estate car is available to order now, with first deliveries expected next month"
www.autotrader.co.uk,Dacia',Andy Pringle,Best first cars: Cheap new cars to insure,First published: 7th September 2016,,,,,,"Whether you’re after a stylish city car or something a little more spacious, the cost of insurance shouldn’t stop you from getting what you want."
www.autotrader.co.uk,Bentley',,Bentley Continental Convertible (2011 - ) review,Last updated: 10th November 2014,4.0,"Epic performance,Luxury car comfort,Best looking Continental yet","Huge running costs,Too big for UK B-roads,Interior ergonomics",,"
The Bentley Continental Supersports Convertible is one of the world’s fastest four seat convertibles, with superlative elegance and a price tag to match.
","Read the Bentley Continental Supersports convertible (2010 - ) car review by Auto Trader's motoring experts, covering price, specification, running costs, practicality, safety and how it drives."
www.autotrader.co.uk,Bentley',James Richardson,Frankfurt Motor Show 2015: Bentley Bentayga,First published: 14th September 2015,,,,,,Bentley has revealed its first-ever SUV - The Bentayga - ahead of its Frankfurt debut
www.autotrader.co.uk,Bentley',Paul Bond,Bentley Bentayga first drive review,First published: 3rd February 2016,,,,,,"We drive the new Bentley Bentayga in a Californian desert to find out if the world’s fastest, most powerful and luxurious SUV really can live up to its stellar billing."
www.autotrader.co.uk,Bentley',Andy Pringle,Bentley reveals facelifted Mulsanne,First published: 23rd February 2016,,,,,,"A third model joins the range, while a new look adorns the front of Bentley's flagship, hand-crafted saloon, and new technology is introduced"
www.autotrader.co.uk,Bentley',Jon Quirk,Queen’s Bentley Mulsanne for sale on Auto Trader,First published: 4th April 2016,,,,,,"Buyers have the chance to buy a unique piece of motoring history, as a Bentley Mulsanne that was exclusively used by the Queen for two years has just gone on sale"
www.autotrader.co.uk,Bentley',Ivan Aistrop,Bentley Flying Spur saloon (2014 - ) review,First published: 1st June 2016,3.4,"Engines give thunderous performance,Interior is simply beautiful,Lots of luxury kit provided","Costs a lot to buy and run,Could be smoother and quieter on the road,Bentley’s reliability record is concerning",,"
The Bentley Flying Spur is one very expensive car to buy and run, but it delivers enough interior quality, performance and dynamic ability to justify the price. If you can afford it, there’s no reason not to.
","The Bentley Flying Spur is a luxury four-door limousine that majors on quality, luxury and dynamic prowess. It costs a fair bit more than a Mercedes S-Class or Audi A8, but is it worth the extra outlay?"
www.autotrader.co.uk,Bentley',Ivan Aistrop,Bentley Continental GT coupe (2015 - ) review,First published: 10th April 2017,3.8,"Flawless interior quality,Comfortable and quiet on the road,Very practical for a GT","Clunky infotainment system,Hefty depreciation costs,Reliability record is a concern",,"
Compared with rival Grand Tourers like the Aston Martin DB11 and McLaren 570GT, the Bentley Continental is much more focused. It concentrates on providing the ultimate GT experience, rather than getting too distracted by the pursuit of sportiness, and it’s all the better for it. Few cars can munch through the miles as quickly and as easily as the Bentley, but it’s also thoroughly engaging to drive, hugely pleasurable to sit in, and more practical than most of its rivals. Ageing, but still brilliant.
","Despite its curvy looks, the Bentley Continental GT is not a sportscar. It’s a Grand Tourer, and that means it’s designed to do massive mileages in one hit, and deliver its occupants to their destination in comfort and luxury."
www.autotrader.co.uk,Bentley',Jon Quirk,2017 Bentley Bentayga Diesel first drive review,First published: 7th December 2016,,,,,,"This version of the Bentley Bentayga  is the first diesel-engined car to be sold in the company’s 97-year history. A black badge, black grille and re-profiled exhausts are all that visually distinguishes it from its petrol-powered counterpart."
www.autotrader.co.uk,Bentley',Ivan Aistrop,Bentley Mulsanne saloon (2017 - ) review,First published: 30th March 2017,3.8,"Interior quality has to be seen to be believed,Incredibly comfortable and refined,Hugely exclusive","Questionable reliability record,Huge cost every step of the way,Sheer size can make it daunting to drive",,"
At its heart, the Bentley Mulsanne is a luxury limousine, but it’s so much more than that. It’s also the ultimate expression of wealth and prosperity, a lesson in craftsmanship and quality, a symbol of a great British institution, not to mention being an exceptional piece of engineering. Yes, it has an if-you-have-to-ask pricetag, but if you can afford to even think about buying one, you won’t so much as bat an eyelid at the cost.
","The Bentley Mulsanne is a luxury limousine that is so aspirational, only a Rolls Royce Phantom can match it for exclusivity. It majors on comfort and quality – just like it should – and it makes its occupant feel special in a way that very few other cars can."
www.autotrader.co.uk,Ferrari',,Ferrari 599 GTB Fiorano coupe (2006 – 2012) review,Last updated: 14th November 2014,4.0,"Massive performance potential,Clever magnetic damping system,Surprisingly useable","It’s big,Brake feel isn’t great,Hugely expensive",,"
Ferrari’s 599 GTB Fiorano flagship serves up astonishing pace from its Enzo-derived V12 yet also delivers surprising comfort. It all adds up to a crushingly capable supercar.
","Read the Ferrari 559 GTB Fiorano coupe (2006 - 2012) car review by Auto Trader's motoring experts, covering price, specification, running costs, practicality, safety and how it drives."
www.autotrader.co.uk,Bentley',Paul Bond,Bentley Bentayga SUV (2016 - ) review,First published: 3rd February 2017,3.9,"Incredibly powerful and quick,Stunning interior,Superb refinement","Vastly expensive,Divisive looks,Not as capable off-road as rivals ",,"
It’s a testament to the work done at Bentley that its new SUV feels not like a departure, but a natural extension of its current range. The Bentayga manages to look, feel, and drive like a traditional Bentley, yet it also has a span of abilities that no other car in the line-up can match. It breaks new ground in areas the brand sorely needed, and rightly deserves the success it seems so destined for.
","The Bentayga is Bentley’s first ever foray into the world of luxury SUVs, and while it follows in the footsteps of Porsche with the Cayenne, it has no real rivals, for now at least."
www.autotrader.co.uk,Ford',Ivan Aistrop,Top 5 best Hot Hatches,First published: 12th August 2016,,,,,,"With the sheer amount of excellent models on offer, hot hatch buyers have never had it so good. But, which models are most worthy of your consideration? Find out here..."
www.autotrader.co.uk,Ford',Pete Tullin,2016 Ford Kuga first drive review,First published: 28th October 2016,,,,,,"The Kuga was beginning to look like a bit of an old-stager compared to flashier models like the Seat Ateca and Nissan Qashqai. No doubt, Ford is hoping a bold new look, more efficient engines and the latest tech will see the old boy back on top form. "
www.autotrader.co.uk,Ferrari',,Ferrari 458 Coupe (2011 - ) review,Last updated: 19th November 2014,4.1,"Stunning performance,Racing car handling,Surprisingly easy to drive","High price,Complicated steering wheel controls,Not as raw as the 430 Scuderia",,"
There is no question that the Ferrari 458 Italia sets the new benchmark for the class.
","Read the Ferrari 458 Italia coupe (2009 - ) car review by Auto Trader's motoring experts, covering price, specification, running costs, practicality, safety and how it drives."
www.autotrader.co.uk,Ferrari',,Frankfurt Motor Show 2015: Ferrari 488 Spider,First published: 11th September 2015,,,,,,Ferrari's most powerful mid-engined convertible ever is unveiled at Frankfurt
www.autotrader.co.uk,Ford',Andy Pringle,Ford adds sporty ST-Line models to Kuga range,First published: 1st August 2016,,,,,,"After applying the same treatment to the Fiesta, Focus and Mondeo earlier this year, Ford is giving buyers of its mid-sized SUV the option of a version that looks and feels sportier. "
www.autotrader.co.uk,Ford',Pete Tullin,Ford Edge long-term test review – first report ,First published: 13th December 2016,,,,,,"Contributing editor Pete Tullin is spending six months living with Ford’s biggest SUV, to see how well it can cope with the challenges of everyday life."
www.autotrader.co.uk,Ford',Ivan Aistrop,2016 Ford Ka+ first drive review,First published: 22nd September 2016,,,,,,Ford has done a cracking job in turning this Indian-built runaround into a very credible budget supermini for the UK.
www.autotrader.co.uk,Ferrari',Andy Pringle,Ferrari reveals new GTC4Lusso,First published: 9th February 2016,,,,,,"Revised version of FF Grand Tourer features facelifted looks, an uprated four-wheel drive system and a more powerful 6.2-litre V12 engine"
www.autotrader.co.uk,Ford',Ivan Aistrop,Ford Ka+ hatchback (2016 - ) review,First published: 3rd October 2016,3.0,"Lots of space for not much money,Pretty good to drive,Surprising mechanical refinement","Cheap-feeling interior,Performance is very laboured,Entry-level car needs more kit",,"
Ford has done a cracking job in turning this Indian-built runaround into a very credible budget supermini for the UK. It’s not up there with the best small cars for quality, style or desirability, but it’s very spacious, decent to drive and really affordable to buy. If those are your priorities, then give it a look.
","The Ford Ka+ is a budget supermini that concentrates on practicality, affordability and value-for-money. It compares with a Vauxhall Corsa on size, but a Vauxhall Viva on price."
www.autotrader.co.uk,Ford',Rachael Hogg,Ford Mustang scores poor two-star Euro NCAP safety rating,First published: 25th January 2017,,,,,,"Basic technology, such as autonomous emergency braking, is not included as standard on the Mustang, yet is available on models such as the Ford Fiesta, and Ford Edge."
www.autotrader.co.uk,Ferrari',Rachael Hogg,Ferrari debuts new GTC4 Lusso T at Paris Motor Show,First published: 1st October 2016,,,,,,"The new 'entry level' Ferrari GTC4 Lusso T makes its debut at the Paris Motor Show, the brand's first ever four-seat, rear drive V8."
www.autotrader.co.uk,Ford',Pete Tullin,Ford Kuga SUV (2015 - ) review,First published: 8th November 2016,3.6,"A fine balance of comfort and control,Strong, refined diesel engines,Generous kit list","Boot is smaller than many newer rivals,The cabin looks and feels very dated,Petrol engines are quite boomy",,"
Despite its age, the Ford Kuga is still one of the better compact SUVs you can buy. Go for one of the ST-Line models and you’ll be amazed at how engaging the Kuga is to drive. Tick the box for one of the punchy diesel engines and you’ll be just as chuffed by the easy flexibility, strong performance and impressive economy. Inside, the Kuga provides just about enough usable space and versatility for most family needs, along with some groovy connectivity and plenty of advanced safety kit. Unfortunately, all this good work is undermined by a rather dowdy interior that looks and feels seriously old-hat compared to many newer rivals.
","The Kuga has been with us since Adam was a lad, but it’s still a huge seller. No surprise then that Ford has added a range of more efficient engines and the latest tech to help the old boy keep pace with flashier models like the Seat Ateca and Nissan Qashqai."
www.autotrader.co.uk,Ford',Andy Pringle,Fiat and Ford models perform poorly in crash tests,First published: 1st March 2017,,,,,,"Little more than a month after the Mustang scored just two stars in Euro NCAP tests, Ford's new Ka+ also put in a disappointing performance, as did the Fiat 500"
www.autotrader.co.uk,Ford',Rachael Hogg,Ford unveils new 2017 Fiesta,First published: 30th November 2016,,,,,,"The eighth generation of the country's best-selling car will go on sale next year, with a choice of three- and five-door hatchback bodies and a crossover-styled Active model"
www.autotrader.co.uk,Ferrari',Andy Pringle,Ferrari 812 Superfast to be unveiled at Geneva Show,First published: 16th February 2017,,,,,,The fastest and most powerful car in Ferrari history will be powered by a 6.5-litre V12 engine
www.autotrader.co.uk,Ford',Pete Tullin,Ford Galaxy MPV (2015 - ) review,First published: 22nd March 2017,4.0,"Cabin provides lots of space for seven,Comfortable and enjoyable to drive,Strong diesel engines","Taxi rank image,An S-Max does almost as much for less,We’d like to see more safety kit as standard",,"
Take our advice and ignore the slightly tarnished taxi airport run image, because the Ford Galaxy is one of the best full-sized seven-seat MPVs money can buy. Although it’s a big old bus, it never feels like it from behind the wheel. Even when it’s fully laden, it always feels controlled and seldom feels underpowered, thanks to its strong range of diesel engines. Inside, the Galaxy offers everything a growing family could desire, including loads of space, superb all-round visibility, smartly trimmed upholstery, great versatility and oodles of storage solutions.
","The Galaxy is an immensely talented full-sized MPV to rival the likes of the Seat Alhambra and Peugeot 5008. It offers an enormous amount of passenger space, great versatility and a polished drive."
www.autotrader.co.uk,Ford',Rachael Hogg,Ford unveils 2018 Mustang facelift,First published: 18th January 2017,,,,,,"There’s a new front end, new tech, and new gearboxes for Ford’s pony car."
www.autotrader.co.uk,Ford',Pete Tullin,Ford Edge long-term test review – final report,First published: 22nd June 2017,,,,,,Pete Tullin takes time out for some fond reminiscing about life on the Edge.
www.autotrader.co.uk,Ford',Pete Tullin,Ford Edge long-term test review – second report ,First published: 18th January 2017,,,,,,"While the Ford Edge has proved itself in all weather conditions, the dirt and grime of winter is causing a couple of small issues for contributing editor Pete Tullin..."
www.autotrader.co.uk,Ford',Pete Tullin,Ford Edge long-term test review – third report,First published: 21st February 2017,,,,,,Contributing editor Pete Tullin is spending six months living with Ford’s biggest SUV to see how well it can cope with the challenges of everyday life.
www.autotrader.co.uk,Ford',Rachael Hogg,Ford announces new Fiesta ST hot hatch ahead of Geneva Motor Show,First published: 24th February 2017,,,,,,"After the announcement of the new Fiesta towards the end of 2016, Ford has confirmed the new sporty ST."
www.autotrader.co.uk,Ford',Pete Tullin,Ford Edge long-term test review – fourth report,First published: 20th March 2017,,,,,,"Pete has a run in at the golf club with someone who isn't the biggest fan of the Edge, but there are plenty of people out there offering nods of admiration..."
www.autotrader.co.uk,BMW',Andy Pringle,BMW 220d Gran Tourer long-term test review – fifth report,First published: 29th April 2016,,,,,,We try out BMW’s first ever seven-seat MPV and see how it copes with the ultimate challenge: family life. This month we've encountered our first mechanical problem
www.autotrader.co.uk,Ford',Andy Pringle,New Ford Fiesta ST hot hatch breaks cover at Geneva,First published: 7th March 2017,,,,,,"The outgoing Fiesta ST is still renowned as one of the greatest hot hatches at any price, so much is expected of the all-new three-cylinder model that was seen in the flesh for the first time this week"
www.autotrader.co.uk,Ford',Pete Tullin,Ford Edge long-term test review – fifth report,First published: 27th April 2017,,,,,,"Contributing editor Pete Tullin isn’t the biggest fan of the Edge’s autonomous features, but has plenty of nice things to say about the rest of it. "
www.autotrader.co.uk,Audi',Paul Bond,Audi TT S long-term test review – fifth report,First published: 28th September 2016,,,,,,"To find out if our TT S is the perfect pick of the range, we drive the cheapest TT Roadster, and the most expensive back to back, to find out if you really do get what you pay for..."
www.autotrader.co.uk,Ford',Pete Tullin,Ford Fiesta Hatchback (2017 - ) review,First published: 3rd July 2017,4.3,"Attractively priced and with good equipment,Economical engines bring low running costs,Brilliant to drive","Diesel cars aren’t so well rounded,Rear legroom is tight,The price of Vignale models is hard to justify",,"
Crammed with everything that Ford’s engineers have learned, this latest model may be bigger, more comfortable and more refined than ever, but it’s still very much a Fiesta at heart. Consequently, along with its new-found comfort and refinement, it bristles with the type of fun-to-drive character that has beguiled countless Fiesta drivers down the years. As well as that, this latest model is also easier to live with, thanks to more sophisticated ergonomics, upgraded cabin materials and a tad more interior space, along with the latest infotainment technology and safety kit. Is the Fiesta all the car you’ll ever need? Not entirely, but it’s pretty darn close.
","The previous Fiesta outsold everything else in its class, but with newer rivals like the Seat Ibiza and the upcoming Volkswagen Polo to contend with, Ford knows it cannot rest on its laurels. Welcome to the eighth iteration of the Ford Fiesta."
www.autotrader.co.uk,Audi',Paul Bond,New 2017 Audi Q5 uncovered at Paris Motor Show,First published: 29th September 2016,,,,,,"Audi's new SUV revealed, due to go on sale early in 2017 to rival the Mercedes GLC and BMW X3, with less weight, a bigger cabin, and luxury and tech from the larger Q7."
www.autotrader.co.uk,Chrysler',,Chrysler Grand Voyager MPV (2008 – ) review,Last updated: 20th November 2014,2.9,"Clever folding seats,Huge interior space,Plenty of standard equipment","Rivals drive with more sophistication,Poor fuel consumption and emissions,Cheap feeling plastics inside",,"
The Chrysler Grand Voyager is big on equipment and space, but it’s short on driver appeal and lacks the sophistication of European and Japanese MPVs.
","Read the Chrysler Grand Voyager MPV (2008 - ) car review by Auto Trader's motoring experts, covering price, specification, running costs, practicality, safety and how it drives."
www.autotrader.co.uk,Chrysler',,Chrysler 300C saloon (2005 – 2011) review,Last updated: 26th November 2014,3.3,"Looks great – still,Very good value,Spacious cabin","Cabin feels cheap,Not much engine choice,Limited practicality",,"
The Chrysler 300C has been around since 2005 yet it still offers a combination of distinctive looks and great packaging that you won’t find elsewhere.
","Read the Chrysler 300C saloon (2005 - 2011) car review by Auto Trader's motoring experts, covering price, specification, running costs, practicality, safety and how it drives."
www.autotrader.co.uk,Chrysler',Andy Pringle,Chrysler Ypsilon Hatchback (2011 - ) review,Last updated: 5th November 2014,2.6,"Stand-out styling,Economical, with engine stop-start as standard,Characterful 0.9-litre petrol engine","Quite expensive,Cramped in the rear,Not enough safety equipment",,"
The Ypsilon looks very distinctive, but it has too many drawbacks for us to recommend it over most other superminis.
",Read the Chrysler Ypsilon hatchback (2011 - ) car review from Auto Trader's motoring experts
www.autotrader.co.uk,Chrysler',,Chrysler Delta Hatchback (2011 - ) review,Last updated: 7th November 2014,3.5,"Space. Massses of it,Engines – for performance and economy,Stylishly furnished","The ride with big wheels,Too much ambient noise in cabin,Rear seats don’t fold flat",,"
The car badged overseas as a Lancia Delta now gets Chrysler grilles and badges so it can be exported to the UK where Lancia has no sales network. It’s at the luxury end of the mid-sized hatchback market, so it’s pricey, but you get a lot for your money.
",Read the Chrysler Delta hatchback (2011 - ) car review from Auto Trader's experts
www.autotrader.co.uk,Audi',Jon Quirk,2016 Audi R8 Spyder first drive review,First published: 10th October 2016,,,,,,"The Audi R8 Spyder is the drop top version of the flagship R8 supercar. It uses the same naturally aspirated 5.2-litre V10 engine which, in a new era of turbocharging, is becoming an increasingly rare breed. "
www.autotrader.co.uk,BMW',Andy Pringle,BMW M2 Coupe (2016 - ) review,Last updated: 31st May 2016,3.8,"Cheapest new M Car, but still a ‘proper’ M Car,Fantastic performance, with brakes to match,A wonderfully engaging car to drive","Cabin too much like the standard 2 Series’,Ride is pretty firm at low speed,Long waiting lists to buy one",,"
The M2 is a superb car that does all the things a performance car – and, more particularly a BMW M car – should do: it’s fast, fun and pretty raw. True, the firm ride may put off some potential buyers, but if you’re a re-blooded petrolhead, you won’t be out off by such minor inconveniences. Instead, you’ll revel in the speed, the sound and the sharp handling; and, given that get all this £44,000, you could even call it a bargain, but we'd also say that the M235i is almost as scintillating for a lot less cash.
","The M2 is the cheapest of BMW's renowned M cars, but does that mean you're getting a bargain or being short-changed?"
www.autotrader.co.uk,Audi',Paul Bond,Audi TT S long-term test review – final report,First published: 1st November 2016,,,,,,It's time for Paul to give the Audi TT S back. Life will seem greyer without it...
www.autotrader.co.uk,Audi',Rachael Hogg, New 2017 Audi RS3 with 394bhp revealed at Paris Motor Show,First published: 30th September 2016,,,,,,"The new car uses the same 394bhp five-cylinder 2.5-litre engine as the Audi TT RS, with tweaked exterior and new technology inside. Can it really blow away the BMW M2?"
www.autotrader.co.uk,BMW',Andy Pringle,BMW 220d Gran Tourer long-term test review – final report,First published: 3rd June 2016,,,,,,We look back on six months with BMW’s first ever seven-seat MPV and see how it coped with the ultimate challenge: family life in suburban south west London
www.autotrader.co.uk,BMW',Ivan Aistrop,BMW X1 SUV (2016 - ) review,First published: 13th September 2016,3.9,"Cabin is plush and practical,Lots of standard kit,Polished driving experience","Not cheap to buy,Unclear reliability record,Rear visibility could be better",,"
The BMW X1 is one of the best cars of its type. It looks great inside and out, it’s practical enough for a small family, and it’s comfortable and enjoyable to drive. It’s not cheap by any stretch of the imagination, but to compensate, it’s very well equipped and will be very affordable to run. Well worth a look.
","The BMW X1 is a small prestige SUV that competes with cars such as the Audi Q3 and Mercedes GLA. It looks great inside and outside, and does a good job in each and every area. "
www.autotrader.co.uk,Chevrolet',,Chevrolet Cruze saloon (2009 – 2014) review,Last updated: 20th November 2014,3.6,"High level of kit as standard,Impressive interior,Low running costs and excellent warranty","Saloon layout limits practicality,Lifeless steering,Heavy depreciation",,"
The Chevrolet Cruze provides great value for money. With its low price and high equipment level it beats many of its similarly sized rivals.
","Read the Chevrolet Cruze (2009 - ) car review by Auto Trader's motoring experts, covering price, specification, running costs, practicality, safety and how it drives."
www.autotrader.co.uk,Audi',Ivan Aistrop,2017 Audi Q5 first drive review,First published: 6th October 2016,,,,,,"Audi's new SUV was only unveiled to the world at last week's Paris Motor Show, but an early drive in Mexico - where it will be built - shows that it's among the best in its class"
www.autotrader.co.uk,Audi',Jon Quirk,2017 Audi S5 quattro first drive review,First published: 5th December 2016,,,,,,The Audi S5 is a medium-hot performance version of Audi’s two-door coupe. It combines searing pace with the all-weather stability of four-wheel drive.
www.autotrader.co.uk,BMW',Rachael Hogg,2017 BMW 5 Series to launch in February next year,First published: 16th September 2016,,,,,,"A strong competitor to the Mercedes E-class, Audi A6, and Jaguar XF."
www.autotrader.co.uk,Audi',Ivan Aistrop,Audi Q5 SUV (2016 - ) B9 review,Last updated: 17th March 2017,3.8,"Wonderful interior quality,Good to drive on optional air suspension,Very good rolling refinement","Some rivals are more enjoyable to drive,S-Line suspension is too harsh,Shaky historical performance on reliability",,"
The Audi Q5 has no shortage of premium SUV competition, with Mercedes, Jaguar, Porsche and BMW all offering super-talented rivals. However, the Q5 definitely has what it takes to compete doing a great job in most areas, and an exceptional job in some of them. Not the most exciting car of its type, but certainly one of the most complete.
","The Audi Q5 is a prestige compact SUV that competes with cars like the BMW X3, Jaguar F-Pace, Porsche Macan and Mercedes GLC. Like most other Audi models, it competes mainly on its interior quality and its technology."
www.autotrader.co.uk,Chevrolet',Andy Pringle,Chevrolet Spark hatchback (2010 – ) review,Last updated: 14th November 2014,3.1,"Funky styling,Big discounts available,Plenty of space in the front","Small boot,Some switchgear feels cheap,Lethargic engines",,"
The funky styling of the Chevrolet Spark, plus the low prices - courtesy of the current major discounts on offer - will find favour with many young buyers. 
","Read the Chevrolet Spark hatchback (2010 - ) car review by Auto Trader's motoring experts, covering price, specification, running costs, practicality, safety and how it drives."
www.autotrader.co.uk,Audi',Jon Quirk,Our Top 6 cars of the 2017 Detroit Motor Show,First published: 10th January 2017,,,,,,"The North American Auto Show is the first major motor show of the new year; and, from halls packed full of exciting new cars, these are our favourites"
www.autotrader.co.uk,BMW',Rachael Hogg,BMW launches sporty X2 concept at Paris Motor Show,First published: 29th September 2016,,,,,,"The X2 will fit in between the X1 crossover, and the larger X3 SUV, and is the first Sports Activity Coupe in the compact class. "
www.autotrader.co.uk,BMW',Rachael Hogg,BMW reveals facelifted 4 Series,First published: 17th January 2017,,,,,,"UK deliveries of the facelifted 4 Series are slated for April, with prices starting from £32,525."
www.autotrader.co.uk,Audi',Andy Pringle,Audi reveals revised A5 Cabriolet,First published: 4th November 2016,,,,,,Adding the soft-top version of the A5 to the range completes the line-up.
www.autotrader.co.uk,BMW',Ivan Aistrop,BMW 3 Series Touring estate (2015 - ) review,First published: 12th October 2016,4.1,"Entertaining handling,Strong performance,Wide range of engines","Gruff diesels,Misses out some safety kit,Not as plush inside as rivals",,"
The latest 3 Series Touring is a family car for those who are still young at heart. It offers keen drivers plenty of reward, has a brilliant automatic gearbox, and some impressively low running costs for company car drivers. However, it's not as plush or as refined as the latest Audi A4 Avant, nor as well equipped as a Mercedes C-Class. Still, it has such a wide range of abilities that, as an all-rounder, it's still one of the best small estates.
","The BMW 3 Series has set the standard for a generation of sporty saloons, but how does the Touring version fare against other premium estates?"
www.autotrader.co.uk,BMW',Andy Pringle,Hybrid version of new BMW 5 Series on sale in January,First published: 9th January 2017,,,,,,"BMW has confirmed full details of the plug-in hybrid 530e iPerformance saloon, which will be available to order this month."
www.autotrader.co.uk,BMW',Andy Pringle,New 2017 BMW 5 Series saloon unveiled,First published: 13th October 2016,,,,,,"The company’s rival for the Mercedes E-Class, Audi A6 and Jaguar XF goes on sale this month."
www.autotrader.co.uk,Audi',Paul Bond,Audi TT RS Coupe (2016 - ) review,Last updated: 16th March 2017,3.8,"Obscenely fast,Sure-footed handling,Stunning interior","Expensive for a TT,Very firm on standard springs,High running costs",,"
The Audi TT RS possesses many traits we’ve become familiar with in the current generation of fast Audis. It looks truly fantastic – all sharp angles and wide aggressive stance – it’s devastatingly quick, beautifully made inside, and has a characterful, monstrous five-cylinder engine. However, it’s also hobbled by the same flaws, with overly light steering and neutral handling that prevent it from knocking the Porsche Cayman off its perch as the best pound-for-pound sports car.
","The high-performance flagship of the TT range, the RS is all about turbo power, visual aggression, and a thumping new 2.5-litre engine."
www.autotrader.co.uk,Audi',Andy Pringle,New Audi RS3 Sportback to be unveiled at Geneva Show,First published: 10th February 2017,,,,,," Hot on the heels of the new RS3 saloon comes the revised five-door model, using the world’s most powerful five-cylinder engine."
www.autotrader.co.uk,Chevrolet',,Chevrolet Cruze Hatchback (2012 - ) review,Last updated: 7th November 2014,3.5,"Packed with equipment,Safe,Comfortable","Vague steering,Lifeless 1.6-litre petrol engine,Weak used values",,"
The Chevrolet Cruze hatchback is a Ford Focus-sized family car which offers a comfortable ride and good safety credentials. Two petrol and one diesel engine are offered, each with the choice of manual or automatic gearboxes.
","Read the Chevrolet Cruze hatchback (2011 - 2014) car review by Auto Trader's motoring experts, covering price, specification, running costs, practicality, safety and how it drives."
www.autotrader.co.uk,Chevrolet',,Chevrolet Lacetti SW estate (2005 – 2008) review,Last updated: 26th November 2014,2.5,"Fairly practical,Well equipped,Unusual","Not much choice,Heavy depreciation,Dynamically mediocre",,"
The Chevrolet Lacetti SW is a small estate that offers a lot of equipment and reasonable space for not a lot of money. But ultimately, ownership isn’t as cheap as you would first assume.
","Read the Chevrolet Lacetti SW estate (2005 - 2008) car review by Auto Trader's motoring experts, covering price, specification, running costs, practicality, safety and how it drives."
www.autotrader.co.uk,Chevrolet',,Chevrolet Orlando MPV (2010 – 2014) review,Last updated: 20th November 2014,3.2,"Spacious,Decent to drive,Five-year warranty","Rivals offer more family-friendly features,Engines lack efficiency,Unproven residuals",,"
The Chevrolet Orlando MPV isn't the most innovative child mover on the market, but it's comfortable, distinctly styled, spacious, decent to drive and offers impressive value for money.
","Chevrolet Orlando MPV (2010 - 2014) car review by Auto Trader's motoring experts, covering price, specification, running costs, practicality, safety and how it drives."
www.autotrader.co.uk,BMW',Ivan Aistrop,BMW 6 Series Gran Coupe (2015 - ) review,First published: 7th April 2017,3.5,"All versions deliver strong performance and refinement,Comfortable and capable on the road,Interior quality is excellent","Reliability record is of some concern,Some important safety kit costs you extra,Some rivals are cheaper",,"
The 6 Series, dynamically at least, is designed to do a very specific job, and that’s to belt up and down motorways quickly and comfortably, not to blast along B-roads at breakneck speeds. So long as you remember that, you’ll love the big Beemer. It looks great, it’s comfortable and refined, it has a luxurious, technology-filled interior, and it’s practical enough to ferry around your business colleagues and their briefcases. It’s a car you find yourself respecting rather than loving, but for many drivers, that won’t matter a jot.
","The BMW 6 Series Gran Coupe is a large slinky four-door that provides competition to the likes of the Audi A7, Mercedes CLS and the Porsche Panamera. Don’t be fooled by those swish looks, though, it’s much more of a long-distance cruiser than a sportscar."
www.autotrader.co.uk,BMW',Pete Tullin,BMW 2 Series Coupe (2016 - ) review,First published: 20th January 2017,3.5,"Entertaining handling,Strong performance,Excellent infotainment system","Gruff diesels,Tough ride,Not as special inside as an Audi TT ",,"
The 2 Series Coupe is a bit of a mixed bag. It delivers strong performance, great efficiency and has a fantastic infotainment system. However, it’s expensive, the driving position is not great, the steering is vague, and it’s not the most refined Coupe we’ve ever driven – especially with a diesel engine under the bonnet. What’s more, the ride is very firm on most models, so if you place a high premium on comfort, you’ll probably be better off looking at an Audi TT or a Volkswagen Scirocco.
","The BMW 2 Series Coupe is a compact, two-door four-seat coupe, designed to rob sales from the likes of the Audi TT. "
