year,date,qtr,Vader Sentiment,Normal rating,review,
2015,14-08-2015,3,0.9296,5, I've been driving gas and diesel VWs for 35 years with my previous ride being a 312k mile 2002 Jetta TDI that's never had a major problem and still runs great but time to move on.  I considered a Passat but bigger than I needed and drove like a large car meh styling.  I'd considered the now discontinued Jetta Sportwagen but it had the lesser version of the TDI blob styling and just couldn't get excited.  This new Golf Sportwagen snuck up on me going from being unaware of it to in my garage in about two weeks.,
2015,24-08-2015,3,0.3016,5, ,
2015,08-09-2015,3,0,3,Even though the Golf has historically been positioned as their low end model series in recent years it has enjoyed a rep as their performance series with classic VW Euro handling more sporty everything and even higher end interiors.  ,
2015,18-09-2015,3,0.933,5,Favorite feature? It checks all the boxes!  - Room like an SUV - Drives like a FUN car - Can haul everything you own  - Gets Prius MPG (45 highway) with diesel - Feels luxurious inside: not like a Toyota/Subaru you got loaded but more like an Audi/BMW if that makes sense - More fun than any sub $50K SUV out there - The pleather/leatherette is actually really nice - I can't think of what this car is missing there is detail in everything they did here - I dare someone to find such a nice balance of a car elsewhere ,
2015,07-07-2016,3,0.7003,5, Best car I've ever owned! The utility of an suv the economy of a compact all in a fun to drive package! And only about $20.000 great value!!!!,
2015,07-07-2016,3,0.296,5,"I really wanted a snappy handling car like my old Jetta and previous GTI so as stated above the Golf series is the closest you can get in their line-up.  This thing handles much better than a Passat if not quite my older VWs.  The S version has only 16"" wheels but my experience is that is good enough with good rubber.   ",
2015,13-07-2016,3,0.3612,5, I love my Passat.  The quality is far better than what is being offered by competitors.  The drive is amazing.  This is my 3rd Diesel VW product.  I drive over 30K miles a year and have never had more than routine maintenance performed.  NEVER one quality issue in over 300K miles driven.  And the service is great.  Free loaners they wash your car and the intervals are 10K miles not 5 or less like most cars.  By far the most economical car to own compared to the competition.  My wife was a Honda girl but she is a convert and also has a VW now.  You cannot go wrong with a VW diesel.  ,
2015,18-08-2016,3,0.9496,5," I bought my Sportwagen diesel 3 weeks before they announced the diesel scam. I got an incredible deal on both my trade in and the new car. I soon found out why. But! This is a great car. Lots of room for kids and dogs. It handles beautifully on the road. Turning is very smooth unlike anything I've ever felt. Mileage on diesel fuel is outstanding. I average 40 mpg in the city. On the highway however I get about 50 mpg.  My fuel costs have dropped dramatically. I have and paid for ""pulse"" on the third brake which routinely shows up as broken on my info screen now I just ignore it. I love this car it's easy to get in and out of and completely fills my need for a vehicle. I have tossed around the idea of the buyback but I love this car so much I can't find anything else I want. I consider myself very luck to have the diesel. Winter in Wisconsin has proven to be no issue for the Diesel engine with the right fuel.  So I'm 100% happy with this little wagon!",
2015,25-09-2016,3,-0.4023,5,Also expensive for a car in this segment.,
2015,14-10-2015,4,0.25,5, Bought a new fully loaded diesel sportwagen. First and foremost: This car is MUCH faster than its HP suggests. The diesel pulls effortlessly and is very quiet. The gas engine is good but this engine is something I've never experienced before and I come from a 2015 GTI (this is our second VW). The panoramic sunroof makes it feel like your car is almost a convertible. Diesel is so fuel-efficient it is crazy. I was afraid of the UREA scrub but its like adding windshield washer fluid - so simple. The reason I was so drawn to VW in the first place - it feels MUCH more expensive than its price tag suggests and has a soul to it. Its not boring like the cute 'ute competition.,
2015,15-10-2015,4,0,5, We were looking at crossovers since we've recently started a family but they were all so meh in test drives. We ended up test driving this one because it was at the lot next door and we feel just incredibly lucky that we did. We LOVE it. It's zippy and fun with a crazy amount of cargo space (comparable or greater than most crossovers) and is very quiet and smooth to drive. We got the base model because it's already well equipped and the quality of the interior for the price is just incredible. I discovered that we actually like to have a car with subtle elegant styling instead a tank that looks like it's ready to go mud slinging. ,
2015,31-10-2015,4,0.886,5, Quick enough solid feeling high end interior and fuel mileage that rocks! Fun to drive beautiful to look at. Mine had 40 miles on the odometer when I bought it and a few scratches on the interior but I saved 3500 off MSRP. VERY happy after 2800 miles.,
2015,31-10-2015,4,0.6249,4, Let me start by saying I traded in my midlife crisis Mustang for this car.  I am not disappointed in my decision.  I needed a sedan that would allow me to shuttle customers/coworkers/suppliers.  The backseat is the largest in its class the trunk holds plenty of luggage and the style is subtle but refined.,
2015,23-11-2015,4,0.6369,4," Beetle R-line front seats are not comfortable for those of us with ""larger bottoms"" and legs.  ",
2015,06-10-2016,4,0.3182,5,Update: After another 10000 miles I still enjoy the car.  I admit I have shopped a bit recently but cannot find another vehicle that goes toe to toe with the V6 Passat in this price range.  The closest thing I have found are a Mercedes E350 and a Lexus GS350 both of which are too much money for moving up a single Peggy on the board.,
2016,20-01-2016,1,0.6249,5, Considering the options available for this car this is definitely the best bang for the buck out there.  Especially when considering the other vehicles out there that offer dynamic suspension automatic w/ paddle shifters and a 0-60 in under 5 secs (they just don't exist in the Golf R's price range).  ,
2016,24-01-2016,1,0.0516,5,All in all a versatile safe nimble car for young families that is a blast to drive. If you are shopping for a mid range car (the usual Fords Hondas Toyotas or Subarus) this is a must test drive car. Better yet test drive this right after your top choice from other brands before you decide. You don't have to drive a crossover for added cargo space and worry about rollover later.,
2016,27-01-2016,1,0.9698,3, It felt (and sounded) like we were riding on a corrugated surface - very disappointing!,
2016,06-02-2016,1,0.962,5, Handles great. Awesome acceleration. Great electronics. A super fun car. You can tell that you're in a Golf because some items are obviously spec'd for a lower price point. However this much fun in a practical car cannot be passed up and the lower price point for a VW is still on par with a similarly priced BMW. Only an Audi/Mercedes will get you truly better interior.,
2016,07-02-2016,1,-0.3651,4,One of the things I have come to like a lot about the Golf R is that it is a wolf in sheep's clothing.  It doesn't beg for attention from law enforcement like other performance cars do.  Yet it has plenty of thrill providing capabilities whenever the mood strikes.  And it's practical enough for grocery shopping and driving my kids.,
2016,08-02-2016,1,0.9763,5,Couple of cons to keep in mind - noticeable Turbo lag at the start from 6 speed transmission but brilliant at highway speeds pretty much point and shoot at 4 5 and 6th speeds. No power seats for SE. Come on VW that is lame.,
2016,07-04-2016,2,0.8591,5,The Golf R is a total blast to drive.  It hangs in the curves like it's on rails.  Mine has the DCC suspension.  The best part is that the 'comfort' setting dials everything back enough that my mother would have no problems driving it.  Most of the time I leave the suspension dialed in to the 'race' setting which is fine for most of my driving.  ,
2016,03-05-2016,2,0.9913,4,We've now been driving the new TSI Sportwagen for six months and remain very pleased. It is very comfortable and quiet for long trips and equally adept and nimble in urban driving. The cargo space is cavernous and significantly larger than most comparable small SUV's I've found I can actually carry more than several friends who own larger crossover vehicles. We have also found the driver assist features - something we felt we had no need for - and excellent bonus. VW's adaptive cruise control blind spot sensors and rear collision avoidance and back up camera are all excellent features and perform very well. Our only complaint is that the blind spot warning lights on the side mirrors are quite small and the same orange color as the turn signal indicators making them less visible than they should be.,
2016,06-05-2016,2,-0.9056,5, Love this car. FWIW I'm a 52 year old owner. I love Hondas for their reliability. I got 275000 on my cr-v but was taken by the Volvo wagon at the auto show this year. However after reading several reviews and seeing a 10000 price difference between the se golf version and the Volvo I opted for the VW. To keep it short all I can say is it's awesome. Ride handling electronics is awesome. The only downside I see is getting in and out of the vehicle. Mind you I'm over 50 so a lower seat height is difficult compared to sliding your butt in on an SUV. Other than that  I get 10mpg more than my former vehicle fun driving and a quiet ride. Very satisfied.,
2016,06-05-2016,2,0.5719,5," Granted options are limited for the wagon enthusiasts out there but I'm really loving this car.  A lot.  I of course did my homework and drove several cars (Civic Accord Mazda 3 and others) before driving the Sportwagen.  Like the reviews elsewhere have noted it's a drivers car; crisp handling reasonable acceleration solid as a rock and very quiet on the inside.  That this combination of subtly surprising performance is cloaked in a wagon's exterior makes it all the more awesome.  It does seem to search for the right gear at low speeds (<15 mph) but it find it's groove quickly thereafter.  The 1.8 turbo is nicely suited to the car and it never feels under-powered.  The seats are also very comfortable front and back.  The resolution of the 5"" audio display/back-up camera is a little low but it's about the only gripe I have about the car.",
2016,03-06-2016,2,0.6124,5,Overall there is very little that I would have changed about this car.  My 1st complaint is the lack of a sun roof on the R model.  On the flip side a sunroof decreases chassis stiffness and moves the center of gravity higher both of which adversely affect handling.  Supposedly the Euro spec model comes with a sunroof.  I could have sacrificed a little in the handling dept. for a sunroof.,
2016,11-06-2016,2,0.9468,5, I needed a small low wagon so that my two aging golden retrievers could jump in the car easily but still have room. Edmonds price quote was lower than anyone else's and the dealership in st Augustine fl honored it! We are very happy with Edmonds the dealership and the car!,
2016,18-06-2016,2,0.9542,5, We use it for a promotional car for our local business and people love it.,
2016,25-06-2016,2,0,5, I have owned it for a month with only 1500 miles and I must say I love this car. I love the DCC and the ability on how it controls the suspension. I honestly thought it was going to a small improvement but comfort really sorts out the bumpy roads quite well. Race mode makes things fun and tight. You can also custom Taylor the individual mode to how you like it too. Driving this car is very fun and I never want to get out of it. I also have a new BMW 328xi which use to be fun but now drives like a boat compared to the R. If you have the chance to buy one just get it. It's a fast fun rocket that sits 4 comfortable with a very nice refined interior. The DSG transmission shifts awesome and keeps the revs up high while in sport mode. I initially tested out a bunch of performance cars at first but once I drove the R it was a solid choice that ticked all the boxes perfect. All this package for under 40k was a great choice.,
2016,02-07-2016,3,0.9796,5,We also have a Subaru Forester and we find ourselves driving the Sportwagen whenever we can even on longer trips as it's a much more comfortable (and fun) ride.  We find that the cargo area actually holds more of our stuff than does the Subie.  The cargo area is deeper (though not taller) than the Forester and 4 of our travel suitcases fit perfectly in the back.  ,
2016,01-08-2016,3,0.8638,5, This is definitely one of the most stunning and surprising cars that I've ever driven that has a high-quality Porsche feel to it when you're driving. I also love the fact that it is purely a sleeper car. For a mere $800 you can get a stage 1 tune and add almost an extra 100 HP and beat 2015 M3s Porsche Carreras and all sorts of muscle cars from Mustangs to Camaros and Dodge Chargers/Challengers. What's even more amusing is when you add some turns to the track and the Golf R will compete extremely well against anything you throw at it. Even with all the power the gas mileage is pretty high around 25/26 combined mpg (80% city 20% hwy).,
2016,15-08-2016,3,0.9403,5, As owners of a much beloved 2012 Jetta Sportwagen TDI we thought long and hard about purchasing another VW. After evaluating many options we decided on a new 2016 Golf Sportwagen TSI as our second vehicle and as an eventual replacement of the TDI which was due to be returned. So we were in the unusual position of driving the TDI and this new TSI Sportwagens at the same time in a real apples-to-apples comparison. We LOVED our TDI but this new Golf Sportwagen simply slays it. A more responsive engine superior transmission smoother and quieter ride more controlled handling and braking (didn't think we could get better than the TDI) better interior and exterior fit and finish and a slightly higher seat position and more interior and storage space have already convinced us we made the right decision. I'm back to driving the TDI the past week as my wife is driving the new car and it feels like a tank in comparison. It didn't hurt that we got an incredible deal on a 2016 year-end close-out. On the con side the TSI has significantly less torque than the TDI but we're surprised that the TSI actually has better acceleration. ,
2016,22-08-2016,3,0.9555,4," Love the car but not the gas mileage. Had a diesel so probably not fare to compare. Been told have to ""break it in some more"" before I can get better mileage. The USB port is in a tight space in the small storage space. Overall I do like the car a lot",
2016,05-09-2016,3,0.9881,5, Bargain for the roof rack.  What a ripoff at more than $300 extra.  Should be standard.  Good car overall comfortable maneuverable good mileage.  Love the huge roof rack,
2016,27-09-2016,3,0.9989,5, Really happy with my 2016 GolfSportWagen LE.  First and foremost this is a driver's car (it is a Golf after all) -- it is responsive with the turbo kick at low RPM's it has great handling and a sporty (but still comfortable) ride it brakes very well and it really likes windy roads.  Second it has the versatility and functionality for a growing family -- tons of room in the cargo area with easy fold-down rear seats for putting a bike in.  Third it has great features -- panoramic sunroof CarPlay advanced safety features automatic cruise control etc.  It is well designed and has high end touches everywhere.  With all of this the car was a really good value.  The only cons I have found so far are: (A) small fuel tank -- ~13 gallons so the decent fuel economy is offset by having to refuel more often; (B) sometimes rough downshifts when coasting which lead to more engine braking than desired.,
2016,21-12-2015,4,0.8419,5, Great car ! Writing review after owning it for a month. Bought in SF Bay Area. Superb ride quality excellent visibility and top notch fit and finish. Plenty of cargo space. Definite looker like its cousin Audi A4 wagon. Drives as a German car for sure responsive very easy to drive and rock solid feel. Not yet rated for 2016 but based on 2015 Golf safety ratings from last year most likely a top IIHS safety pick and 5 star NHTSA safety rating since no change to body structure. ,
2016,27-12-2015,4,0.9781,5, High performance meets practicality.  It's awesome.  Does everything as advertised.,
2016,01-10-2016,4,0.8658,4, Standout from the crowd.   This car is great value for money. Even base model is well equipped. I got an excellent discount during model year end sale  through Edmunds pricing option. Drives and handles like it's on rails and soaks up bumps easily. Excellent visibility all around. Trunk has tons of space and beats cargo room of any SUV. However back seat height and legroom could be improved. I also wish the seat bottoms provided a little more thigh support.  No automatic trunk release from inside the car.,
2016,03-10-2016,4,0.3752,3, I'm a big fan of blind spot monitors especially since they help in merging and shifting lanes on a busy freeway. I have these monitors on my Toyota Avalon and my Mazda 3 and these monitors work seamlessly. However the blind spot monitor on the VW golf is not only useless it is unsafe.  First of all the monitors are difficult to see partly because they're tiny and partly because the lights are not bright enough. Driving in bright sunlight makes it really difficult to see these lights. Secondly some genius in VW thought it would be a really smart idea to place blinking turn signal lights one inch from the blind spot monitors. As a result when I turn on my turn signal in preparation for a lane shift what I see in my side mirror are bright blinking lights not the blind spot monitor.  Seeing blinking lights makes one hesitate momentarily and that hesitation can spell the difference between a smooth lane change and an unsafe one. I've now deactivated the blind spot monitors on the VW Golf sportwagen  and instead angle my mirrors outwards to cover my blind spots. Since this is a safety issue I believe VW should address these problem. Right now I would settle for larger side mirrors without blind spot monitors.   I also find that the rear cross traffic alert is unreliable occasionally failing to detect vehicles moving behind me. For a driver to trust a cross traffic alert system the system has to work every single time. I've also deactivated adaptive cruise control because it makes the car decelerate suddenly when the vehicle in front makes a turn. This happens even when there is ample space between vehicles and slowing down is not necessary. I chose to spend the extra cash for these safety features because I was buying this car for my daughter but now I feel I just wasted my money on these features.,
2016,08-10-2016,4,0.9966,5, Two cars were in my final list; the R and a Focus RS. Here in Canada (Nova Scotia...had to use a Maine zip code to submit my review) the RS is $8k (!) more than the R. So the R was the obvious selection...and I am not disappointed. Definitely understated WRT its exterior...and I'm fine with that. Folks who know cars come up an ask me about routinely. It is very quick...especially when moving from 2nd 3rd thru 4th. Brakes are outstanding. Got a chance to enjoy the 4Motion in the snow the day it arrived (March 2016) and through out the remainder of the winter...also excellent on dry pavement when you are working the corners hard. Interior is consistent with VW/Audi...logical and good quality. Lots of soft surfaces. The exhaust tone is a bit pedestrian but not a big issue for me. One item of ongoing irritation - Android Auto. Quite unreliable - only connects to my phone after multiple efforts. Once it does it's great (Spotify Google Maps) but it should be seamless. Summary for someone living in Canada there aren't may vehicles that can touch the R's performance/$ ratio.,
2016,10-10-2016,4,0.7174,5,Engine is alright but the transmission is completely out of its element at speeds between 20 and 60 mph. If you keep it in drive it will have you lugging the engine up a hill in 6th gear at 30 mph.,
2016,19-10-2016,4,0.128,5,On a positive note the ride is excellent (when the car isn't vibrating) the interior is great and the seats are comfortable.,
2016,20-10-2016,4,0.8915,5, It's perfect for someone wanting a small commuter car with lots of room when needed. Cargo space is great. The ride is comfortable. The car drives well and the tornado red is the perfect color. I love it!,
2016,22-10-2016,4,0.9775,2, Great car if you're not worried about quality and reliability issues. I had to bring the car to the dealer for three separate repairs before I hit 10000 miles. Twice for a leaking sunroof and I've also had issues with vibration at highway speeds window squeaks and peeling paint on the rear bumper.,
2016,22-10-2016,4,0.8516,5, My VW Beetle Convertible is perfect in the city for urban driving while also being remarkably comfortable and well suited to the highway for long trips.  It has just enough features to make it feel modern without going overboard and having too much gimmickry and engineering.  The styling is excellent interior room is abundant (even for tall drivers like me) and performance is peppy and smooth as silk.  I regard this car as underrated and under-appreciated by the reviewers.  Anyone who drives it for even one day will be grinning from ear to ear.,
2016,27-10-2016,4,0.5267,4,MPG isn't quite as good as advertised.  And will get slightly worse if you add the APR stage 1 kit (even though APR claims otherwise) - my combined MPG is around 22.  However gas milage is still darn respectable considering the performance.  Adding the stage 1 APR kit drops the 0-60 time to under 4 secs.  And keeping the foot off the gas pedal becomes an exercise in will power.,
2016,17-11-2016,4,-0.8338,4, Got this after my lease on Sportwagen TDI expired. Two major gripes about the car -  automatic transmission is jerky when car slows down to about 30-20mph and right before stopping. As if it doesn't know what to do downshifting gears abruptly. Unpleasant. Second - after about 5 months of driving it noticed a sizable stain on the roof (moonroof) liner right where it meets rear tailgate. It has overtime became slightly less than a foot long and is as wide as the whole roof. Car is being taken care of right now by the dealer who is doing great job keeping me updated on the progress. But it seems like serious manufacturing defect due to improper welding  around moonroof. A smaller thing but also annoying. When accelerating if I press the pedal quickly nothing happens at all for the first half a second or so then it suddenly jumps. There is a certain amount of lag and it seems to become more and more noticeable as I drive the car more. Everything else about the car is fantastic I was able to hit 40 mpg on my way to work during 22 mile drive many times. Usually if driven carefully the car achieves 35mpg no problem. Very spacious and sporty at the same time. Interior quality is so much better than many Japanese cars and design is more subtle minimalistic just right for me.,
2017,01-01-2017,1,0.9685,5, Not quite as nice as my 2009 TDI but very good for the money.  Fun to drive.  Great features.  Manual is very nice.   Mileage is exceptional for non-Diesel.,
2017,01-01-2017,1,0.9784,5,Update: One thing I have noticed in the almost 10k miles of owning the vehicles is that the paint is far too delicate. The piano black decorative trim on the door B-pillars is liquid and even fingers leave marks that require abrasives to remove. If you are very picky about your vehicle upkeep and like it perfect like me be prepared to work hard for it!,
2017,01-01-2017,1,0.9873,5, Great road handling.  Outstanding in snow/ice.  I love the iPhone display on the car's display (car play).  Not great acceleration but I didn't expect or need that.  Shifting gears is a little sluggish and there's a barely audible transmission noise shifting in the lower gears.  I'm getting a little better mileage than I expected (22-25 around town) and 33-34 highway.  Still early but I love the car so far.,
2017,03-01-2017,1,0.9966,5, The Sport trim offers you the best value in your GTI I feel. It is almost like the Autobahn compared to the SE just spend the $1500 or so more you won't regret it. I got a great deal on my GTI Sport. I will get the negatives out of the way now since the list is still really short after 1 month of ownership. There are no fog lamps on this trim level. This was quite troublsome the other night in a white-out snow. THe road holding wasn't the issue visibility was and fog lamps would've been really nice to have. You get the lighting package however which gives you the lovely and aggressive looking xenon headlights and LED DRL lights. Ties the front together nicely every GTI should have these. The adaptive lighting when turning at slower speeds is also much better than in was on my 2012 Golf TDI. Quicker to respond quicker to turn off and better at throwing the light. Second negative rides a bit harsh I feel for normal driving the last generation of GTI was a bit more comfy in a straight line or during casual driving however it also didn't turn like the Mk7. This car's new MQB platform from Audi is a MAJOR improvement in the Golf/GTI lineup and handling is bliss in a corner when you throw it around a bit. Sharp direct and almost like an extension of your arms when you hold at 3 & 9'o clocks. Also you could teach someone with getting comfortable with a manual transmission or at least the principles of it. Super easy clutch almost too easy I plan to do some aftermarket work in there anyways but for the masses it is decent. I have had one defect so far a piece of cloth that forms the backing of the rear armrest fell off and the armrest is back-ordered minor detail. Can't even see it unless you look in from the rear. I am not concerned with it right now. The positives go on and on and on. But I will let you find out for yourself! ,
2017,04-01-2017,1,0,5, The car is only a month old for me but I absolutely love driving it.  I commute 100 miles a day and this car makes it much less of a chore.  Acceleration on the highway is amazing and the nimble handling makes it a blast to drive around town.  The only knock that I would give it is that I am struggling to get close to the advertised MPG.  That might be attributed to a heavy foot though.  :-),
2017,05-01-2017,1,0.5994,5,The SE package is the only trim offering this year but valued well with every 2016 SEL amenity sans some front lighting features. ,
2017,14-01-2017,1,0.9691,2, I'm a former Passat TDi owner and sold my Passat back to VW. I decided to be a loyal customer and bought a new 2017 Passat. I'm so disappointed in my purchase because I told myself to buy the Accord especially after dealing with the TDI issue. I went ahead anyway and purchased a new Passat SE with technology package. Don't Do It!!!! The front seat hurts my back as I commute daily for work about 60 miles a day. The pickup and transmission lag stinks. Oh My Sunroof switch Just broke after owning the car for a little over a month. I wish I could return the car and buy a Honda Accord.,
2017,14-01-2017,1,-0.5095,5, I owned 3 Tribeca Subaru and 1 Audi Q5; they were too small.  The Touareg is just right; it doesn't bump my head on the lift gate. There is just my wife and me and for us it is a perfect fit.  I was surprised at the good acceleration and disappointed with the low end torque since my two other Touaregs were the 3.0 diesels.  I think the air resources agencies have an aim to get rid of diesels.,
2017,19-01-2017,1,0.7717,5, So happy with my purchase only thing wrong with it is that I didn't make it sooner.,
2017,21-01-2017,1,-0.3149,5, I was one of the early buyers of this model ordered it from the factory fully loaded and took delivery in October. I'm a guy who loves to drive and having owned many other European models including Audi Porsche Land Rover Volvo and Mercedes I find VW the right mix of quality attention to detail simplicity technology and driving enjoyment. VW bought out my Jetta Sportwagen TDI regrettably giving that up as I'm a fan of diesels but a bigger fan of the environment. I considered many other models including hybrids however having owned Asian hybrids in the past including Honda Toyota and Subaru I find the cars absolutely boring to drive after a few months. Yes I strongly considered the Subaru Outback as an alternative but find the current generation model bloated-looking and do not like the Lineartronic CVT transmission. My Alltrack is fully loaded and I enjoy the styling and especially the lighting option that sets the car apart.  Acceleration transmission and road-feel are all very good definitely a step-up from the Jetta Sportwagen TDI. I do primarily city driving and I'm averaging 21 mpg (my diesel averaged 25 mpg city driving). On the highway I've averaged 33 mpg. I did have issues with the compass which impacted the NAV (factory re-call) and the lane assist program functions both repaired under warranty. I love wagons but here in the US options are limited to Subaru Audi Mercedes BMW and Volvo the 4 latter models being significantly higher priced. As far as I'm concerned the VW Golf Alltrack SEL with the driver assistance and lighting option package is a very similar wagon to the Audi Allroad makes sense since they share many of the same parts. Also the Audi Allroad runs on premium while the VW Alltrack runs on regular gas. To sum I really love this wagon and just waiting for some Chicago snow to test the 4-Motion AWD!,
2017,22-01-2017,1,0.5984,5,Two wishes: tighter steering although there is much to be said for the nimble nature of the current set-up.               Also versus my 2012 Jetta TDI I have lost around 29 lb-ft torque.                                         Enter the GLI horse power enter my grin and the clamouring for the lost torque is a long distant memory (sort of like the car that could have been behind me just a second ago). ,
2017,23-01-2017,1,0.8588,5," My Autobahn: leather/heat/power seat DCC Nav and ACC/Blind Spot/Cross Traffic safety features. Got an amazing year-end deal that I could not pass so I will return my VW TDI earlier than plan.  1k miles total so far in 2 weeks.  During past GTI test drives I always thought the ride was a bit stiff so I decided to get the Autobahn with DCC.  That way I can turn the suspension to a softer mode (""comfort"") when needed.   Funny after 2 weeks I now prefer ""sport"" mode over regular ""normal"" or ""comfort"" mode.  The GTI MK7 engine is very smooth as it happily rev up to its red line.  Combined with its lightweight the GTI can quickly and easily pass other cars at highway speed.   You can get speeding ticket(s) if you are not careful with this car as it goes from 60 to 80 mph in no time.  It makes me wonder what APR stage 1 or 2 mod will turn this car into ?  As a manual trans driver in the past I found the DSG pretty amazing on any street at any speed.  I don't understand all of GTI DSG complaints out there.  Nobody can shift the transmission as fast and smooth aggressive when needed than this smartly engineered DSG.  The DSG in my 2013 TDI is good this one is GREAT.  As advertised GTI returns 29 mpg combined.  I am very happy with its safety features they are excellent and work as designed.   The bad news ?  quality control is poor for a $36k list car.  Back window does not roll up/down driver door ambient light does not work back seat bench still have wrapping plastic protrude out from its bottom and worse the infotainment system with Nav broke (known issue) after three days - new unit is in ordered.  Even though CR predicts below reliability I'd expected better quality control after almost 2 year of Golf/GTI production in Mexico very disappointed.   My GTI issues are being fixed under warranty.  I gave VW GTI 5 stars mostly due to its interior luxury feel (very close to Audi BMW or Mercedes level) its Ultimate Driving Machine characteristics and its steep year-end discount.  Aside from the quality control annoyances  I have my grin every day driving this GTI.",
2017,25-01-2017,1,0,5, Great value awesome reliability,
2017,26-01-2017,1,0.7351,5," Budget vehicle to get from A to B. Cheap interior. I've leased it because this is my first VW. I've heard from friends that VW service is bad. When you lease a car most of the services shall be free. Not with VW. Dealer (Kings VW in Gaithersburg MD) tells me that NOT EVERYTHING IS COVERED UNDER THE WARRANTY. And I get ""contact VW on the phone""  and "" we are not fixing this for free"". And I don't visit a dealer anymore. Not changing oil (dealr's fee is $86 + tax). Nope. I am going back to Toyota when your Toyota  dealer has free coffee juice and water while I am waiting and the oil changes are $19.99 + tax ( I miss those days). I've leased 3 Toyotas in the last 10 years. Toyota people are great. I have 9K miles to go and when I go I never buy or lease another VW.",
2017,30-01-2017,1,0.9485,5, My first Passat was a 2007 model which I loved and regret selling it. The 2017 R-Line model has made me forget about the previous models.  Great looking car and fun to drive so far. I work for Toyota but I choose the Passat over the Camry. I put over 40k on my previous models and had ZERO issues.,
2017,30-01-2017,1,0.5859,5, Needs a sliding armrest.,
2017,30-01-2017,1,0.4939,5, I love the practicality of a hatchback the large storage area nice seating for 5 (normal size people of course) great acceleration good fuel economy (could be a little better but not bad) solid breaking fun to drive great handling.,
2017,04-02-2017,1,0.891,5, Great car! I love my jetta! 1.4 turbo! 40 miles per gallon combine using gasoline 91 octane is awesome! Great Value for you money!,
2017,12-03-2017,1,0.5106,5, I thoroughly researched the midsize segment and found the Passat to be a perfect fit for me.  I live in metro Phoenix so opted for the S trim since I'm not a fan of leatherette seats in our intense summer heat.  The base model has plenty of standard features and I was able to purchase a new one for $18800.  I love the fit and finish of the vehicle with its accompanying handsome understated design and you'd be hard-pressed to find a comparable sedan for under 19K.  I've owned all type of cars from different manufacturers but this is my first VW and I am very pleased.  I highly recommend the Passat.,
2017,15-03-2017,1,0.5106,5, S trim lack lots of neat features which are available only in SE/SEL like climate control auto lights.,
2017,16-03-2017,1,0.9859,4, Quite a car for the money.  The 1.8T engine is peppy if not strong and smooth like a V6.  Two great fun options are the Tiptronic shifting and the Sport mode for the 6-speed transmission.  This car has a lot of technology and is fun to operate.  There is no native Navigation but there is interface to the iPhone and Android which is actually better than Navi because you are using your own phone which you know backwards and forwards.  All the features are projected to the large info screen on the dash.  This saves a good $1500-2000 from the MSRP.  First day I had 3 adult passengers for a trip to a baseball game with two six-footers in the back who raved about the roominess and the ride.  Gas mileage looks like as advertised.  Happy with this car.,
2017,19-03-2017,1,0.3064,5," After owning a 2006 Honda Accord V6 EXL with NAV for the past 5 years I was a little nervous about going with a VW with a 4 cylinder Engine; especially after having my mind set on getting a 14 Accord EXL V6. After about 4 months of research and 1 step in the Passat I knew this was the car for me. The VW Passat in my opinion is a totally different experience than what you expect with other brands. The VW Passat is classy solid and a true drivers car. The 1.8 tsi is peppy and an absolute blast to drive engine; I find myself having a lot more fun than I did driving with my V6. I even got 40 MPG on the freeway going 65 mph with the AC on. The controls are simple to use and everything feels like it's in the right place. The steering wheel is comfortable and doesn't take a long time getting used to. I opted for the lighting package which takes this car to an Audi level. I get lots of looks during the day thanks to the DRL LED strip. The 3 stage seat warmers are awesome and the seats are pretty comfortable. I am a tall guy and I absolutely love the room in this car I just turned 26 and wanted to get an ""adults"" car since I will be owning this car in my 30's. I feel very happy and confident in my decision to buy a new VW Passat. This car is surely to give me many years of reliability and fun. I know VW may have had some issues and people have a bad taste in thier mouth about VW but I have owned 3 Hondas and it wasn't always as reliable as the  perception would lead you to believe. I take great care of my cars and only use dealers. I put shell v power in my cars and do scheduled maintenance on time and still had issues with my accord's. I believe with maintaing my VW as I should it will prove to be just as dependable. If your considering Honda Toyota Nissan etc.. put the Passat SE with lighting on your list. One step in the VW will show you how a car should be built. Plus I got a $28010 dollar car for $22500!!! It was a no branienr.",
2017,22-03-2017,1,0.7351,5, Solid great car for the price,
2017,27-03-2017,1,0.9134,5, I rated acceleration 4 of 5 not cuz it's slow (it's actually really quick) but because there is a bit of turbo lag.  But once you get the swing of how to work with it with the manual trans it's not a problem.  This car is so solid confidence-inspiring and neutral feeling yet it feels ready to play at all times.  And it's an absolute monster on twisty roads.  All that and it's as sedate of a cruiser as you like when you want it to be.  Amazing all-arounder of a car.,
