year,date,qtr,Vader Sentiment,Normal rating,Normal rating,review,,,
2010,25-01-2013,1,0.3896,3.875,We are truly disappointed with Ford.,,,,
2010,06-03-2013,1,-0.0516,4.625,- Ecoboost engine - Ability to tow up to 4500 pounds with sway control - SYNC - Park Assist,,,,
2010,10-02-2016,1,0.3182,5,side and rear doors access and the 180 style rear doors ,,,,
2010,04-04-2010,2,0,5,Side sliding doors need working windows. Rear door stabilizers that hold the door open when it is fully extended the slightest breeze will slam them shut.  Another foot in length would be great,,,,
2010,26-05-2010,2,0.3612,1.5,The smooth ride comfortable seating dual temperature controls and especially the automatic lift gate.  It's awesome.,,,,
2010,21-06-2010,2,0.8126,4.5, As part of my job I drive a Ford Transit Connect.  Overall I like the vehicle the handling is respectable even at highway speeds and interior cargo space truly is impressive.  I've driven this vehicle in all weather conditions and at all times of day.  While I am overall impressed with the vehicle however it does have a glaring safety concern.  The standard side view mirrors are inadequate for the vehicle. It desperately needs the full sized mirrors found on larger vans. Even looking over your right shoulder to check the blind spot it is possible to hide a mid-sized car in the Transits blind spot.,,,,
2010,30-06-2010,2,0.7269,3.25,Love the head room in the back storage area in front and the 40/60 split seats that fold two ways.,,,,
2010,01-06-2011,2,0.6369,3,Better drainage - moisture and dirt collect on the rounded bottom on the inside of the doors.  All holes under the hood were not plugged with sealer.,,,,
2010,15-04-2012,2,0.128,4.5,Rear open doors 180 degrees.,,,,
2010,03-04-2013,2,0,1.75, Wheel bearings went out at 50000!,,,,
2010,14-06-2013,2,0,2.625,Power windows have stopped working.,,,,
2010,21-05-2016,2,-0.2263,4,cargo space and driver's side leg room. side mirrors not wide enough to have a better view of what is coming to you.,,,,
2010,30-07-2009,3,0.4404,5, Great to drive large size Windows make it spacious. Great for parking in the city. Gets the job done!,,,,
2010,07-09-2009,3,0.8588,2.5, I and my coworker test-drove this vehicles because our company tried to purchase 2 of them to replace our current Ford 250s. We are afraid that this vehicle may not handle in the winter season because the chassis is way too low than what we expected. The cargo space is too little after you install the cabins is very hard to get in from side doors.,,,,
2010,24-07-2010,3,-0.4201,4.125, We use our transit connect for work. My number 1 concern is the lack of leg room for back seat passengers. At times we need to transport more than one person to the urgent care and the lack of leg room makes it very difficult to do so. At 60 Miles an hour the RPM are 25000 seams to high. Front seat is fairly comfortable even on longer trips. Visibility is very good all around. Huge front panoramic front windshield easy to see pretty much everything. ,,,,
2010,27-07-2010,3,0.9153,4.125, This wagon not only holds the grandkids but all of the toys too. Built a box in the back to hold camping/travel gear.  We can fold down rear seats and set up air mattress for unscheduled sleepovers.,,,,
2010,28-07-2010,3,0,5,Cargo space geometry ease of loading and unloading low deck height and pass through rear doors. Tie downs (needs more though) and price.,,,,
2010,10-08-2010,3,0.1027,3.75,Fuel tank is tiny I need to fill up every other day.,,,,
2010,29-08-2010,3,0,4.625, Good just need more room for business,,,,
2010,16-09-2010,3,0.4404,4.75, I've carried more cases of wine beer soda computer equipment then I can shake a stick at. This vehicle is designed for that and excels at it. It's amazing what it swallows. I just finished hauling 27 fully loaded 18 gallon totes in one load. I'm sure I was pushing the hauling weight capacity but it worked perfectly. When it's empty it rides like a washboard but it hauls cargo with the best. I've had zero mechanical problems and the divers side is comfortable for a full day's work. I've overloaded it and driven it for 10 hours on the interstate and it did well. It's not great on the interstate in high winds but again it's really designed for around town.,,,,
2010,20-09-2010,3,0.9566,3.875,Without a doubt the eco-boost is the ultimate feature...the test drive on the expressway put a smile on my face that's still there!  The hand's free phone panoramic moon roof and heated seats have gotten a lot of use too.  The fold down rear seats are a great improvement over the Expedition.,,,,
2010,26-09-2010,3,0.8932,3.375,"Ford says this is ""normal"" operating procedure and we have to warm the car up for five minutes before driving which is totally unacceptable.",,,,
2010,16-07-2011,3,0.2263,3.375, Had our Flex for nearly two years once we hit 22k miles began having brake failures car has been in dealer 5 times they have replaced vacuum booster and check valves. When the car has been parked overnight or for a few hours the brake pedal is very hard the car will not stop.,,,,
2010,14-08-2011,3,-0.4224,2.375,We use this vehicle for shuttling kids work and everyday errands.,,,,
2010,17-08-2013,3,0,4,- Price is a little steep - Some questionable exterior trim fit and finish - Roof rack should be made available with the vista roof option (which apparently Ford has done in 2011) - For the price other options such as rain sensing wipers and adaptive crui,,,,
2010,30-07-2015,3,0.144,2,Driver side door does not unlock with the key fob.,,,,
2010,08-07-2016,3,0,5, We have had our Flex for just over 3 years now.,,,,
2010,21-10-2010,4,0,3.125,They should make an extended version add another foot to the cargo area. For example the e350 vans reg size and the extended size ,,,,
2010,11-11-2010,4,0,4.875,Ecoboost engine second row leg room headrest DVD Sync system Navigation satellite radio,,,,
2010,14-11-2010,4,0,5, I love to drive this car! The Ecoboost makes highway acceleration effortless. The leather interior makes me forget it's the family car and I will never own a mini- van. I have three car seats in the back and it's easy to switch to the third row seats when needed. I also get stopped frequently by admirers of my candy red paint with the white roof. I do mostly highway driving and I get about 20 mpg consistently.,,,,
2010,25-11-2010,4,0.807,4.875, We bought this car to replace a 2000 Expedition.  We needed room for three grandsons riding along with Papa and Grandma!  The boys love their individual moon roofs (we've made several trips through the airport).  It's extremely comfortable and the versatile seating is great for shopping from groceries to home improvements.  It handled a 5-person bowling team plus luggage & 10 balls with power to spare.  We had a small issue with defective weatherstripping on the driver's door which was promptly replaced.  We also had brake problems which were a design flaw and has been remedied.  Overall this car has been a big hit with the entire family.   ,,,,
2010,25-11-2010,4,0.8716,4.25, Drives like a dream so roomy and comfortable.  I love the unique body style and so do a lot of other people.  My Flex gets a lot of attention.  I can hardly wait to take it on vacation.,,,,
2010,04-12-2010,4,0.9055,5,Sync system for hands free. Big flexible seating. Comfortable. Fairly problem free.,,,,
2010,09-12-2010,4,0.8442,4.875,Match customer service with other brands,,,,
2010,13-12-2011,4,0,1,All but one hubcap has come off.,,,,
2010,07-10-2015,4,0,4, Ford Flex is my company vehicle so it sees tremendous use. I really like it and so does my family for home use. Big and very flexible. One main issue so far is the Fuel Filler. The cap-less design is easily damaged and then you can't get fuel in your vehicle it keeps shutting the pump off. I live in NJ where you can't pump your own gas so I cant control how they do it. Taking to dealer tomorrow to get it fixed but did some research and saw lots of comments on the web on this (not covered under warranty etc. and it seems to be way too common). So be wary!,,,,
2010,26-10-2015,4,0.3685,3,Bigger gas tank,,,,
2013,03-02-2013,1,0,4.75, I was looking or a larger car yet didn't want a sit up high SUV. I liked these when they first came out yet was hessitant so waited a few years and I am glad I did. It glides real smooth when driving it has great handling and turning radius. Not hard to park. The eco boost is awesome. It gets up and goes when you hit the peddle. Great for long hauls and short hauls. Highway and back roads with all the curves. I have over 3000 miles on it and can't complain. Teenagers and friends fit in fine. can carry 4 dogs 4 adults and some with no problem. If you want a minivan look at this first. Has all wheel drive too. ,,,,
2013,26-02-2013,1,0.9737,5, The Energi is the first car I have found with significant electric range and a hybrid backup system that is practical.,,,,
2013,08-03-2013,1,0.2023,4.75,On a 120v charge range is 26 miles and haven't been to the gas station in over a month!,,,,
2013,27-03-2013,1,0,4.25,Besides the great mileage the car is still fun to drive.  The Energi innovations that Ford introduced along with the smart features this car possesses makes it a great way to travel.,,,,
2013,31-03-2013,1,0.9349,4.5,1.  Up the battery size to provide 100 miles + electric range.,,,,
2013,01-02-2014,1,0,4,3.  integrate the battery better so as to not take so much cargo room.  I am OK if this reduces the gasoline tank size.,,,,
2013,01-02-2014,1,0.7034,4.75,driving enough miles to save that much gas money. Was giving up a lot of room and comfort so went back to the Flex. The Ford Flex is by far the favorite car of my wife and I.,,,,
2013,02-03-2014,1,0.8779,3.125,The car is well made has great visibility a quiet cabin and lots of appointments that make the driving experience easy and fun.,,,,
2013,11-03-2014,1,0.9081,5,Although the C Max was OK I found that I wasn't,,,,
2013,20-03-2014,1,0.4466,4, Have been driving this car for about 6000 miles without a problem. With the federal tax credit and CA rebate the cost is the same as the regular CMAX hybrid.,,,,
2013,29-03-2014,1,0.5938,4.75,2.  Up the size of the onboard charger to speed charging of a larger battery,,,,
2013,17-04-2013,2,0,4.5,Volt is sporty but the dimensions of the car don't fulfill my everyday needs.,,,,
2013,23-04-2013,2,-0.4782,5, The Ford C-Max Energi a technological marvel is still continuing to perform flawlessly.  The average lifetime mpg-e for the car is over 75.  This includes several long trips through California Utah Colorado and New Mexico.,,,,
2013,24-04-2013,2,0.5574,4.375,Even with a battery pack in the trunk can fit a stroller out back will swallow groceries with ease and with the rear seats down a wheelchair will fit.,,,,
2013,13-05-2013,2,0.7579,4.625,Originally was going to purchase a Focus Electric but with range anxiety and needing more room the C-Max Energi was the smarter choice.,,,,
2013,12-06-2013,2,0.4497,5, Roughly 8 months ago I traded in my 2012 ford flex limited for a 2013 Ford C Max Hybrid. (I had owned a 2009 and 2011 Ford Flex previously),,,,
2013,01-05-2014,2,-0.2263,4.25,Car sees 80% city driving and 20% freeway achieving 120 mpge (EV mode) and 53 mpg (hybrid mode).,,,,
2013,24-05-2014,2,0.0516,2,"Plugin gas mileage. I drive 18-20 miles to work on all electric. The large company that I work for which is interested in being green is putting in a plugin station for me so I can commute home on electric as well. Haven't gone to the gasoline station since buying the car.  Headroom and practical dimensions yet sporty exterior. Handles well.  Have short family member that can use telescoping steering wheel to stay 12"" away from the steering wheel's airbag.",,,,
2013,16-06-2014,2,0.7096,5, Purchased last month (May) one of the last 2013's on the dealers lot and purchased for well below invoice and 0% for 72.,,,,
2013,04-06-2016,2,0.2732,5,None. I am happy with the way it is.,,,,
2013,04-07-2013,3,0.5719,5, I was looking at a couple SUV's and the Explorer was the last one on my list.,,,,
2013,20-08-2013,3,0,4,These changes would take the C-Max Energi from a great car to a world-class leader in my books.,,,,
2013,22-08-2013,3,0.6249,2.875,Dealerships are not aquainted with this car so we had to educate ourselves. Probably for the same reason they didn't encourage us to drive this car. We found most dealers didn't know how to drive the car on all electric. Had to figure this our ourselves. Dealers steered us away from the plugin C-Max Energi to the regular hybrid version. So glad we persisted.,,,,
2013,11-08-2014,3,0.1508,4.625,I am a retired automobile sales representive (30 plus years) and have owned and driven many makes and models.,,,,
2013,07-07-2015,3,0,3,Well done  Ford.,,,,
2013,08-09-2016,3,0.2732,4,It's now been over three years and the C-Max nicknamed Barry is still performing like it did when I first drove it home.,,,,
2013,30-09-2016,3,0.3612,5," The car that I have is a non turbo version with 20"" wheels. The engine has adequate power to haul 7 people but don't expect it to haul (that's the ecoboost version). Gas mpg is okay I drive in LA traffic everyday and I get 19-21 mpg combined. The car uses 87 octane and with this current cheap gas price I have no complaint. The only down is the infotainment system. Everything is touch sensitive and it gets annoying after a week. Just give me a damn knob or button for radio and AC control. Other than that this car is very quiet and smooth. Ride quality can be improved if you get the 19"" or 18"" wheels. Leg space is plenty in all 3 rows.",,,,
2013,05-11-2015,4,-0.6956,5, Hey its not the sexiest car on the road but it is roomy quiet comfortable and simply awesome for MPGe.  In 21000 miles I have used about $45 in gasoline.  I have a level 2 charger so life is easier.  I also do not have a long commute and most of my driving is within the electric only range of about 30 miles.  My only complaint is the reduced cargo capacity due to the batteries.  IMHO I believe FORD needs to:,,,,
2013,27-12-2015,4,0.9245,5,All of the safety features ecoboost engine panel moon roof turning radius for a large car comfort ease of folding seats. the Performance in general. The back up cameras.,,,,
2013,21-12-2016,4,0.7783,5, Absolutely love this 2013 Flex!!Only sorry we didn't switch from a full sized truck sooner. Thought we needed the truck for its ability to haul etc. but the Flex is satisfying that need. Gets better gas mileage and the costs of operation aren't a stress to our budget.,,,,
2014,13-01-2015,1,0.9401,5,We've only had the car about two weeks and we are already very impressed. Ford did a great job with it. My fiancee drives it to work everyday about 42 miles round trip. Our terrain is rural back roads open highway and a bit hilly--great for mild hypermiling. He gets to work in all EV mode and regens a couple miles and a few miles back toward home before entering hybrid mode. If he could plug in at work we would rarely ever have to get gas. As it is I expect we will need to get gas once a month. Wow.. This seems crazy! Very happy overall!,,,,
2014,30-06-2015,2,0.8927,5,Update - It's now been two years since we have owned the car. Issues to date are: turned down rear rotor turned down front rotors alignment (not covered under warranty) replace charger cable replace steering component replace charge port light ongoing noise coming from brake at slow speed- unsolved. A recall has been issued on a door part. Ford will contact us to do replacement of component once parts are available.,,,,
2014,23-06-2016,2,0,3," charge port cover is held in place with a spring and if it disconnect it affects the entire housing which can cost up to $500.  What a surprise... it happens after the warranty!  The charge error message ""fault in charging!""  I cannot believe the poor design that cost the owner ",,,,
2014,22-05-2017,2,-0.1852,3," We have lots of Prii in our area and everyone likes the mileage but doesn't enjoy the car.  This car has a much nicer standard interior than Prii or the Leaf and gets excellent mileage.  Our daily driving is often under 20 miles so we're mostly electric but when we go over that range we get about 42mpg combined.  One bonus with this car is it's small on the outside and has tons of space on the inside (except for the trunk).  I'm 6'1"" and have at least 5"" of headroom.  The small trunk hasn't been a big deal for us but if you frequently carry 4-5 people and need space it could be.  When we priced used c-maxes vs similar Leafs (with leather nav etc) they were similarly priced and the c-max can go long distances.",,,,
2014,31-07-2015,3,0.9203,5, I've had my new 2014 CMax Energi for 1 month and I'm loving it. I haven't been to the gas station yet. I'm averaging 102 MPG with a +/- 20 mile daily commute and 2 100 mile trips over Christmas. The few days I've used the heat do make me wonder how much efficiency will drop with a/c use come summer.,,,,
2014,13-08-2015,3,0.6486,4,We are still very happy with the car @32000 miles. No reduced battery capacity detected at this time.,,,,
2014,19-09-2016,3,0.4201,5,hundreds!   I have own cars since the 70s and this is the 1st time a signal light bulb fails within 2-years!   I have a truck/2004 and I never had to replace any lights to this day.   Cheap!!!,,,,
2014,15-10-2014,4,-0.6083,5," This is our first hybrid car. I wish we hadn't waited so long. The car just makes perfect sense and what a way to say ""screw Big Oil!""",,,,
2014,30-11-2016,4,0.7712,5, If you want a car that will last don't buy this one.  I had to replace what I thought was a head light bulb but turned into an headlight assembly burned out and cost well over $600.00.  I had to replace my battery-not the hybrid over 200.00.  I purchased an extend warranty but that didn't cover it burned out headlight assembly that actually showed it burned which might have been a problem if it caught fire.  I leased it and later decided to purchase it boy was I upside down.  I use it to commute for the carpool stickers and it doesn't hold it's value much so if you only drive around town good but get any mileage over 15000 a year this is not the car for you get a Toyota Prius it will last and also hold value I have one of these too.  Beware because Ford doesn't stand by their car or parts.,,,,
2015,04-02-2016,1,-0.4692,4, Leased a 2015 C-Max.  One month after the purchase noticed that the interior trim fit and finish is on par with the late 90s Hyundais. The trim is literally falling apart. Glad that I leased this car instead of buying it. ,,,,
2015,04-03-2016,1,0.5994,5,March 8 2017:  it is now 18 months since I bought this car. Now have about 30K miles on it.  My original review still stands.  I continue to love my car.  It is reliable and never had any mechanical or engine issues.  My two complaints are sometimes the hands-free tailgate function doesn't work all the time and the navigation system is not as good as my iPhone.  It's a bit clumsy to use and can't find some points of interest when I try to type it on the screen.  The voice recognition when asking for directions is not great either.,,,,
2015,19-03-2016,1,0.2732,5, Might be the best car I've ever owned.,,,,
2015,27-03-2016,1,0.6369,5,The only negative is the small trunk but that is a small inconvenience I can live with.,,,,
2015,18-02-2017,1,-0.6808,5, Have had the C-Max for 18 months now.  Its been a great ride very fun quick and feels great to drive.  A very good job from ford everything feels great and such a good job of automating the car where lights wipers and everything is automatic.  The car is very well executed although CVT it feels right and  has good acceleration.   Power and handling both are good up to 90 MPH and above that this is not so fun making it better suited for  City and traffic particularly great electric only ride in heavy traffic with out turning on  the engine at all  up  to 85 MPH.  Being in LA have just done 20000 miles and looking forward to many more.  This is no prius the higher seating weight and drive feel more like a cross between a mini minivan and a hot hatchback (which is very heavy at almost 4000 pounds).   My best tank MPG was about 85 MPG almost 1100 miles a 12 gallon tank and least has been around 65 MPG.   I am due for a second oil change shortly making it 10000 interval for maintenance which is always a good bonus.  Not much I would fault the car for maybe a bit higher ride and ground clearance be good but I do like the ride.  I got the plug in but the hybrid only ones were more fun much lighter and sharper rides.   I do have passengers often and the back  seat is very comfortable.  Ford has a winning formula for the car of the future size power and the whole package.,,,,
2015,06-09-2015,3,0.9933,4, Original review from 2015: I was in the market for a plug in hybrid vehicle so choices were limited to the Prius the Volt and the C-Max.  I test drove all 3 and my favorite was the C-Max.  I chose it over the Prius because it was more fun to drive and had more built-in technology such as the navigation entertainment center bluetooth voice commands park assist hands-free tailgate opening.  The Volt had better acceleration  was low to the ground and had a sports car feel.  Being a family guy I opted for the C-Max which had a SUV-like look and feel (it is higher off the ground and had better visibility of the road).  It is my first Ford car and it is fun to drive.  I have been averaging 70mpg on a 50 mile commute to work. I work in Los Angeles and have found many places that supply the 220v outlets so I plug in while at work.,,,,
2015,14-07-2016,3,0.9503,4, The energi version is the one we bought as the higher price was offset by the government tax rebate - thus the upgrade was free.  However this is our run-around-town car so the limited trunk space wasn't a problem.  If space is essential stay with the hybrid version.  Our car will go about 18-20 miles on the battery only just depends on the time of year.,,,,
2015,12-08-2016,3,0.5235,5, I have owned over 35 vehicles in my life. Cars trucks and everything in between including a Nissan Leaf. This is without a doubt the best vehicle I have had so far. Great interior and comfort. Great stereo system. Room for 4 tall adults easily. Fantastic visibility. Great power and handling. Fantastic gas mileage. I average between 58mpg and 65mpg on my daily drive to work and back. My only complaint is the huge battery takes up most of the cargo area and for the price of this vehicle it should have a backup camera included but it does have backup sensors. This is a fantastic vehicle and I do not understand why Ford does no advertising on it. I hope they are not going to phase it out because that would be a huge mistake.,,,,
2015,24-09-2016,3,0.9519,5," I've been scratching my head for the last year (that's how long I've owned my C-Max Energi) as to why Ford doesn't market this car (the regular Hybrid and the plug-in) against the hot-segment ""subcompact SUV's"" where it is essentially the same size (though different styling) and is cost-competitive (with the continuous incentives) while being so much better in so many ways - quieter much better passing/merging power much better mileage higher-quality interior better visibility etc...My spouse has the Subaru XV Crosstrek one of the more popular subcompact SUV's and while it's a nice car that we like my C-Max Energi is better in almost every respect even though I paid thousands less (after tax credit and incentives) than my spouse paid. Other than the lack of all-wheel drive (which I don't care about) and the XV Crosstrek's higher ground clearance the Subaru has essentially no advantages even though it costs more. By the way the exterior dimensions of the two cars are within about an inch or so on length/width/height and my perception is that the C-Max has a higher ride-height for the driver than the Crosstrek though that may just be my perception.",,,,
2015,25-11-2015,4,0.9745,3,Pros :  Roomy interior with a good ambience,,,,
2015,19-12-2015,4,0.4404,5,I think only marketing the car as a Prius alternative (when they market it at all) has severely hurt the C-Max sales since the C-Max will clearly not win purely on MPG; but it is such a better car in every other way that it's a shame they don't do more to broaden the appeal/category. Even letting it be pegged as a hatch-back/wagon hurts it since it really could fit into a few different categories (my view).,,,,
2016,05-02-2016,1,-0.6332,5," This is not your father's daily driver. I was looking for a replacement hatchback for my beloved 2002 Honda Si (251000mi). I had recently rented a 2015 Focus sedan and was surprisingly impressed by it's ""big car"" characteristics. I have never owned a Ford automobile. Since Honda didn't have a replacement Si available I went to test drive a basic 5spd Focus hatchback. Looking around the lot I was impressed from the window view of the ST interior. I had not researched that car and didn't know what I was in for after asking for a test drive. Not surprisingly the salesman offered no resistance...",,,,
2016,06-02-2016,1,0.8934,5,"The Focus ST is a niche car.  It is aimed (noticed how I didn't say focused  ;-)   ) at someone who wants a fun and exciting car that is also practical and affordable.  I don't believe everything I read especially in advertising but this car delivers.  I am surprised at how well it delivers.  The acceleration is quick the steering is quick and the braking is quick.  There are 5 other cars and a pickup in my driveway but there is only one car you would chose if you said to yourself ""I just feel like going out for a drive"".   There is great power delivery even down low and when the turbo kicks in you feel it push you back in the seat.  Gearbox is smooth.  You can row back and forth through the six gears if you want but the powerband is broad enough that downshifts are not nearly as necessary as some manuals I have owned.  The tires and suspension let you feel all the road imperfections but it is not harsh and handling always feels connected instead of busy or mushy.  Torque steer?  It is there if you push it in first or second.  Not hard to control but can be surprising when the car decides it doesn't want to accelerate in a straight line like you expected.  Overall the car is reasonably quiet.  You do hear the  engine 'power symposer' when you accelerate but not even loud enough to drown out a normal conversation.  I have yet to hear the turbo whistle at all.  Didn't get the Recaro seats.  The base seats fit me much better.  My ST1 has the base Ford Sync so I can't comment on Sync 3 either.   Although this is my daily driver in no way is it just an average commuter car.  It is for people who enjoy cars and want something that involves them in driving.  Choosing an ST is a personal statement. I think it is a mistake by Ford to offer it only in the ST1/2/3 packages.  I would have liked to pick and chose exactly which options fit me.  A marketing decision I am sure.   ",,,,
2016,05-04-2016,2,0.9871,4,I don't challenge Mustangs Camaros and Chargers at the stop lights.  I don't wait to ambush BMW's and Vettes on twisty roads.  I don't look for 2 miles of straight road where I can wind it out (but I do admit on ramps have become lots of fun all of a sudden).  There are bigger cars and faster cars and smoother cars and easier cars to drive.  My ST is an every day driver that puts a smile on my face.  It knew it was what I wanted as soon as I drove it.,,,,
2016,17-06-2016,2,0.835,5, This is my second Flex I traded in my 2009 for a 2016. It is the best family mover. My husband's Ford Explorer doesn't have nearly the space or flexibility as my Flex. I can haul 6 kids and all their stuff. The cargo area is deep so you have a lot more space than some other cars. It has great leg and head room even in the third row. The third row sits up like stadium seating so it is less claustrophobic. My SEL has a 120V plug and well as many charger locations which is definitely needed. The sync system works very well. I looked at Toyota Nissan Honda GMC Buick Hyundai but the Flex was definitely the best.,,,,
2016,29-06-2016,2,0.9633,1, I have always loved Ford. We have owned an Expedition 2 different F150 F250 and now the Brand new 2016 Flex. I will never again buy a Ford. I have been broken down 5 times in the first 6000 miles. The car suddenly losses the ability to accelerate very unsafe. First time it happened I tried restarting the car but it didn't help. I had ford roadside tow the car to the nearest dealer. I was told by that dealer they see it has a code the throttle body was the problem. But when they test drove the next day it accelerated fine. Which ment they wouldn't be allowed to fix it by Ford motor company unless it continues to happen. I called the dealer we bought it from. They were very kind and said they would order the new throttle body and to keep driving the car. I was told it would be best for the warranty if it continues to happen. Well today my car broke down 4 times!! After the 3rd power loss I tried to have it towed to the dealer that already had a part on order. However I was told it had to go to the nearest Ford. I was so upset I hung up and decided to try to make it home to have my husband follow me to the dealer we were already working with. I was driving past the nearest ford on my way home. So I stopped and explained the problem and that I felt unsafe driving. I was told they couldn't take the car for repair if another dealer already ordered parts they also said they were not able to help me get it to the other dealer maybe 20 min away. I was told to drive it on back roads and that it shouldn't keep happening. Well I tried but when it broke down during rush hour for the fourth time only a few miles down the road. I had the car towed to the dealer that had ordered the parts. No new car with 6000 miles should break down 5 times! No car company should the car must to go to the nearest dealer and when it gets there refuse service. Parts are back ordered for weeks but I won't be driving that car. It is an accident waiting to happen. Shame on Ford!! It also has problems with the suspension it will be getting looked at for that for a third time! They can hear the problem with the suspension but can't find it. I hate my flex. Worst car I have ever owned. Horrible service from manufacturer. We had isseus with past cars but Ford was always amazing and took care of any problems. Not sure what has happened to ford but I won't be buying another ford. And I hope their lemon doesn't cause my family to get in an accident! Buyer be ware!!!,,,,
2016,03-06-2017,2,-0.988,5, I have had numerous vehicles (i.e.: Chrysler Dodge Jeep & Honda's).  I have been dreaming about getting a Ford Flex because I love the size and when I first drove a vehicle at age 18 I took my drivers test with a 1975 Chevy Impala Wagon and passed the test with 100%.  I love the larger vehicles because I feel safe in them and with my 2016 Ford Flex Limited I love the ride and it so far hasn't had any problems.  When I bought the vehicle as being used with close to 18000 miles in it I looked into the VIN," to see if there were any ""Recalls"" in it after I had bought it and yes it had maybe 1 and that was the Throttle issue so I took it in to the Ford Dealership but I bought the vehicle at a Chrysler Dealership within the same city but it was still in it's ""3 Year/36000 Mile"" warranty and FORD took care of the issue and it only took about 1.5 hours to fix and replace with a new one.  So I was told by the FORD dealership that they are suppose to take care of the vehicle no matter where you buy it previously if ""USED"" and they are responsible within the ""3 Years/36000 Miles"" warranty but if you bought the extended warranty then the dealership where you bought it at for the extended warranty they are then responsible for the issues that needs to be fixed after the ""Original"" warranty is over.  But I went to the state of Virginia for a visit this 2017 for 2 months and I drove there with my husband and 2 dogs and our luggage and then some and the car didn't at all have any problems after I had the ""Throttle Recall"" fixed and replaced.  I made sure that the recalls were all fixed and replace even before I went on our trip.  When I bought the vehicle days after I went back to the dealership where I bought it at and they told me as well that Ford would take care of the recalls and issues within the first 3Years/36000Miles original warranty and when that's over since I bought the extended warranty from a Chrysler dealership that they would then take over with repairs and issues with the vehicle.  But I had the Ford Dealership put ""Full Synthetic Oil"" in my vehicle because first the engine oil lasts longer instead of going every 3000 miles to get it replaced I can actually go every 6000-8000 miles every time.  I also use 89 as my gasoline in my vehicle so it performs better without the extra additives the 87 gasoline receives.  So I made sure before I left for my long haul across the United States that my vehicle is ""Sound"" and ""Without Issues"" during my drive.  I have been back since and I am still loving my 2016 Ford Flex Limited in the Magnetic color.  For everybody when you buy a vehicle whether it's New or Used you should check the VIN", for recalls after you have bought it so that it doesn't have any problems in the long run.  I felt bad for the person who left the review that her Ford Flex wasn't new anymore after 6000 miles.  If her and her husband did their due diligence regarding the VIN, and Recalls then they wouldn't have this issue.  For all of the vehicles I've had in the past I always look into the VIN, and reviews from other people from other websites and if the vehicle isn't as good then I wouldn't buy it.  Again I have been dreaming about buying a Ford Flex since it first came out and now I have one and am loving every moment and drive with it.  Although I wish there was a used Ford Flex with the EcoBoost engine in it because I love the speed and my vehicle only has the regular V6 but I still do love it.  Hope this review helps with future customers and with the FORD FLEX.
2016,24-06-2017,2,0.9506,5, This is the first Ford car I have ever owned.  I bought the 2016 Flex Unlimited.  It has the feel of a luxury car. And the size is great for anyone with kids.  Now my husband is also buying a Ford Flex Unlimited I so happy we will be a two Flex family.,,,,
2016,02-07-2016,3,0.8702,5,"I bought it the first time I shifted into 3rd gear carrying some revs. I won't soon forget the experience of that turbo propelled acceleration. The overwhelming harmony of the power steering and symphony of engine and exhaust notes was instantly addictive. It was the Si I had always dreamed of and much much more. The fit and finish of the interior is excellent very easy on the eyes and full of discovery. I'm 6'1"" 210lbs and find the seats fit like a glove. They are comfortable and meaningful when you accelerate into a curve and pleasant while waiting for the green.",,,,
2016,09-07-2016,3,0.9751,2," This review is based on renting the car for 5 days.   They took a decent comfortable sedan and tried to stuff it full of annoying electronic features that do annoying things at inexplicable times.   It was always beeping and shrieking for no apparent reason.   Never did figure it out.  The displays are confusing and too bright.  The ""keyless"" key was equally annoying.  You didn't have to put it into a switch so you toss it somewhere but you still have to dig it out to lock the car which winds up being as much or more trouble.   It did move along comfortably as one would expect of an American big car [big by today's standards anyway.]  The trunk was nice and roomy.  The seats seemed to be leather so maybe it was an SEL I don't know.  The cabin temperature was always too hot or too cold and someone thought it was a good idea for any change to the settings to take place over 5-10 seconds to confuse people further.  Would not own this car.",,,,
2016,29-08-2016,3,0.5284,5, I know I know it's not the coolest kid on the block but don't under estimate the Flex. It is a very nice ride. It handles like a dream and it is super comfortable! If you're not sure what you want definitely give the Flex a try.,,,,
2016,01-11-2015,4,0.9705,5, Brand new car.  No initial purchase issues and not driven long enough to have reliability or service issues.  This is more a first impression that a long term ownership review.,,,,
2016,10-10-2016,4,-0.0056,3, no comment,,,,
2017,23-01-2017,1,-0.296,5, I test drove the Chevy Camaro Dodge Challenger and Nissan 370Z.  All the listed had advantages and disadvantages. Also read several magazine articles/reviews which favored the Mustang as a daily driver and then took the Mustang for a few more test drives and for me the Ford Mustang 5.0 GT Premium black on black with blacked out emblems and automatic transmission won hands down.  All around a more driver friendly car but definitely still plenty of muscle for the road to include back roads.  Felt more comfortable for the longer drives and the fit and finish to include a nicely appointed interior definitely sold me to the Ford.  I don't consider myself a Ford guy but after driving the Mustang I decided I had to own one.  To date I've driven it to the NYC area and it was very comfortable for three hours each way and very soon to Daytona to attend the Rolex 24.  I've only owned it since late December 2016 so there are a number of areas on this survey I can't yet speak to...but I'm definitely hoping they are just as strong in the positive as my experience so far.,,,,
