CarName,year,date,qtr,Vader Sentiment,Normal rating,review,,,,
Honda Motor Corp,1990,16-09-2011,Q1 1990,0,4.125, LOVE this car!! ive had it for 4 years and have loved every bit of it. this has been a great car for me ive put 80k on it and it now has 270xxx on it. i put the 5 speed trans in it rear disc brakes si seats hx gold wheels and tons of other little stuff here and there. over all this is a great little car and is more fun to drive than you would think for 70 hp.,,,,
Honda Motor Corp,1990,14-08-2006,Q2 1990,-0.155,4,5 speed and hand crank windows,,,,
Honda Motor Corp,1990,13-09-2007,Q2 1990,0.5042,4.875," The roomy 1990 Honda Motor Corp Civic Wagon had dimensions nearly identical to the current 2011 Honda Motor Corp Fit except the roomy 2011 Honda Motor Corp Fit is much more generous in height at 60"" tall. ",,,,
Honda Motor Corp,1990,27-09-2007,Q2 1990,0,4.25, I had this car as a gift from my Uncle.  He had been using this to drive to work 120 miles a day until I had it 10 years ago where I drove 110 miles a day.  Never had any major problems.  Engine is phenomenal - never been repaired since we got it.  On top of that the engine still sounds like brand new very quiet.  Only bad experience with this car was when I had to push it from a freeway to an exit for a gas it was my fault though - I ran out of gas.  However at an average of 38 miles per gallon with today's gas prices - you'll definitely will try looking for this COLLECTIBLE piece of treasure.  I love this car!,,,,
Honda Motor Corp,1990,08/02/2009,Q2 1990,-0.296,3.75, Great car but made for short people and I'm a tall person. Six foot 1.75 inch people like me really lack in the leg room when driving but it is a nice car. Like the look of the next generation civic more though.,,,,
Honda Motor Corp,1990,19-03-2002,Q3 1990,-0.3566,4.375,Cupholders!!!!,,,,
Honda Motor Corp,1990,09/09/2006,Q3 1990,0.4588,4.375, We bought this car new. That means I've been driving this car for 17 years now and I'm not ready to give it up. Other than needing a new muffler every couple years or so it hasn't need major money output to maintain. I am only just now having the brakes done for the second time. Mileage is wonderful I still get between 32 and 36 mpg. The head gasket has a tiny crack but leak is all but unnoticeable. I just check my oil level and keep it up. It's a manual  and I live in Michigan I have never had major problems driving in winter conditions. The road clearance is very low so I do have to be careful about bottoming out in some situations (it usually gets the muffler.),,,,
Honda Motor Corp,1990,20-10-2006,Q3 1990,0.9738,4.5,my favorite feature on the car is the overall design of it i'm a import tuner guy and there are so many parts you can get for these cars its unreal,,,,
Honda Motor Corp,1990,03/01/2011,Q3 1990,0.9726,3.875,WINDOWS!!!! this little sucker is all window and i love it.,,,,
Honda Motor Corp,1990,29-12-2003,Q4 1990,0.3612,4.5,but the 2011 Honda Motor Corp Fit achieves more power with better fuel economy.,,,,
Honda Motor Corp,1990,19-05-2006,Q4 1990,0.8221,3.75,The 1990 Honda Motor Corp Civic Wagon weighs a bit less than the 2011 Honda Motor Corp Fit,,,,
Honda Motor Corp,1990,31-12-2006,Q4 1990,0.6369,4, My car is great it has had a few problems but nothing i couldn't fix myself and for only 5 or ten bucks the car had 200k miles on it when i got now its up to 213k and still running strong it has the original motor in it everything but the seat belts are original its a great car to drive and is very fun ,,,,
Honda Motor Corp,1990,12/06/2015,Q4 1990,0,5,see new vehicles on the side of the ,,,,
Honda Motor Corp,1990,23-02-2016,Q4 1990,0.6369,5,most reliable car I've ever owned. I ,,,,
Honda Motor Corp,1991,06/11/2002,Q1 1991,-0.4019,4.75, 122k mi and i still dont have any ,,,,
Honda Motor Corp,1991,01/04/2003,Q1 1991,0,4.625,mileage is still about 33 MPG.  My ,,,,
Honda Motor Corp,1991,12/02/2004,Q1 1991,-0.3089,3.125,buy this car! My combined city/highway ,,,,
Honda Motor Corp,1991,28-08-2011,Q1 1991,0.9113,4.5,I like the contour of the car and the fact that it's a hatchback but still small enough to get great gas mileage.  It's comfortable to sit in and the reduced ground clearance makes it really hug the turns.  I can take a corner at about 25 MPH and it's never left me on the side of the road.,,,,
Honda Motor Corp,1991,23-05-2012,Q1 1991,0,5, 2012...Perhaps 20 years 140k miles and $5k total so far over that entire time for non-consumable,,,,
Honda Motor Corp,1991,18-08-2008,Q2 1991,-0.765,4.75,getting it started ever... in chicago ,,,,
Honda Motor Corp,1991,12/03/2009,Q2 1991,0,3.25,$500. After 14 years of moving large ,,,,
Honda Motor Corp,1991,03/07/2010,Q2 1991,0,4.375,repairs (CV boots cracked engine mounts etc.),,,,
Honda Motor Corp,1991,09/05/2010,Q2 1991,0.4767,4,It seems like every other year I get a note left on my 1991 Honda Motor Corp Civic SI hatchback's windshield:,,,,
Honda Motor Corp,1991,30-05-2004,Q3 1991,0,4.125,The original engine is still running fine.,,,,
Honda Motor Corp,1991,13-11-2006,Q3 1991,0.876,4.25,Lightweight surprisingly good bucket seats easy to find parts easy to modify swappable parts with Integras and other civics wishbone suspension low ratio gearing sleeper exterior look extensive aftermarket support.,,,,
Honda Motor Corp,1991,03/01/2009,Q3 1991,0,4.125,problems with it. i have no problem ,,,,
Honda Motor Corp,1991,14-11-2015,Q3 1991,-0.6683,5, I bought it from a friend of mine who only used it for long trips on the east coast.  It had no rust and under 100 thousand miles on it.  A year later it has 150 thousand miles and still runs strong.  it's fun sporty can carry heavy loads and has never broken down on me.  I had the oil changed at Walmart they never put new oil in it.  I ran it unwittingly for 2 months before I realized the problem and it's never suffered or seized.  My mother had a 1986 Honda Motor Corp Prelude spun it rolled it and still drove it home.  that car died out at 300 thousand miles!  they're easy to fix parts are easy to find and they are exceptionally cheap to maintain.  I've done most of the work on mine myself.,,,,
Honda Motor Corp,1991,04/03/2002,Q4 1991,0,5,weather on top of it!,,,,
Honda Motor Corp,1991,21-10-2003,Q4 1991,0.2714,4.5,gas milage the pickup it has for  having something like 70 hp,,,,
Honda Motor Corp,1991,29-10-2004,Q4 1991,0.3612,5, I can't believe I was smart enough to ,,,,
Honda Motor Corp,1991,10/09/2007,Q4 1991,0.0772,3.75, Bought this thing after it was beat on to crap. Very easy to fix up and modify. Great entry level auto-x ride. Wishbone suspension by far beats the econo macpherson setup of the newer gen.  Stock sohc engine is worthless but again easy to replace and swap out.  Prone to lots of rust with its age. Very little maintanence needed if it's just transportation that you need.  Very light with an engine swap and an adjustable suspension and you have yourself a good sporty car. Parts are interchangeable with integra's which adds to the availability of parts. A lot can be done to the car despite its age.  ,,,,
Honda Motor Corp,1991,08/01/2010,Q4 1991,0.8885,4.625,Can't help but be stuck with the more boxy design wind drag is slightly more than the newer 92-95's small engine bay front crossmember has to be replaced with a custom one for big engine add ons thin exterior panels.,,,,
Honda Motor Corp,1991,22-02-2011,Q4 1991,0,4.875,most expensive repair has been under ,,,,
Honda Motor Corp,1991,04/05/2012,Q4 1991,0.3612,4.625,Do you want to sell this as-is? Call me at xxx-xxxx,,,,
Honda Motor Corp,1992,20-01-2003,Q1 1992,0.5106,4.875,Have just done required maintance. ,,,,
Honda Motor Corp,1992,05/02/2003,Q1 1992,0.296,4.875, This car is a lot of fun to drive around Chicago.  The light weight the 5-speed manual the 1.5 liter engine and the tight handling make it feel sporty.  Low maintenance.  High MPG.  The body is solid but starting to rust a bit around the rear wheel wells.  After a wash and wax I get offers from random people on the street to buy it.  Just can't bring myself to replace it.  Honda Motor Corp really did this one right.,,,,
Honda Motor Corp,1992,08/01/2009,Q1 1992,0.7783,4.625,cheap cheap cheap to run and keep running.  best car of its time and outlasts even newer civics.  people know it is a high quality car regardless  of age.,,,,
Honda Motor Corp,1992,31-05-2015,Q1 1992,0.3182,5,157000 miles and car still strong. ,,,,
Honda Motor Corp,1992,03/09/2002,Q2 1992,0,4.875,Still a great car consistently gets ,,,,
Honda Motor Corp,1992,30-04-2003,Q2 1992,0.6249,3.875,30 - 32 MPG in daily city driving. ,,,,
Honda Motor Corp,1992,30-05-2003,Q2 1992,0,4.625, I am original owner. Have just turned ,,,,
Honda Motor Corp,1992,06/08/2003,Q2 1992,0.9032,4.875,Reliability and fuel mileage,,,,
Honda Motor Corp,1992,16-01-2006,Q2 1992,0.9548,4.5," Overall a great car. Small yet roomy on the inside. Superb car on the gas! Small engine but w/ 5-speed was able to keep up w/ ""big guys"". I ended my Honda Motor Corp experience being crushed by a tractor-trailer at the stop sign - I am alive but I cannot imagine surviving a real crush ",,,,
Honda Motor Corp,1992,29-04-2008,Q2 1992,-0.9338,5, With fuel the way it is I parked the F 150 crew cab and purchased this vehicle used with 88844 original miles on it.  I have not owned it long but I am already wondering what I ever did with out it.  My first fuel cycle resulted in a MPG of 40.8 mostly highway.  That is a lot better than the 17.5 I was getting.  Now my wife 2 daughters and myself are  all driving Honda Motor Corp's ranging from 92 Civic 02 Accord 04 Accord and 07 Civic.  These have all been great vehicles and I can imagine owning any other make.,,,,
Honda Motor Corp,1992,08/03/2011,Q2 1992,0.6249,4.5,No power and absolutely no pick up over 70 mph especially w/ AC on. All joints are fragile I had to replace shocks and all twice in 4 years police magnet due to fast and furious film fiasco doesn't do well in accidents w/ semi's make sure to replace all belts as schedule or repairs will cost you,,,,
Honda Motor Corp,1992,14-09-2012,Q2 1992,0.296,4, I drove this car until it died. I got the car in 1998 and I got my 350 dollars out of it that I definitely owe Honda Motor Corp some money (Don't tell them that). The car currently has 298000 miles on it. They really don't make cars like that anymore. Sometimes it was really hard to start but always kept me safe. I drove this car from NY to PA TN IN GA SC FL CT OH to name a few places. I loved my car rust and all. The thing is the engine is still alive and kicking .Thing is the car will fall apart but the engine is really built to last. Its just water is coming in now and the alternator has finally died. Bottom line if I could get a semi new 1992 Honda Motor Corp Civic. I would buy it yesterday.,,,,
Honda Motor Corp,1992,31-01-2015,Q2 1992,0.6369,1,better uv protection for windows and paint.  even new civics are just as noisy and engine buzzy.,,,,
Honda Motor Corp,1992,26-03-2007,Q3 1992,0.5267,5,Low maintenance.  High MPG.  So many aspects come together to make it a fun little car for zipping around town.,,,,
Honda Motor Corp,1992,05/08/2008,Q3 1992,-0.3662,4.375,Quick pick up great gas saver ,,,,
Honda Motor Corp,1992,21-06-2010,Q3 1992,0,4.75, I've been tempted to see the car trade it in for anything because the car lasts so long. I am the original owner when it first came out it was the first rounded edge small luxury car. Sure somethings needed replacement: 2 radiators 1 set cv boots 3 alternators 2 ignition coils. Every thing else I could replace myself. I solved the problem of wind noise 14 years later with a rubber band stuffed in the door rubber grommets to press it against the window better and to place some noise insulation underneath the floor and inside the front doors. Get a k & n air filter and pickup from stop is good enough. On the freeway given the light weight at high speed it can match any car from 70+,,,,
Honda Motor Corp,1992,28-06-2016,Q3 1992,0.7468,5,All,,,,
Honda Motor Corp,1992,28-12-2004,Q4 1992,0.9715,4.75,1992  219228 Civics produced 3889 VX    1.77%,,,,
Honda Motor Corp,1992,28-11-2005,Q4 1992,-0.5704,4.5, I bought this car new in 1992 knowing almost nothing about Honda Motor Corp.  I got it because it had 92 hp instead of the paltry 70 the CX and DX had.  It also had cloth seats aluminum wheels and about 5 more mpg.  I planned to sell it when my 1969 Mustang came out of restoration shop but fell in love with the car.  I added the cargo cover cruise control intermittent wipers body side moldings floor mats rear speakers from an SI tinted windows factory clock the tall console with pad which is essential for a comfortable driving position  and AMFM CD with Sirius.  The car is easy to maintain gets about 43 city and 50 hwy.  On one trip to Iowa I filled up the 10 gallon tank in Austin TX and drove to El Dorado Kansas where I put 9.6 gallons in.  That averaged 57.7 mpg driving at 65 mph.  I have never gotten less than 42 mpg and that was in summer AC blasting in city traffic.  I just brought it in to have it rebuilt at 489k.  I will never sell this car.  I painted it once and the interior is still very good.  I wonder how many people have a one owner VX?   I just found out how many were made.,,,,
Honda Motor Corp,1992,31-08-2006,Q4 1992,0,4,Nothing really except rusting occurs but who can really complain car is over 20 years old,,,,
Honda Motor Corp,1993,03/04/2002,Q1 1993,-0.9317,4.5, Bought at 122000 miles now at 174000 ,,,,
Honda Motor Corp,1993,25-06-2004,Q1 1993,0.296,5,Seemed to chew up CV joints -- had to replace them twice; had some roll on cornering; road noise at higher speeds.,,,,
Honda Motor Corp,1993,16-07-2006,Q1 1993,-0.5538,4.5,Rust in rear wheel wells (chronic problem w/model); too much road noise; seating position may be too low for some. A/C may use some extra air flow. DX trim means only power steering and A/C Not too much to complain in an econobox; it'll take you from A to B with no problem.,,,,
Honda Motor Corp,1993,05/01/2008,Q1 1993,0,4.625, I just reacently purchsased the car ,,,,
Honda Motor Corp,1993,25-06-2002,Q2 1993,-0.1786,5,Quickness and light clutch.,,,,
Honda Motor Corp,1993,30-09-2003,Q2 1993,0.9509,4.375,Creatively engineered hatch great room for luggage back lights sleek window design very light fuel economy guaranteed 55mpg in hwy. I've experienced 61mpg half the time in long trips. Capatible with 99 civic si interior very easy to modify interior easily placed (but expensive) OEM moonroof,,,,
Honda Motor Corp,1993,14-01-2004,Q2 1993,0,4.5,miles! With regualar care this car will ,,,,
Honda Motor Corp,1993,10/07/2005,Q2 1993,0.8174,4.875, Car keeps going and going.  Fuel economy is not as good over the years but can has never let me down in 7 years.  Body can't keep up with engine will begin to rust especially behing the rear wheels (defect on many Honda Motor Corp models)  ,,,,
Honda Motor Corp,1993,04/10/2006,Q2 1993,0.5411,4.5," My 93 Civic LX has >130K miles and STILL gets >30 MPG!  DOHC engine still very quick and reliable -- cruise very comfortably at fast speeds (would NEVER do with other older-mileage vehicles). Mechanically excellent but some of the interior components starting to deteriorate after 13 years (LED on stereo speakers plastic door handle snapped spring clip for wipers).  Recently test-drove 2003 Civic EX -- difference in performance between 2 was negligible -- I was quite surprised! (Or maybe I couldn't really ""test"" it because salesperson was sitting next to me). Best car I've owned yet!",,,,
Honda Motor Corp,1993,06/11/2006,Q2 1993,0.9308,4.5,Tight handling fast acceleration in low gears easy-to-shift gearbox comfortable ride for the size.,,,,
Honda Motor Corp,1993,28-05-2008,Q2 1993,0.9041,4.75,Lacks rear passanger room for 5 adults. Get a 96-00 hatchback if you need more rear passanger room. Too much wind noise but can be reduced with thicker weather stripping and dynomat.,,,,
Honda Motor Corp,1993,24-12-2008,Q2 1993,0,4, My Honda Motor Corp Civic has been an excellent ,,,,
Honda Motor Corp,1993,03/10/2009,Q2 1993,0.9099,4.5, Got car with 150K and unknown maintenance record. Used for commute and some long road trips (1000+ miles) without any problem. Very frugal on fuel and maintenance good brakes decent takeoff good steering and handling seats 4 w/comfort heating/cooling OK good trunk space. The bad: Engine started burning oil at 175K miles. I like mechanics so I did a partial rebuilt (piston rings were worn) and took care of things that mechanics could not (e.g. oil leaks). Cost: about $400 (parts+tools) Car has run great ever since; now at 205K miles gets 25-29mpg in only-city driving and 35-40mpg hwy. We got stranded only once when ignition coil died at 197k miles. Overall I love the car!,,,,
Honda Motor Corp,1993,16-04-2011,Q2 1993,0.5719,4.25,car. It gave me one semi-major problem. ,,,,
Honda Motor Corp,1993,23-06-2003,Q3 1993,0.9642,4.75,Fuel economy handling sharp shifting (manual trans) even after 205K!!!. Quality: OE radiator lasted 198K miles OE clutch lasted 180K+ miles. Brake cylinder replaced 2k miles ago. Engine trouble came after 175K (which is 11+ years of driving).,,,,
Honda Motor Corp,1993,11/08/2005,Q3 1993,0,4.875," Best econo car ever made and owned so far. Very easy to modify (interior/ exterior wise). I've added a 94 si moonroof rear windshield wiper 17"" rims slightly lowered 99 si dash modification with all red lighting DC5R steering wheel 99 si OEM CD player and slave tape deck better speakers 99 si head lights fog lights 99-00 civic front bumper power door locks/ power windows and it still gets 55+ mpg with the added weight. This car may take a while to pick up speed but is still fast for a super econo engine. So far have had no problems with engine/tranny. A great commuter car. It's a new experience when one drives a car that's nice to your wallet. I'll never get rid of this car!!!",,,,
Honda Motor Corp,1993,07/11/2013,Q3 1993,-0.471,3.875,The wonderful sohc VTEC engine.  This engine is peppy to this day after 13 years of daily driving.  The manual trans. is also pretty sweet very slick good feel.  The seats are alittle stiff but very well shaped and comfy.  This car is quite fun to drive even after 9 years of ownership.,,,,
Honda Motor Corp,1993,03/11/2014,Q3 1993,0,4, I bought my Honda Motor Corp Civic Si in 97' for $6200. I have done some basic performance modifications on it but little to the engine itself. I have had nearly zero problems with this car. My distributor bearing went out in 2001 (cost me approx. $220 to fix myself) and then my ignition coil failed 5/06 (cost me less than $100 to fix myself). This car still gets about  38 mpg on the highway and about 34 mpg in the city. The mpg averages 36-37 even after hitting 260000 miles!! Yes 260000!! This car's little sohs vtec engine is an engineering marvel.  My only complaint is on the body. Nearly every fifth generation Civic (EG) has rust on the rear wheel well. This car has paid for itself 10 times over,,,,
Honda Motor Corp,1993,28-03-2002,Q4 1993,0,5,with 162000 mi. It runs perfectly and ,,,,
Honda Motor Corp,1993,20-06-2009,Q4 1993,0,4.625,Rust behind rear wheels tend to be very common on these cars.,,,,
Honda Motor Corp,1994,17-12-2012,Q1 1994,0.9609,4.625,Power windows Power locks great stereo fuel efficient cold ac cheap repairs and maintenance. Just overall a great car. I wash it about once a month and paint still is immaculate and just all around an amazing car.,,,,
Honda Motor Corp,1994,15-02-2012,Q3 1994,0.9413,4.875,Cant think of anything that could be better... never have had problems or anything so i love it the way it is!,,,,
Honda Motor Corp,1994,30-07-2012,Q3 1994,0.6808,4.875, I love my Honda Motor Corp i have had it for 6 years and it now has over 465k miles and only have had to do routine maintenance,,,,
Honda Motor Corp,1994,07/01/2009,Q4 1994,0.8367,5, I have had the car for 21years and had little trouble with it. I take good care of it It gets waxed at least once a year. I bought it new for 20100.00,,,,
Honda Motor Corp,1994,20-09-2015,Q4 1994,0.6369,4,and minor things never had a problem. Still runs and drives great has ice cold ac and still shifts and runs just like it did when i got it 6 years ago. I love taking it to the mountains and taking it camping and it has just always been a great family car. I will never trade it in no matter what... i will drive the car till it dies then just install another motor once it does die i always recommend Honda Motor Corp! I love my Honda Motor Corp! ,,,,
Honda Motor Corp,1997,03/11/2010,Q1 1997,0.6249,4.5, I got this car for my 16th birthday three years ago with 88k miles and nearly 30k miles later it's still running great. Had to have the axle replaced a while back for a cost of $800 but that's really been the only problem I've had. Gas mileage is decent but could be a little better. Acceleration can be a tad sluggish but overall okay for a 4 cyl. Couldn't have asked for a better first car.,,,,
Honda Motor Corp,1997,19-03-2013,Q1 1997,0.6908,2.875,Slow acceleration especially up hills gas mileage is not exceptional. The gas gauge isn't steadymaking it hard to tell exactly how much gas you have.,,,,
Honda Motor Corp,1997,18-03-2016,Q1 1997,0.0762,5, This was my first car. I bought it when I was 16 and kept for 9 years and simply needed a change. This is a car for anyone be it your first car a project car or a commuter car. By no means was the car fast but it took corners like it was on rails and it was very lively; especially compared to V6/V8 Toyota Motor Corp/Lexus that my parents own. My only grip was the placement of the cup holders. To access them you would have to open a flap which in turn covered the slot to the CD/tape player. Great car to blast around a track and the best part was I still got solid gas mileage regardless of how aggressively I drove. Very easy/cheap to repair own and soup up. Very sad that Honda Motor Corp doesn't make their cars like this anymore.,,,,
Honda Motor Corp,1997,21-03-2016,Q1 1997,0.5605,5,Sunroof controls to the left of the steering wheel solid build quality sporty feel great sound system quality.,,,,
Honda Motor Corp,1997,30-05-2004,Q2 1997,0.6433,4.75,I enjoyed everything about this car.This car was fun to drive and great on gas.Over the years I had this car never never had to put more than $150 for repairs. Yes i did get breaks but that normal other than that is was a wonderful car. Great Job Honda Motor Corp,,,,
Honda Motor Corp,1997,14-01-2007,Q2 1997,0.9517,5, I bought this car as my first car from a private seller for $1400 with 146K on it only 3 months ago. When I first bought it it needed a new oil distributor and radiator. I replaced them both thinking I had gotten away with an awesome deal. Then one of my tires went flat spent a pretty penny on that too. Shortly after on a long trip to my favorite state park the transmission gives out in the middle of the road when I was almost at my destination. I had invested too much money on repairing this car for it not to last and I would never buy it used again. For the short while it lasted though gas mileage was AMAZING.,,,,
Honda Motor Corp,1997,18-05-2010,Q2 1997,0.9416,5, I think buying a Honda Motor Corp you will never go wrong. I bought mine in 1998 and trade it in 2005 just because i wanted something bigger living in the north. I wish I would have kept my civic ex,,,,
Honda Motor Corp,1997,12/12/2005,Q4 1997,0,4.75,couldn't be happier. No reliability ,,,,
Honda Motor Corp,1997,10/11/2009,Q4 1997,0.3182,4.5, I've had mine since 3300 miles and ,,,,
Honda Motor Corp,1997,04/09/2010,Q4 1997,0.9607,4.625,There is nothing i can say for improvements for the car,,,,
Honda Motor Corp,2003,12/11/2006,Q1 2003,0.8834,4.75,OEM tires were swishy.  Uncharacteristic need to replace EGR valve.,,,,
Honda Motor Corp,2003,01/09/2007,Q1 2003,0.501,5,I wish the car had more storage space behind the third row seat! Ceiling heat/AC vents would be great for the second and third row occupants (like the Odessey has). Make a hybrid or improve MPG please.,,,,
Honda Motor Corp,2003,16-01-2007,Q1 2003,0.8968,3.875,The midsize of this SUV!  It is big enough to handle most of our needs but not as big as the huge SUVs (Chevy Suburbans GM Motor CorpC Yukons Ford Motor Corp Expeditions etc.) that are seen often being driven by a parent with 1-2 kids. ,,,,
Honda Motor Corp,2003,18-01-2010,Q1 2003,0.6486,4.75," We bought our 2003 Honda Motor Corp new and have close to 200000 miles on the car.  It is still going strong and we've had no problems. We have done all of the recommended maintenance as outlined in the Honda Motor Corp owners manual (oil changes brakes engine tune ups etc.) The car has been great in the snow and with good tire tread(all season radials) we have had NO problems thus far.  Reliability has been exceptional.  The interior has held up fairly well after the wear and tear of three kids.  Our oldest child is now driving and this car will probably be driven ""into the ground"" by her.  Our experience has been so good that we are looking at the 2010 Pilot! Overall we're happy with our Honda Motor Corp Pilot!",,,,
Honda Motor Corp,2003,07/05/2011,Q1 2003,0.4767,2,rides as smooth as it did when first purchased.,,,,
Honda Motor Corp,2003,27-07-2010,Q2 2003,-0.4263,4.625,Safety Exterior Look Seating Capacity Spacious interior Excellent a/c and heating. Just about everything is perfect. ,,,,
Honda Motor Corp,2003,27-08-2010,Q2 2003,0.5562,4, Bought certified pre-owned in 2005 with 30K miles. Bought extended warranty. Paid off last month and warranty ran out 8-9-2010 trans failed 8-23-2010. No help from warranty but Honda Motor Corp paid 25%. Picked up today and drove 1/4 mile and it made a grinding noise with ABS and VTM lights coming on. Waiting on Monday. All dealer service since purchased.,,,,
Honda Motor Corp,2003,14-09-2010,Q2 2003,0.3833,5,gas mileage for the size size pockets for everything ability to drive in snow third row seating charger inside center console,,,,
Honda Motor Corp,2003,07/05/2010,Q3 2003,0.3382,4.875, I live in the mountains of NC. The roads are very dangerous here esp. in the winter. I test drove my Pilot in a snow storm and bought it for its size and great gas mileage. i Never got stuck in the snow. and i drove this past winter for an hour from boone to beech mountain Everyday. nothing and i mean nothing ever went wrong in the car. the only things i spent money on were literally break pads and a few oil changes. it was at 125k when i recently hit a deer going 70mph and its now totaled and im now heartbroken. there seems to be something seriously wrong with every SUV i consider to replace my pilot with. i loved luxury cars but now im feeling more sensible... and a grille guard is ness,,,,
Honda Motor Corp,2003,10/01/2010,Q3 2003,0.7269,4.625,None! The Pilot does everything an SUV needs to do and does it well. ,,,,
Honda Motor Corp,2003,13-10-2010,Q3 2003,0,3.625, My husband bought me a 2003 Honda Motor Corp Pilot EXL for Mother's day. We had just had a baby and I was driving a 2002 Mustang and needed something I felt would be safer. We had no major problems. The engine mounts had to be replaced and the transmission was beginning to act a little squirrelly. However my husband wrecked it before we were able to get the transmission checked out. He fell asleep behind the wheel on the way home from work (oil field) and went off into a steep ditch hitting a concrete embankment which caused the Pilot to roll twice landing upside down when finished. My husband was not buckled and ended up in the back by the cargo door. He WALKED away with NO INJURIES. Thank you Honda Motor Corp!,,,,
Honda Motor Corp,2003,08/05/2011,Q3 2003,0.5719,4.875,Hans my daughter named it the ultimate compliment;,,,,
Honda Motor Corp,2003,02/06/2014,Q3 2003,0,5,It would be nice to buy a new car but just can't let go of it to see how far it'll go!,,,,
Honda Motor Corp,2003,05/01/2014,Q3 2003,0.8807,5, My wife always liked her pilot better than my RX300. Both are 2003. I traded my lexus after 10 years ln 2013 for a Camry Hybrid as we no longer need 2 SUV's in the family and she didn't want to give up her Pilot. We have spent little or no additional money on the car and it now has 111000 miles and going strong. I have to say this car is a good buy. She still doesn't want to trade it but we've been looking for new car that has an automatic lift gate for her. Maybe now?,,,,
Honda Motor Corp,2003,22-10-2015,Q3 2003,0,5,After 200000 miles in ten reliable years I must say that it has been a pleasure owning it.,,,,
Honda Motor Corp,2003,01/04/2007,Q4 2003,0.906,4.5, Great family vehicle.  Comfortable ride and handling (after replacing OEM tires).  Good ergonomics for a big man.        ,,,,
Honda Motor Corp,2003,06/09/2010,Q4 2003,-0.2263,4.625,None at the moment.,,,,
Honda Motor Corp,2003,18-10-2010,Q4 2003,0,3.875,Quit experimenting with cars and stick with motorcycles.,,,,
Honda Motor Corp,2003,23-09-2012,Q4 2003,0.5466,4.5,We've had this car for 11 years now. Lots of room. Great turning radius. Decent gas mileage. leather heated seats. Never fails to start and go. Easy to drive with better than most visability. Long lasting. No problems. Bought it at Malkoon Motors. Good place to buy a used car.,,,,
Honda Motor Corp,2003,29-05-2014,Q4 2003,0.3182,4.5, I brought home my first born from the hospital in my new Honda Motor Corp Pilot.,,,,
Honda Motor Corp,2004,01/01/2007,Q1 2004,0.604,5, My Honda Motor Corp pilot has never let me down it's good in the rain in the snow gets me were ever I have to go .  It's very comfortable and wants to cruise control is set on the open road I have to do very little except for stay awake and steer .  Honda Motor Corp has been very good at doing all the recalls and their service is excellent .,,,,
Honda Motor Corp,2004,16-06-2010,Q1 2004,0.4404,3.75, Very happy with the pilot have owned it for 6 months we have had a strange noise coming from under the vehicle almost sounds like the cooling fans just take off at a very high speed and stop. And the suspension has a issue with hopping sometimes. Have brought back to the dealership 3 times and the truck won't make the noise nor will it act up at all. Thinking about asking for them to take the truck back if they can not find the problem. We really like this vehicle its a good solid SUV.,,,,
Honda Motor Corp,2004,10/05/2010,Q1 2004,0.9746,4.875,Comfy ride especially on long trips convenient center console storage,,,,
Honda Motor Corp,2004,21-08-2012,Q1 2004,0,4.5,So far it has been fantastic!,,,,
Honda Motor Corp,2004,01/09/2013,Q1 2004,0.8805,4.125,The room in the interior and the comfort its a heavy SUV so you get a nice ride and we pull a pop up camper and there is no problems.,,,,
Honda Motor Corp,2004,16-08-2016,Q1 2004,0.9603,5,Car is underpowered for its size especially when fully loaded with passengers and/or cargo but we handle this aspect by just driving more conservatively. Fuel economy is not great but that's not unexpected for a full size SUV with 4x4 capacity. We really don't' have any complaints beyond this.  We are very happy with it as a family and roadtrip vehicle.  ,,,,
Honda Motor Corp,2004,12/09/2006,Q2 2004,0.1999,4.875,Space handling secure ride reliability functionality steering wheel mounted stereo and cruise controls.,,,,
Honda Motor Corp,2004,31-08-2010,Q2 2004,0.8462,4.5,Provide better training and testing for the mechanics at Honda Motor Corp dealerships. ,,,,
Honda Motor Corp,2004,29-09-2012,Q2 2004,0.6361,4.5,A couple months ago I hit a big Ohio deer and I barely felt it. Me and my family were completely safe which made me very happy I bought this SUV.,,,,
Honda Motor Corp,2004,29-04-2015,Q2 2004,0.9326,4.75, The car has a smooth ride and road noise is minimal on highway. We added a hitch and roof rack and with 6 adults and loaded with cargo the car handles quite nicely except that it is  underpowered especially if it's fully loaded. Acceleration and hill climbs are slower than I would like. This car has a lot of cargo space with room for car seats in 2nd and 3rd rows though access to 3rd row can be a bit challenging for an average adult. 3rd row is best for kids or small adults as legroom is limited. We are happy with this car. Great family or roadtrip vehicle.  It's held its value well and we will be holding on to it for a long time.,,,,
Honda Motor Corp,2004,04/04/2016,Q2 2004,0.34,5, We love our Honda Motor Corp Pilot... We live in Colorado along the I25 corridor and this car is subjected daily to a miserable commute 60 miles daily in all kinds of weather and it has performed beautifully! We have nearly 209000 miles on it and have only had one issue with it the power steering was giving us some issues at about the ten year mark... Honda Motor Corp worked through it even called in the engineers that designed the car and figured out that it was a pinhole leak in the vacuum hose... Honda Motor Corp covered EVERYTHING and we didn't pay a dime... Wonderful support from the dealer and manufacturer!  The car has been driven across country a half dozen times and is so comfortable to drive on the long haul...  I hope to keep it for another ten years!  Just get the oil changed religiously and do the maintenance and Honda Motor Corps will last forever! My first Honda Motor Corp was a 1988 Civic with a manual transmission and I drove that for 250000 miles...,,,,
